ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-44,-47,-26,-15,-13,7,5,68,58,83
-27,-47,-18,-7,-12,10,10,64,57,84
-48,-64,-45,-14,-11,6,5,67,52,83
-28,-37,-19,-7,-12,10,26,65,31,84
-45,-83,-27,-17,-12,6,5,67,58,84
-28,-43,-17,-6,-11,11,10,65,44,87
-45,-79,-23,-16,-12,6,5,67,54,83
-28,-35,-18,-6,-11,10,10,67,65,86
-40,-44,-22,-11,-40,7,5,63,55,85
-27,-43,-17,-7,-11,11,10,65,38,67
-42,-43,-24,-15,-12,6,4,67,57,85
-28,-44,-17,-7,-12,10,17,63,43,66
-41,-42,-18,-13,-12,7,5,67,51,83
-28,-44,-18,-6,-11,11,10,62,54,90
-43,-45,-19,-14,-11,7,5,68,57,83
-28,-43,-17,-7,-12,11,9,65,46,88
-45,-83,-21,-14,-13,6,5,67,59,82
-28,-42,-8,-7,-11,11,10,65,59,90
-42,-44,-18,-14,-12,6,5,67,55,84
-28,-43,-17,-7,-11,10,18,64,58,89
-47,-53,-21,-17,-11,6,5,67,56,84
-28,-36,-17,-7,-11,11,10,64,61,67
-45,-48,-42,-16,-10,7,5,68,63,92
-26,-45,-17,-7,-11,11,10,64,52,66
-48,-75,-45,-11,-14,6,4,31,21,39
-29,-37,-18,-6,-11,11,10,65,23,85
-45,-88,-26,-19,-16,7,5,32,18,37
-26,-37,-17,-6,-11,11,10,65,48,84
-47,-66,-28,-19,-16,7,5,31,20,38
-31,-42,-14,-7,-12,10,17,62,50,64
-49,-88,-46,-14,-11,7,5,47,35,55
-28,-44,-15,-7,-11,11,9,67,63,84
-42,-46,-25,-10,-14,7,5,49,40,56
-27,-42,-18,-7,-11,12,10,63,33,96
-49,-83,-47,-14,-18,7,5,31,21,35
-26,-38,-18,-7,-12,11,14,64,54,75
-44,-48,-35,-14,-9,6,4,37,36,46
-30,-35,-25,-8,-12,5,9,59,53,61
-42,-44,-38,-8,-5,6,5,29,24,36
-29,-35,-26,-7,-10,5,8,55,43,56
-41,-44,-35,-6,-8,7,7,29,20,36
-30,-37,-27,-8,-13,9,15,21,14,23
-45,-47,-30,-8,-11,8,6,26,18,34
-31,-43,-29,-7,-14,4,8,53,48,58
-22,-24,-19,-2,-5,6,4,70,66,75
-50,-51,-31,-11,-14,7,5,67,56,81
-28,-29,-19,-7,-12,10,14,63,42,81
-50,-53,-34,-22,-12,8,5,68,56,83
-28,-30,-19,-7,-11,16,9,62,45,83
-52,-73,-50,-16,-14,7,5,66,49,86
-26,-29,-19,-6,-11,11,10,64,52,80
-49,-88,-34,-20,-12,7,5,66,51,87
-27,-44,-19,-7,-11,11,9,63,43,84
-48,-76,-28,-14,-21,7,5,31,17,38
-26,-44,-18,-7,-11,10,16,62,52,64
-49,-59,-46,-16,-11,7,5,34,27,42
-26,-36,-17,-6,-11,12,10,64,59,82
-48,-53,-30,-22,-14,7,5,31,21,36
-26,-42,-18,-7,-11,11,10,66,30,83
-44,-80,-27,-9,-12,7,5,30,21,40
-26,-28,-18,-6,-11,11,15,63,44,84
-49,-69,-28,-15,-12,7,5,28,22,36
-25,-44,-17,-7,-11,11,10,65,32,84
-46,-96,-28,-9,-13,7,5,31,22,36
-27,-36,-17,-7,-12,10,9,62,39,87
-46,-94,-23,-10,-46,8,5,32,22,38
-27,-36,-18,-7,-11,11,10,65,46,80
-47,-68,-32,-21,-12,7,4,67,56,80
-28,-42,-17,-7,-11,11,9,61,55,63
-44,-46,-27,-19,-11,7,5,67,58,83
-28,-43,-18,-7,-11,11,17,63,54,66
-47,-70,-44,-16,-11,7,5,68,58,83
-30,-40,-27,-7,-11,12,9,63,58,66
-47,-66,-44,-11,-18,7,5,67,53,84
-27,-34,-18,-7,-11,11,9,61,24,90
-49,-86,-20,-20,-11,7,5,67,56,84
-25,-43,-17,-6,-11,12,10,65,37,84
-47,-75,-28,-21,-11,8,5,68,56,84
-28,-36,-15,-7,-11,11,25,65,62,83
-47,-50,-29,-8,-11,7,5,68,58,84
-26,-44,-18,-7,-11,10,17,64,62,82
-47,-80,-30,-19,-12,7,5,32,21,39
-25,-43,-18,-7,-11,11,21,64,60,82
-50,-72,-32,-18,-13,7,5,30,22,35
