ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-52,-63,-42,-6,-14,21.0,29,88.0,59.0,108.0
-53,-64,-42,-7,-13,10.0,41,88.0,63.0,107.0
-53,-63,-43,-6,-13,11.0,9,90.0,62.0,108.0
-52,-62,-43,-5,-13,11.0,49,89.0,61.0,109.0
-53,-63,-42,-5,-15,11.0,9,90.0,63.0,109.0
-52,-63,-42,-6,-13,10.0,9,90.0,64.0,109.0
-52,-63,-42,-5,-12,11.0,9,88.0,60.0,108.0
-51,-62,-41,-5,-12,10.0,9,90.0,63.0,108.0
-51,-64,-41,-5,-13,11.0,22,87.0,62.0,107.0
-49,-64,-38,-5,-13,11.0,41,90.0,65.0,109.0
-51,-63,-41,-6,-13,10.0,9,87.0,64.0,106.0
-51,-62,-42,-6,-13,11.0,45,91.0,66.0,110.0
-52,-63,-42,-6,-13,10.0,9,89.0,63.0,109.0
-51,-62,-41,-5,-14,11.0,9,90.0,66.0,107.0
-52,-63,-41,-7,-13,10.0,23,88.0,61.0,108.0
-52,-62,-43,-6,-12,10.0,9,88.0,63.0,108.0
-53,-63,-43,-7,-14,11.0,44,89.0,67.0,106.0
-55,-67,-45,-6,-13,10.0,9,87.0,64.0,106.0
-52,-64,-42,-25,-13,10.0,9,90.0,71.0,108.0
-49,-65,-39,-6,-13,11.0,36,89.0,66.0,108.0
-50,-63,-41,-5,-13,11.0,9,88.0,66.0,107.0
-50,-60,-40,-31,-13,10.0,9,91.0,63.0,109.0
-50,-67,-40,-6,-14,10.0,32,88.0,65.0,107.0
-51,-62,-40,-6,-13,11.0,9,90.0,69.0,109.0
-52,-62,-42,-25,-11,11.0,9,89.0,65.0,108.0
-53,-63,-42,-6,-13,11.0,47,90.0,67.0,109.0
-53,-66,-43,-6,-12,10.0,9,88.0,62.0,108.0
-54,-64,-44,-6,-13,11.0,36,91.0,56.0,111.0
-51,-62,-41,-5,-13,11.0,9,90.0,65.0,109.0
-52,-62,-42,-6,-12,11.0,9,89.0,63.0,110.0
-52,-63,-43,-6,-13,11.0,39,90.0,69.0,109.0
-52,-62,-42,-23,-12,11.0,9,88.0,68.0,108.0
-52,-63,-43,-6,-12,10.0,9,88.0,63.0,108.0
-52,-62,-42,-6,-13,11.0,41,89.0,62.0,108.0
-52,-62,-42,-6,-13,11.0,9,89.0,68.0,108.0
-53,-63,-43,-6,-13,11.0,8,89.0,61.0,108.0
-49,-63,-40,-6,-13,12.0,41,89.0,62.0,110.0
-52,-62,-42,-5,-13,11.0,9,91.0,64.0,110.0
-53,-63,-43,-28,-12,11.0,9,89.0,68.0,107.0
-52,-63,-42,-6,-12,11.0,48,90.0,65.0,109.0
-53,-64,-43,-6,-13,11.0,8,89.0,65.0,106.0
-52,-63,-43,-33,-12,11.0,38,88.0,70.0,110.0
-54,-64,-43,-6,-13,11.0,9,91.0,68.0,112.0
-53,-63,-44,-5,-14,12.0,9,90.0,65.0,107.0
-52,-62,-43,-6,-13,12.0,42,90.0,59.0,109.0
-55,-66,-44,-6,-13,11.0,28,92.0,70.0,113.0
-56,-66,-46,-6,-13,11.0,9,92.0,67.0,110.0
-53,-63,-43,-5,-12,12.0,9,91.0,72.0,112.0
-53,-64,-44,-6,-13,10.0,9,92.0,67.0,110.0
-52,-62,-42,-5,-12,11.0,50,91.0,70.0,112.0
-101,-105,-82,-6,-22,,4,,,
