ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-36,-40,-33,-6,-10,10,6,27,22,28
-42,-44,-39,-7,-10,9,6,23,18,27
-44,-47,-43,-7,-9,7,5,20,14,24
-42,-45,-40,-7,-12,8,6,27,23,32
-38,-42,-35,-8,-11,9,7,24,22,28
-51,-53,-49,-6,-5,9,5,21,18,23
-47,-51,-46,-7,-11,8,7,26,21,31
-52,-55,-49,-6,-5,9,7,19,13,23
-47,-50,-44,-8,-5,10,7,25,24,29
-46,-48,-43,-6,-9,8,6,27,24,29
-43,-46,-41,-8,-11,8,7,34,32,36
-46,-50,-44,-7,-11,9,7,23,13,27
-45,-47,-42,-5,-9,8,6,19,12,24
-46,-53,-43,-7,-10,11,8,21,19,24
-46,-48,-43,-6,-4,10,7,25,24,29
-45,-49,-41,-7,-10,10,6,28,25,32
-44,-46,-41,-7,-12,8,6,27,23,31
-49,-52,-47,-6,-9,10,7,19,14,21
-48,-51,-45,-5,-8,9,6,26,23,27
-42,-45,-39,-7,-6,11,7,21,18,23
-44,-46,-42,-6,-8,8,6,28,26,31
-36,-39,-32,-6,-10,6,5,18,14,22
-46,-49,-43,-7,-11,10,6,27,24,29
-47,-50,-44,-6,-12,10,8,20,16,22
-43,-45,-40,-8,-9,8,7,21,17,25
-44,-47,-42,-6,-11,8,6,18,15,21
-42,-46,-39,-7,-9,10,7,23,18,28
-50,-52,-48,-6,-9,8,5,23,20,29
-48,-51,-46,-9,-12,9,7,79,73,83
-46,-50,-45,-8,-11,9,6,28,23,32
-41,-44,-38,-5,-10,10,6,26,24,29
-44,-47,-42,-9,-7,8,6,23,19,25
-46,-48,-44,-6,-10,10,7,19,14,24
-46,-50,-44,-7,-10,10,5,78,75,80
-46,-49,-44,-7,-11,10,6,23,17,28
-43,-45,-41,-9,-8,10,7,24,22,27
-42,-45,-40,-9,-7,9,6,30,27,32
-36,-39,-34,-6,-4,10,5,22,18,29
-54,-56,-51,-5,-7,8,6,18,16,21
-47,-50,-45,-5,-11,8,7,20,15,26
-41,-44,-39,-7,-10,10,8,26,24,28
-45,-47,-43,-6,-9,11,6,27,24,30
-46,-49,-44,-7,-10,10,6,24,18,28
-44,-47,-42,-10,-8,8,6,77,72,82
-51,-54,-49,-6,-5,10,6,79,75,90
-45,-48,-44,-7,-10,10,7,34,29,38
-43,-47,-42,-6,-9,8,5,27,25,30
-49,-52,-46,-5,-3,8,6,18,14,20
-49,-51,-47,-7,-11,9,6,78,73,83
-42,-45,-40,-7,-11,9,5,30,28,33
-46,-49,-44,-7,-10,10,6,20,19,23
-46,-48,-44,-7,-3,9,8,81,75,86
-47,-49,-44,-8,-10,10,6,25,23,28
-44,-48,-42,-6,-9,8,6,25,20,30
-49,-51,-47,-9,-12,9,6,22,16,26
-42,-45,-40,-8,-11,9,6,22,17,26
-51,-54,-49,-6,-9,10,6,18,13,23
-47,-50,-45,-7,-11,14,7,17,7,21
-44,-47,-42,-6,-8,12,6,24,20,29
-44,-46,-42,-7,-9,8,5,27,25,30
-49,-53,-46,-6,-8,8,6,22,20,26
-51,-53,-48,-6,-9,10,7,23,19,24
-46,-53,-43,-7,-9,10,6,21,19,23
-40,-43,-38,-6,-9,11,6,26,25,30
-42,-45,-41,-9,-7,9,6,25,22,27
