ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-36,-38,-27,-5,-11,14.0,9,51.0,47.0,53.0
-45,-49,-42,-5,-10,17.0,8,54.0,50.0,59.0
-53,-56,-48,-4,-11,10.0,3,16.0,14.0,23.0
-41,-47,-39,-6,-14,16.0,9,52.0,48.0,54.0
-44,-49,-30,-4,-9,9.0,8,61.0,57.0,67.0
-53,-58,-47,-4,-10,11.0,5,46.0,41.0,50.0
-34,-36,-30,-5,-9,11.0,9,51.0,43.0,54.0
-36,-38,-31,-4,-9,17.0,9,59.0,55.0,61.0
-39,-41,-35,-4,-5,11.0,8,26.0,18.0,29.0
-34,-37,-30,-6,-11,16.0,8,24.0,9.0,28.0
-39,-40,-32,-5,-11,18.0,9,60.0,53.0,67.0
-56,-59,-51,-6,-13,8.0,3,46.0,44.0,52.0
-34,-36,-28,-4,-9,17.0,11,24.0,20.0,27.0
-39,-40,-31,-4,-10,18.0,11,57.0,55.0,58.0
-30,-34,-27,-3,-10,14.0,4,49.0,46.0,52.0
-35,-38,-29,-4,-10,14.0,8,57.0,54.0,61.0
-44,-48,-39,-6,-11,14.0,10,52.0,46.0,58.0
-25,-29,-21,-3,-7,6.0,3,64.0,62.0,67.0
-29,-34,-25,-5,-4,8.0,6,57.0,53.0,62.0
-39,-41,-30,-14,-9,15.0,7,37.0,35.0,40.0
-40,-42,-37,-5,-13,10.0,9,52.0,47.0,61.0
-38,-39,-33,-5,-8,7.0,7,29.0,22.0,34.0
-39,-41,-34,-4,-8,8.0,7,22.0,18.0,24.0
-48,-51,-46,-7,-5,4.0,4,49.0,45.0,51.0
-61,-64,-58,-4,-10,6.0,5,53.0,49.0,56.0
-48,-54,-46,-6,-10,4.0,8,32.0,28.0,35.0
-39,-42,-37,-3,-10,8.0,8,39.0,37.0,42.0
-44,-49,-39,-5,-9,4.0,10,42.0,39.0,46.0
-33,-35,-30,-6,-10,11.0,9,25.0,23.0,28.0
-39,-44,-36,-5,-9,8.0,8,31.0,27.0,34.0
-36,-38,-32,-5,-10,13.0,9,31.0,26.0,35.0
-50,-52,-46,-5,-10,8.0,3,50.0,48.0,53.0
-31,-34,-28,-4,-10,12.0,11,24.0,22.0,28.0
-33,-35,-30,-7,-6,6.0,6,52.0,48.0,56.0
-24,-27,-22,-4,-7,12.0,9,24.0,22.0,28.0
-39,-42,-35,-3,-7,6.0,6,33.0,30.0,36.0
-37,-39,-35,-7,-11,5.0,9,18.0,12.0,21.0
-34,-37,-32,-2,-8,4.0,3,57.0,52.0,63.0
-42,-45,-39,-5,-9,10.0,7,26.0,22.0,31.0
-37,-40,-33,-5,-9,8.0,7,26.0,23.0,28.0
-38,-43,-35,-4,-9,9.0,10,25.0,20.0,28.0
-45,-47,-37,-5,-10,7.0,5,48.0,46.0,54.0
-38,-42,-35,-5,-8,10.0,9,20.0,18.0,21.0
-39,-42,-34,-4,-7,6.0,11,25.0,22.0,28.0
-40,-42,-37,-4,-9,9.0,6,16.0,12.0,19.0
-38,-42,-35,-5,-11,12.0,11,41.0,39.0,43.0
-33,-36,-30,-4,-9,16.0,11,26.0,22.0,28.0
-33,-35,-29,-2,-5,9.0,9,20.0,16.0,23.0
-50,-54,-43,-7,-13,6.0,4,45.0,38.0,56.0
-39,-45,-28,-3,-12,17.0,11,24.0,20.0,26.0
-38,-39,-31,-5,-8,15.0,8,61.0,58.0,63.0
-47,-49,-42,-4,-10,9.0,5,51.0,50.0,59.0
-39,-42,-36,-5,-10,17.0,9,44.0,43.0,47.0
-41,-51,-38,-6,-9,17.0,11,36.0,33.0,39.0
-55,-57,-47,-6,-12,8.0,3,46.0,44.0,51.0
-35,-36,-29,-4,-11,19.0,8,30.0,25.0,37.0
-35,-39,-31,-5,-13,16.0,8,27.0,24.0,29.0
-54,-56,-45,-6,-12,9.0,4,47.0,41.0,68.0
-33,-35,-28,-5,-10,18.0,11,53.0,52.0,59.0
-42,-45,-38,-4,-9,18.0,8,54.0,51.0,56.0
-53,-57,-38,-5,-10,10.0,6,23.0,20.0,29.0
-39,-45,-35,-6,-10,17.0,11,33.0,28.0,36.0
-37,-39,-32,-4,-8,17.0,8,59.0,56.0,76.0
-55,-58,-38,-6,-12,11.0,3,22.0,18.0,27.0
-35,-37,-34,-6,-9,18.0,9,49.0,46.0,51.0
-36,-38,-31,-4,-10,17.0,11,57.0,55.0,60.0
-52,-54,-49,-4,-10,11.0,4,50.0,36.0,56.0
-34,-36,-30,-5,-9,18.0,9,40.0,35.0,42.0
-35,-38,-30,-7,-10,17.0,8,56.0,52.0,59.0
-52,-54,-38,-4,-10,11.0,3,19.0,15.0,26.0
-36,-46,-29,-4,-10,17.0,8,45.0,40.0,47.0
-43,-48,-40,-5,-9,17.0,11,61.0,57.0,63.0
-54,-58,-52,-6,-11,9.0,4,51.0,42.0,58.0
-34,-36,-25,-5,-9,19.0,9,53.0,51.0,57.0
-39,-41,-27,-5,-10,17.0,8,59.0,57.0,63.0
-55,-58,-52,-5,-11,,5,,,
