ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-46,-53,-43,-10,-15,10.0,21,69,45,87
-40,-43,-34,-11,-15,10.0,18,68,49,87
-46,-53,-43,-10,-15,,19,69,49,87
-46,-52,-43,-10,-16,14.0,18,69,48,86
-41,-43,-34,-10,-15,20.0,18,68,48,88
-46,-51,-43,-10,-15,25.0,22,69,49,86
-46,-52,-43,-10,-17,18.0,22,69,47,87
-46,-52,-43,-10,-16,11.0,20,69,53,87
-46,-52,-43,-9,-14,13.0,18,69,52,85
-40,-42,-33,-10,-15,17.0,20,69,55,85
-47,-50,-44,-10,-14,17.0,21,69,57,88
-54,-78,-34,-11,-14,21.0,14,72,69,87
-45,-50,-42,-9,-17,9.0,24,73,69,75
-46,-53,-43,-11,-19,17.0,22,68,45,86
-41,-43,-34,-10,-15,11.0,21,69,52,87
-41,-43,-34,-11,-14,12.0,20,68,48,87
-40,-43,-33,-10,-15,11.0,19,69,50,88
-47,-53,-43,-10,-15,17.0,21,69,50,87
-41,-43,-34,-10,-17,11.0,22,69,46,88
-50,-74,-31,-14,-16,21.0,13,72,43,97
-45,-51,-42,-10,-17,17.0,23,71,51,91
-45,-53,-42,-10,-15,12.0,23,70,52,87
-40,-43,-33,-10,-19,17.0,20,69,48,87
-45,-51,-42,-10,-14,18.0,23,70,51,88
-46,-54,-43,-10,-15,18.0,23,69,48,85
-40,-42,-33,-10,-18,12.0,22,69,51,87
-40,-42,-33,-10,-19,12.0,17,69,47,86
-41,-43,-34,-11,-15,10.0,21,69,50,86
-46,-53,-43,-10,-20,19.0,22,69,46,85
-46,-52,-43,-10,-14,20.0,18,69,49,87
-41,-43,-33,-10,-15,20.0,18,69,49,87
-46,-52,-43,-10,-18,15.0,19,70,51,89
-51,-77,-32,-16,-13,22.0,14,73,44,101
-45,-50,-42,-9,-18,11.0,21,72,50,92
-45,-52,-42,-10,-14,12.0,21,69,50,87
-45,-52,-43,-10,-16,23.0,20,69,49,86
-45,-51,-42,-9,-15,19.0,21,69,49,87
-45,-51,-42,-10,-14,11.0,20,69,51,86
-41,-43,-34,-11,-15,16.0,21,68,47,87
-46,-52,-43,-10,-19,21.0,24,69,53,87
-46,-52,-43,-10,-16,11.0,23,68,49,87
-46,-52,-43,-10,-15,22.0,19,70,54,87
-46,-53,-42,-10,-14,14.0,26,70,41,87
-46,-52,-43,-10,-19,18.0,16,68,47,85
-40,-43,-34,-11,-15,11.0,20,69,51,85
-46,-52,-43,-10,-15,18.0,21,70,50,88
-46,-52,-43,-10,-19,11.0,20,70,51,87
-46,-70,-29,-13,-14,21.0,13,72,44,98
-44,-50,-42,-9,-15,17.0,24,72,51,91
-46,-53,-43,-10,-14,11.0,21,70,51,87
-45,-51,-43,-9,-17,12.0,23,70,51,88
-49,-74,-31,-15,-19,21.0,13,72,48,102
-45,-52,-42,-10,-16,14.0,20,72,50,91
-45,-52,-43,-10,-14,11.0,19,70,50,88
-46,-52,-43,-10,-15,12.0,22,69,48,88
-39,-42,-32,-17,-9,10.0,6,65,43,86
-44,-51,-41,-9,-15,18.0,21,70,52,88
-44,-51,-41,-9,-17,12.0,19,70,50,88
-40,-42,-33,-10,-15,11.0,19,69,48,88
-45,-52,-42,-10,-18,26.0,19,70,49,89
-46,-53,-43,-10,-19,15.0,17,69,50,87
-50,-76,-33,-24,-13,24.0,14,73,44,99
-45,-51,-42,-10,-16,18.0,25,72,51,90
-45,-52,-42,-10,-14,11.0,23,70,46,89
-40,-43,-33,-11,-15,11.0,18,70,53,89
-49,-72,-30,-11,-13,22.0,14,73,44,99
-44,-50,-41,-10,-16,19.0,22,72,43,92
-45,-51,-42,-10,-14,14.0,18,70,41,88
-45,-51,-42,-10,-14,11.0,19,70,52,87
-46,-51,-42,-9,-14,,21,70,48,88
-46,-53,-42,-10,-15,19.0,22,70,49,88
-46,-53,-43,-11,-15,11.0,18,69,51,88
