ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-35,-37,-32,-7,-12,12,7,35,31,41
-34,-38,-29,-15,-11,11,8,18,16,25
-29,-33,-26,-7,-17,12,7,35,30,42
-31,-35,-24,-13,-11,8,11,22,18,28
-32,-35,-30,-8,-16,10,6,27,25,31
-33,-37,-30,-37,-10,13,9,58,53,64
-49,-52,-43,-31,-11,9,18,64,57,82
-29,-33,-24,-14,-11,13,7,24,20,30
-32,-36,-25,-11,-9,13,7,21,18,27
-32,-35,-31,-7,-10,12,7,24,19,30
-26,-30,-19,-7,-11,12,7,18,15,21
-33,-39,-31,-8,-11,13,7,27,23,33
-30,-33,-27,-12,-10,12,7,33,30,39
-35,-37,-33,-8,-11,11,6,34,30,39
-32,-35,-29,-8,-16,11,7,36,30,42
-34,-37,-24,-12,-10,12,7,23,20,28
-26,-31,-21,-8,-14,14,7,27,25,33
-38,-40,-31,-21,-10,10,7,67,59,79
-32,-38,-27,-11,-16,11,7,21,16,29
-29,-31,-22,-16,-10,12,8,24,21,30
-32,-36,-29,-7,-10,14,7,30,27,40
-34,-37,-30,-13,-10,12,6,28,26,35
-31,-36,-25,-8,-18,12,9,35,32,42
-29,-33,-26,-8,-12,13,7,29,24,37
-35,-38,-33,-7,-17,14,7,38,34,45
-31,-34,-26,-7,-11,14,7,22,17,28
-24,-28,-22,-8,-10,9,7,29,25,32
-37,-39,-34,-8,-14,12,6,27,23,35
-21,-27,-15,-8,-11,12,7,32,27,40
-31,-35,-28,-8,-10,12,6,33,30,38
-25,-28,-19,-8,-10,10,7,19,16,22
-21,-24,-15,-10,-11,13,10,16,10,20
-36,-38,-34,-14,-10,12,7,22,18,26
-23,-27,-17,-8,-23,12,7,31,26,33
-33,-36,-31,-46,-11,12,7,36,32,39
-31,-34,-28,-34,-11,12,7,54,51,61
-35,-37,-33,-13,-10,13,7,19,15,22
-38,-41,-36,-22,-14,13,7,22,19,27
-23,-27,-22,-8,-12,12,6,30,26,38
-26,-30,-24,-8,-16,12,7,37,35,43
-31,-39,-27,-7,-12,11,6,30,25,34
-22,-25,-19,-8,-12,11,7,41,36,47
-34,-38,-29,-15,-9,12,7,28,26,33
-32,-35,-26,-8,-11,12,7,21,17,30
-33,-36,-30,-7,-14,12,7,29,25,37
-29,-34,-24,-11,-9,12,7,22,19,30
-34,-39,-31,-8,-14,13,7,29,27,36
-37,-41,-32,-14,-10,13,7,25,20,31
-33,-37,-31,-7,-13,12,7,31,27,37
-37,-41,-33,-7,-10,13,7,28,26,35
-31,-39,-26,-14,-9,12,7,29,26,37
-30,-35,-22,-22,-10,14,7,19,8,22
-30,-33,-28,-11,-9,13,6,32,30,39
-34,-38,-30,-7,-9,13,9,20,17,22
-30,-33,-28,-13,-9,11,7,34,33,42
-36,-42,-30,-10,-16,10,7,36,32,41
-28,-34,-25,-8,-11,9,6,28,20,30
-38,-41,-35,-8,-11,13,7,33,28,40
-25,-31,-23,-7,-10,12,7,36,33,40
-32,-37,-29,-16,-11,10,7,29,24,37
-30,-35,-27,-13,-10,13,6,31,27,40
-33,-36,-27,-8,-12,10,6,30,26,38
-38,-44,-34,-8,-17,11,6,34,30,42
-39,-42,-36,-12,-13,19,7,19,12,23
-36,-40,-30,-7,-16,12,7,25,20,27
-36,-39,-33,-20,-10,13,6,26,22,31
-32,-36,-30,-16,-11,11,7,31,27,36
-29,-32,-25,-9,-12,13,6,24,19,32
-30,-34,-27,-11,-13,13,6,22,21,27
-32,-36,-28,-12,-9,11,7,30,25,37
-24,-31,-22,-8,-14,8,7,39,37,44
-36,-41,-34,-16,-11,13,6,24,22,33
-31,-36,-29,-10,-8,15,7,30,26,37
-26,-29,-23,-12,-10,13,8,23,21,26
-32,-34,-30,-12,-9,12,6,34,30,43
-37,-40,-34,-8,-11,12,7,33,29,41
-23,-26,-20,-7,-13,13,7,40,35,46
-29,-37,-26,-7,-8,14,7,34,29,40
-29,-32,-27,-8,-12,12,7,33,29,38
-34,-40,-33,-7,-13,13,7,25,17,32
-31,-36,-30,-9,-16,12,7,36,33,41
-27,-31,-25,-10,-18,13,7,36,31,41
-25,-28,-22,-9,-16,10,6,38,34,44
