ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-36,-42,-27,-8,-5,9,5,24,19,29
-36,-40,-29,-13,-6,8,5,18,12,20
-36,-43,-27,-12,-6,8,5,35,29,40
-35,-47,-28,-14,-5,8,5,33,30,36
-44,-48,-42,-10,-5,9,5,24,19,28
-36,-40,-28,-18,-11,8,5,32,28,37
-35,-40,-29,-9,-5,9,4,16,13,18
-37,-44,-26,-10,-6,8,4,49,45,55
-36,-40,-25,-8,-6,9,5,24,21,27
-35,-41,-27,-15,-13,9,5,73,66,78
-36,-42,-24,-11,-19,8,5,24,21,26
-35,-42,-26,-10,-13,9,5,29,25,35
-36,-39,-28,-10,-14,8,4,41,40,46
-35,-42,-32,-12,-4,10,5,30,27,35
-44,-47,-43,-10,-13,8,5,30,25,35
-34,-42,-27,-11,-14,10,5,31,30,35
-46,-48,-43,-6,-4,9,5,20,14,24
-36,-39,-30,-12,-5,9,5,32,28,38
-42,-45,-40,-8,-5,8,5,51,46,54
-43,-47,-41,-9,-11,10,6,37,32,42
-43,-46,-42,-9,-7,8,5,63,61,65
-44,-47,-41,-9,-13,8,5,38,32,42
-35,-39,-27,-10,-5,10,5,22,19,24
-36,-47,-26,-9,-6,9,5,52,46,56
-36,-40,-34,-9,-7,9,6,20,16,23
-33,-36,-30,-2,-4,10,5,19,17,22
-41,-47,-39,-8,-6,8,7,19,16,23
-36,-43,-28,-7,-5,9,5,20,13,25
-44,-47,-41,-5,-7,9,6,18,13,20
-40,-43,-39,-3,-5,8,4,35,32,38
-38,-41,-34,-8,-11,8,7,20,17,22
-38,-42,-36,-11,-9,11,5,27,22,31
-36,-40,-28,-9,-4,9,6,16,12,19
-43,-48,-41,-9,-5,9,5,30,27,34
-36,-41,-28,-2,-4,9,5,22,20,26
-36,-44,-32,-11,-9,9,5,24,19,28
-34,-38,-26,-10,-9,9,6,20,15,23
-44,-47,-42,-8,-10,9,5,27,25,31
-42,-49,-40,-9,-5,9,5,20,16,22
-44,-47,-42,-10,-13,8,5,18,15,21
-43,-46,-41,-10,-4,9,5,26,22,27
-36,-39,-33,-9,-5,9,4,18,16,19
-43,-49,-41,-2,-4,9,6,26,22,28
-38,-41,-35,-8,-5,10,5,21,16,26
-37,-41,-32,-8,-5,9,7,27,25,30
-35,-38,-31,-7,-5,9,5,33,31,35
-35,-38,-31,-12,-11,10,5,29,25,34
-36,-39,-28,-7,-5,9,7,27,22,29
-39,-43,-37,-13,-9,10,5,40,34,44
-40,-43,-39,-7,-9,9,5,22,20,27
-37,-40,-29,-9,-5,9,5,36,32,41
-41,-46,-40,-9,-12,9,6,28,22,33
-40,-48,-38,-8,-6,10,7,43,37,47
-42,-45,-40,-8,-11,10,8,35,32,41
-40,-45,-39,-9,-5,9,4,30,28,35
-42,-46,-39,-7,-5,9,5,17,14,20
-35,-37,-32,-11,-5,11,5,23,20,26
-44,-48,-42,-10,-13,8,4,43,41,46
-35,-38,-28,-7,-4,10,5,32,27,35
-35,-38,-23,-12,-9,12,5,47,40,51
-39,-43,-38,-10,-13,11,4,33,29,37
-34,-47,-30,-10,-6,9,4,20,16,22
-39,-43,-34,-11,-4,8,4,16,14,19
-40,-43,-34,-2,-4,10,5,31,29,35
-42,-49,-40,-7,-5,9,7,22,17,27
-39,-43,-37,-12,-4,9,7,23,19,28
-37,-40,-27,-8,-5,9,5,22,17,26
-37,-51,-29,-9,-5,9,5,29,27,33
-35,-41,-26,-9,-4,10,5,22,20,25
-38,-42,-37,-7,-5,9,6,30,26,35
-34,-38,-22,-10,-14,9,5,33,28,39
