ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-36,-40,-27,-7,-14,11.0,10,36.0,31.0,40.0
-35,-40,-28,-7,-14,12.0,10,42.0,37.0,44.0
-37,-41,-29,-9,-15,10.0,8,25.0,21.0,28.0
-34,-38,-27,-6,-13,13.0,11,41.0,36.0,46.0
-46,-49,-38,-10,-19,12.0,7,19.0,7.0,26.0
-35,-39,-25,-7,-12,13.0,10,18.0,9.0,22.0
-40,-46,-39,-6,-12,13.0,11,22.0,20.0,29.0
-34,-37,-31,-48,-17,19.0,13,22.0,14.0,29.0
-35,-39,-26,-7,-13,12.0,10,36.0,31.0,41.0
-36,-40,-26,-7,-13,12.0,10,33.0,29.0,41.0
-45,-48,-44,-10,-19,13.0,8,21.0,8.0,27.0
-39,-46,-37,-6,-12,13.0,11,33.0,28.0,36.0
-35,-40,-26,-6,-12,13.0,11,43.0,38.0,46.0
-42,-45,-40,-12,-15,20.0,13,23.0,14.0,28.0
-34,-48,-27,-7,-13,12.0,10,44.0,40.0,47.0
-34,-38,-27,-6,-12,13.0,11,40.0,38.0,43.0
-70,-89,-67,-11,-19,11.0,7,64.0,39.0,88.0
-34,-38,-26,-6,-12,13.0,11,38.0,32.0,46.0
-35,-40,-27,-6,-13,14.0,10,32.0,28.0,35.0
-36,-40,-28,-7,-13,11.0,10,32.0,26.0,33.0
-35,-39,-27,-6,-12,13.0,11,44.0,43.0,49.0
-36,-49,-27,-7,-13,13.0,11,20.0,10.0,22.0
-61,-82,-59,-10,-19,12.0,8,21.0,8.0,27.0
-33,-39,-25,-7,-12,13.0,11,33.0,31.0,38.0
-35,-39,-27,-6,-12,13.0,11,24.0,10.0,25.0
-40,-46,-39,-7,-13,12.0,10,48.0,43.0,53.0
-35,-41,-27,-7,-13,12.0,10,25.0,22.0,27.0
-44,-46,-42,-29,-13,21.0,11,22.0,12.0,28.0
-41,-46,-39,-7,-13,13.0,11,40.0,36.0,46.0
-41,-47,-39,-7,-13,13.0,10,21.0,18.0,23.0
-35,-49,-27,-7,-13,12.0,10,39.0,35.0,43.0
-39,-43,-31,-10,-16,10.0,7,101.0,96.0,103.0
-42,-49,-41,-8,-14,10.0,8,19.0,13.0,22.0
-41,-45,-38,-11,-19,12.0,8,65.0,42.0,89.0
-40,-45,-39,-7,-13,12.0,10,31.0,28.0,34.0
-35,-40,-27,-6,-12,13.0,11,29.0,26.0,30.0
-63,-82,-57,-10,-18,13.0,7,17.0,8.0,22.0
-39,-46,-38,-7,-13,12.0,10,30.0,24.0,33.0
-41,-47,-40,-7,-13,12.0,10,28.0,22.0,32.0
-78,-81,-75,-11,-19,12.0,8,64.0,48.0,88.0
-35,-38,-26,-7,-12,12.0,10,37.0,30.0,41.0
-41,-47,-39,-7,-13,12.0,10,22.0,17.0,27.0
-40,-43,-34,-10,-19,13.0,8,20.0,8.0,27.0
-34,-37,-26,-6,-12,14.0,11,36.0,30.0,43.0
-35,-39,-27,-6,-12,13.0,11,31.0,25.0,35.0
-73,-75,-61,-9,-18,13.0,8,66.0,62.0,91.0
-41,-46,-39,-7,-13,12.0,10,42.0,37.0,46.0
-37,-50,-29,-9,-14,10.0,8,19.0,12.0,22.0
-63,-81,-61,-11,-19,12.0,7,17.0,7.0,22.0
-35,-39,-26,-7,-13,13.0,10,33.0,27.0,40.0
-36,-40,-29,-8,-13,12.0,9,19.0,9.0,23.0
-41,-44,-39,-10,-19,13.0,8,64.0,32.0,94.0
-34,-38,-26,-7,-12,13.0,11,37.0,34.0,42.0
-34,-39,-27,-6,-12,13.0,11,24.0,21.0,26.0
-39,-60,-36,-12,-16,20.0,13,43.0,31.0,50.0
-40,-46,-39,-7,-13,13.0,10,38.0,34.0,42.0
-35,-38,-26,-6,-11,14.0,11,34.0,30.0,36.0
-35,-40,-27,-6,-12,13.0,11,21.0,10.0,25.0
-41,-48,-40,-7,-12,13.0,10,46.0,45.0,50.0
-36,-40,-27,-7,-13,15.0,10,23.0,20.0,26.0
-34,-49,-25,-6,-12,13.0,11,22.0,11.0,24.0
-35,-39,-27,-6,-12,13.0,10,43.0,40.0,50.0
-60,-64,-57,-10,-18,13.0,8,24.0,7.0,28.0
-41,-47,-39,-7,-13,14.0,9,35.0,34.0,40.0
-44,-46,-43,-54,-18,19.0,13,22.0,14.0,29.0
-39,-46,-38,-6,-12,13.0,11,38.0,35.0,41.0
-36,-58,-27,-7,-12,13.0,10,24.0,19.0,28.0
-35,-40,-27,-7,-12,16.0,10,37.0,31.0,43.0
-35,-39,-27,-7,-12,13.0,10,24.0,20.0,26.0
-35,-39,-27,-6,-11,14.0,11,36.0,34.0,44.0
-63,-66,-51,-10,-18,,8,,,
