ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-31,-35,-25,-6,-11,11,7,31,30,35
-32,-35,-30,-6,-9,13,8,16,8,18
-30,-34,-26,-6,-12,8,11,19,14,23
-31,-36,-20,-6,-8,5,8,19,17,23
-32,-39,-27,-8,-13,9,7,32,29,34
-32,-35,-25,-8,-12,6,10,28,25,30
-31,-35,-26,-8,-12,5,5,20,17,23
-33,-37,-27,-9,-12,5,4,61,58,65
-31,-33,-28,-6,-12,6,9,18,16,21
-32,-35,-23,-9,-12,7,6,20,17,23
-31,-34,-26,-8,-12,9,7,63,59,69
-32,-35,-26,-7,-11,11,9,18,15,21
-32,-35,-25,-9,-12,9,7,61,60,65
-32,-35,-27,-9,-13,5,8,60,54,66
-31,-36,-24,-8,-13,10,9,60,53,63
-32,-36,-25,-7,-12,10,8,22,20,24
-30,-35,-25,-8,-11,10,9,20,17,22
-30,-33,-26,-8,-10,5,9,58,54,61
-32,-36,-26,-7,-11,14,6,23,18,27
-31,-39,-26,-7,-12,10,8,17,15,21
-32,-34,-27,-8,-13,12,6,18,15,22
-32,-35,-25,-7,-10,10,7,21,14,25
-35,-40,-34,-10,-12,10,9,30,27,32
-33,-38,-25,-7,-11,9,7,20,17,23
-34,-38,-26,-9,-12,11,9,18,15,20
-32,-36,-27,-8,-13,12,8,20,17,22
-32,-38,-26,-7,-9,11,8,62,57,67
-32,-36,-23,-9,-12,13,8,62,57,67
-32,-36,-24,-8,-12,11,9,32,29,36
-41,-43,-36,-3,-5,4,3,37,32,42
-32,-38,-26,-10,-12,12,10,19,16,22
-32,-37,-26,-8,-11,11,8,24,21,28
-33,-38,-27,-8,-10,10,6,24,21,27
-32,-38,-26,-7,-12,12,7,22,18,24
-32,-40,-23,-6,-14,13,8,31,27,35
-33,-39,-21,-9,-12,11,9,60,54,72
-33,-38,-22,-7,-12,10,7,20,17,24
-32,-37,-25,-7,-12,9,20,61,59,64
-33,-38,-23,-7,-11,13,7,61,59,66
-32,-36,-27,-8,-11,10,8,60,56,74
-32,-36,-26,-7,-15,9,7,37,33,42
-32,-40,-26,-9,-11,5,4,60,53,65
-31,-38,-25,-7,-11,7,10,25,21,28
-32,-35,-25,-6,-16,14,10,28,22,33
-31,-39,-26,-8,-13,11,7,21,19,25
-31,-35,-25,-7,-11,11,8,62,56,67
-31,-35,-25,-6,-10,13,10,63,59,67
-33,-39,-26,-7,-12,11,8,16,15,21
-31,-39,-24,-8,-14,10,8,21,18,23
-30,-35,-26,-8,-12,14,9,62,55,74
-32,-37,-27,-7,-12,9,6,62,59,71
-32,-38,-26,-8,-11,9,12,17,13,20
-32,-35,-27,-7,-12,6,8,61,59,66
-36,-38,-34,-7,-11,11,8,61,57,66
-31,-36,-23,-6,-13,10,8,62,59,64
-32,-37,-26,-6,-14,10,9,22,20,25
-33,-37,-25,-7,-15,10,7,19,17,23
-32,-35,-28,-7,-13,9,7,28,25,30
-34,-39,-33,-7,-10,9,7,25,23,27
-33,-37,-23,-7,-12,12,15,61,60,78
-32,-36,-26,-8,-11,10,6,61,52,63
-34,-38,-32,-7,-11,6,9,20,17,22
-33,-39,-27,-8,-12,10,7,34,31,37
-33,-37,-31,-9,-13,10,8,61,56,75
-31,-40,-26,-8,-10,9,8,17,13,20
-32,-40,-25,-7,-11,6,4,62,60,68
-32,-34,-27,-7,-12,5,8,62,59,67
-31,-35,-28,-7,-12,9,7,61,52,69
-32,-35,-26,-7,-12,9,12,60,56,66
-34,-38,-27,-7,-11,10,8,35,32,39
-33,-39,-31,-8,-11,12,8,62,61,68
-32,-38,-24,-9,-12,12,9,62,59,73
-33,-37,-26,-7,-14,10,7,61,57,71
-34,-37,-23,-8,-11,6,8,19,15,24
-33,-38,-25,-8,-11,9,6,59,55,64
-33,-38,-27,-7,-10,10,8,26,23,30
-34,-40,-31,-7,-12,15,8,17,11,20
-33,-38,-24,-8,-10,8,10,20,20,22
-33,-36,-26,-9,-11,10,7,27,25,31
-34,-40,-30,-8,-13,12,7,30,27,34
-31,-38,-25,-9,-12,9,8,62,58,70
-31,-40,-25,-7,-14,11,8,21,17,23
-32,-38,-22,-7,-11,11,13,20,15,26
-31,-34,-26,-9,-11,12,10,62,59,68
-30,-36,-27,-16,-4,3,2,70,53,76
-30,-34,-24,-7,-12,8,6,17,15,19
-31,-34,-23,-7,-14,9,7,60,54,71
-31,-37,-26,-7,-10,11,5,24,20,27
-30,-33,-26,-8,-10,7,10,22,18,26
