"Smoothed_data","First_derivative"
0.00285857077296594,-0.0010605136559926
0.0018133642503484,-0.0010298993892425
0.000798771994480953,-0.000999285122492392
-0.000185205994636387,-0.000968670855742288
-0.00113856971700362,-0.000938056588992184
-0.00206131917262076,-0.000907442322242081
-0.00295345436148779,-0.000876828055491977
-0.00381497528360471,-0.000846213788741873
-0.00464588193897153,-0.00081559952199177
-0.00544617432758825,-0.000784985255241666
-0.00621585244945486,-0.000754370988491562
-0.00695491630457137,-0.000723756721741458
-0.00766336589293778,-0.000693142454991355
-0.00834120121455408,-0.000662528188241251
-0.00898842226942028,-0.000631913921491147
-0.00960502905753638,-0.000601299654741044
-0.0101910215789024,-0.00057068538799094
-0.0107463998335183,-0.000540071121240836
-0.0112527107900044,-0.000472550791731382
-0.011691501416981,-0.000405030462221928
-0.0120627717144482,-0.000337510132712474
-0.012366521682406,-0.000269989803203019
-0.0126027513208543,-0.000202469473693565
-0.0127714606297931,-0.000134949144184111
-0.0128726496092225,-6.7428814674657e-05
-0.0129063182591424,9.15148347970912e-08
-0.0128724665795529,6.76118443442513e-05
-0.0127710945704539,0.000135132173853706
-0.0126022022318455,0.00020265250336316
-0.0123657895637276,0.000270172832872614
-0.0120618565661003,0.000337693162382068
-0.0116904032389635,0.000405213491891522
-0.0112514295823172,0.000472733821400976
-0.0107449355961615,0.00054025415091043
-0.0101709212804963,0.000607774480419885
-0.00952938663532174,0.000675294809929339
-0.00882665239602384,0.000730173668666449
-0.00806903929798884,0.000785052527403559
-0.00725654734121672,0.00083993138614067
-0.0063891765257075,0.00089481024487778
-0.00546692685146116,0.00094968910361489
-0.00448979831847772,0.001004567962352
-0.00345779092675716,0.00105944682108911
-0.00237090467629949,0.00111432567982622
-0.00122913956710472,0.00116920453856333
-3.2495599172832e-05,0.00122408339730044
0.00121902722749616,0.00127896225603755
0.00252542891290227,0.00133384111477466
0.00388670945704549,0.00138871997351177
0.00530286885992582,0.00144359883224888
0.00677390712154326,0.00149847769098599
0.0082998242418978,0.0015533565497231
0.0101847821455714,0.00221655925762407
0.0127329427571459,0.00287976196552504
0.0159443060766215,0.00354296467342601
0.019818872103998,0.00420616738132698
0.0243566408392754,0.00486937008922794
0.0295576122824539,0.00553257279712891
0.0354217864335333,0.00619577550502988
0.0419491632925136,0.00685897821293085
0.049139742859395,0.00752218092083182
0.0569935251341773,0.00818538362873279
0.0649799480132481,0.00725690002579661
0.0713746846598674,0.00553257326744184
0.0760450945481318,0.00380824650908708
0.0789911776780415,0.00208391975073232
0.0802129340495965,0.00035959299237756
0.0797103636627967,-0.0013647337659772
0.0774834665176421,-0.00308906052433196
0.0735322426141327,-0.00481338728268673
0.0678566919522686,-0.00653771404104149
0.0604568145320498,-0.00826204079939625
0.0514743789090664,-0.00913575622420955
0.0427523763059916,-0.0083082489819399
0.0348578809451866,-0.00748074173967025
0.0277908928266511,-0.00665323449740059
0.0215514119503854,-0.00582572725513094
0.0161394383163893,-0.00499822001286129
0.0115549719246628,-0.00417071277059164
0.00779801277520599,-0.00334320552832198
0.00486856086801883,-0.00251569828605233
0.00276661620310132,-0.00168819104378268
0.00149217878045347,-0.000860683801513027
-0.00652983192552367,-0.0151833376104413
-0.0288744964404291,-0.0295059914193695
-0.0655418147642627,-0.0438286452282977
-0.099828061513385,-0.0247438482699469
-0.115029511304157,-0.00565905131159614
-0.111146164136577,0.0134257456467546
-0.0881780200106473,0.0325105426051054
-0.0461250789263664,0.0515953395634563
0.0150126591162652,0.070680136521807
0.0952351941172477,0.0897649334801578
0.194542526076581,0.108849730438509
0.302434002012667,0.106933221433664
0.408408968943909,0.105016712428819
0.512467426870305,0.103100203423974
0.615930086475937,0.10382511578729
0.720117658444885,0.104550028150606
0.825030142777148,0.105274940513921
0.913415307238965,0.0714953884097124
0.968020919596573,0.0377158363055034
0.988846979849972,0.00393628420129449
1.01522524457481,0.0488202452483719
0.978163600806006,-0.122943532785971
0.769338179002863,-0.294707310820314
0.50975572733115,-0.224457592523112
0.320422993956638,-0.154207874225911
0.201339978879329,-0.0839581559287086
0.124802519200582,-0.0691167634287854
0.0631064520217578,-0.0542753709288623
0.0162517773428571,-0.0394339784289391
-0.0169175522099924,-0.0269046806767599
-0.0375575840106627,-0.0143753829245808
-0.0456683180591539,-0.00184608517240158
-0.0478931968852537,-0.00260367247979805
-0.05087566301875,-0.00336125978719451
-0.0546157164596428,-0.00411884709459098
-0.0585379765253999,-0.00372567303692339
-0.0620670625334895,-0.0033324989792558
-0.0652029744839115,-0.0029393249215882
-0.0679457123766659,-0.00254615086392061
-0.0702952762117527,-0.00215297680625302
-0.072251665989172,-0.00175980274858543
-0.0738148817089236,-0.00136662869091784
-0.0749849233710077,-0.000973454633250245
-0.0757617909754241,-0.000580280575582653
-0.076145484522173,-0.000187106517915063
-0.0763054782329837,-0.000132880903706406
