ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-43,-48,-40,-15,-8,11.0,66,31.0,28.0,35.0
-43,-49,-40,-15,-20,13.0,66,24.0,22.0,27.0
-32,-36,-27,-14,-9,8.0,28,33.0,28.0,38.0
-42,-46,-39,-14,-8,9.0,13,17.0,13.0,19.0
-34,-37,-28,-14,-8,13.0,62,84.0,81.0,88.0
-44,-51,-38,-15,-9,11.0,26,31.0,26.0,45.0
-47,-49,-44,-4,-9,2.0,9,75.0,69.0,79.0
-43,-48,-38,-14,-6,6.0,10,38.0,34.0,40.0
-44,-47,-41,-12,-5,2.0,9,26.0,22.0,29.0
-35,-39,-27,-15,-8,7.0,66,36.0,32.0,42.0
-36,-40,-29,-15,-9,14.0,37,42.0,37.0,62.0
-43,-49,-40,-15,-9,10.0,65,32.0,30.0,40.0
-43,-52,-38,-15,-8,16.0,66,90.0,67.0,97.0
-35,-39,-27,-15,-9,12.0,39,23.0,21.0,31.0
-35,-41,-29,-15,-9,,66,,,
-43,-52,-40,-15,-9,13.0,66,89.0,84.0,94.0
-42,-50,-39,-15,-8,18.0,67,25.0,22.0,30.0
-43,-51,-40,-15,-9,20.0,61,36.0,32.0,46.0
-43,-49,-41,-15,-20,18.0,67,31.0,26.0,37.0
-42,-47,-38,-15,-9,,67,,,
-41,-47,-35,-15,-8,15.0,66,28.0,23.0,33.0
-42,-50,-36,-15,-20,14.0,62,27.0,23.0,31.0
-39,-52,-32,-15,-9,12.0,68,98.0,94.0,103.0
-38,-49,-35,-15,-11,16.0,67,16.0,14.0,25.0
-37,-53,-32,-15,-9,13.0,66,94.0,88.0,100.0
-35,-38,-30,-15,-8,14.0,65,38.0,33.0,44.0
-35,-47,-32,-15,-7,14.0,67,32.0,26.0,42.0
-43,-50,-40,-16,-9,13.0,65,31.0,26.0,37.0
-43,-49,-40,-15,-8,13.0,66,100.0,96.0,105.0
-43,-49,-41,-15,-8,15.0,67,96.0,91.0,101.0
-42,-50,-40,-15,-9,17.0,65,26.0,20.0,31.0
-43,-52,-41,-15,-9,17.0,62,92.0,86.0,98.0
-36,-41,-26,-15,-9,,66,,,
-42,-52,-38,-15,-9,27.0,63,28.0,23.0,30.0
-43,-50,-41,-16,-8,,63,,,
-44,-50,-41,-15,-9,13.0,63,30.0,26.0,44.0
-43,-49,-40,-15,-8,19.0,64,24.0,22.0,29.0
-43,-49,-39,-15,-7,17.0,61,43.0,41.0,61.0
-41,-50,-38,-15,-9,13.0,66,93.0,86.0,95.0
-42,-49,-38,-15,-8,14.0,42,25.0,20.0,26.0
-38,-41,-22,-16,-8,12.0,16,21.0,17.0,25.0
-35,-39,-30,-15,-3,13.0,60,86.0,83.0,90.0
-32,-36,-27,-15,-8,15.0,28,34.0,29.0,40.0
-36,-51,-25,-16,-13,12.0,27,36.0,32.0,41.0
-43,-48,-42,-15,-19,16.0,61,31.0,26.0,37.0
-35,-40,-27,-15,-19,,66,,,
-36,-40,-33,-15,-8,10.0,14,17.0,14.0,21.0
-46,-50,-38,-14,-2,13.0,50,22.0,18.0,24.0
-43,-49,-40,-15,-10,13.0,21,27.0,22.0,32.0
-41,-47,-39,-15,-7,8.0,12,22.0,13.0,27.0
-34,-38,-31,-14,-7,19.0,59,86.0,83.0,89.0
-39,-43,-31,-15,-10,14.0,11,24.0,21.0,29.0
-38,-41,-34,-15,-7,9.0,14,28.0,22.0,33.0
-57,-61,-54,-16,-9,12.0,39,31.0,29.0,39.0
-31,-35,-26,-15,-7,8.0,13,27.0,25.0,30.0
-31,-34,-25,-15,-7,12.0,17,27.0,22.0,31.0
-28,-30,-24,-15,-8,12.0,17,21.0,18.0,23.0
-39,-43,-37,-2,-3,11.0,8,17.0,9.0,23.0
-30,-34,-23,-14,-19,14.0,22,16.0,12.0,22.0
-39,-46,-35,-15,-7,11.0,20,24.0,21.0,28.0
-46,-50,-44,-16,-12,7.0,10,20.0,19.0,25.0
-32,-36,-24,-15,-2,16.0,21,29.0,26.0,32.0
-39,-44,-37,-15,-8,9.0,29,33.0,30.0,36.0
-39,-45,-37,-15,-8,11.0,15,19.0,16.0,22.0
-34,-40,-30,-16,-8,11.0,22,35.0,31.0,39.0
-35,-39,-32,-15,-10,13.0,67,44.0,40.0,46.0
-41,-44,-38,-15,-8,15.0,47,92.0,90.0,96.0
-39,-43,-35,-11,-15,4.0,2,29.0,25.0,36.0
-51,-54,-48,-12,-6,9.0,22,32.0,29.0,38.0
-45,-49,-41,-3,-4,6.0,15,32.0,23.0,38.0
-35,-38,-30,-15,-8,6.0,9,31.0,28.0,34.0
-31,-35,-27,-17,-3,6.0,9,32.0,29.0,38.0
-36,-43,-30,-15,-10,15.0,9,35.0,31.0,40.0
-27,-30,-23,-16,-11,13.0,17,26.0,19.0,33.0
