0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
-0.042483660130718914,-0.0024509803921569095,-0.01307189542483661,-0.01797385620915032,0.10294117647058826,0.03676470588235292,0.2826797385620915,0.05065359477124182,-0.03431372549019607,-0.01633986928104575,-0.013888888888888895,-0.022058823529411742,-0.02859477124183013,0.002450980392156854,0.004084967320261479,-0.007352941176470562,-0.008169934640522902,-0.011437908496732041,-0.030228758169934644,-0.020424836601307172,-0.01715686274509809,-0.012254901960784326,-0.010620915032679756,-0.02614379084967322,-0.0106209150326797,0.0032679738562091387,0.006535947712418333,-0.01307189542483661,0.004901960784313708,-0.008986928104575131,-0.013888888888888895,0.0024509803921569095,-0.0008169934640523124,-0.002450980392156854,-0.04248366013071897,0.022058823529411797,0.004084967320261451,-0.0032679738562091665,-0.0032679738562091387,0.0204248366013072,-0.012254901960784298,-0.002450980392156854,0.008169934640522902,-0.015522875816993464,-0.022058823529411797,-0.012254901960784298,0.004901960784313708,-0.007352941176470618,-0.0016339869281045971,0.04493464052287585,-0.013888888888888923,-0.04166666666666663,-0.0784313725490196,-0.04411764705882354,-0.038398692810457546,-0.02450980392156865,0.0196078431372549,-0.009803921568627458,-0.040032679738562046,-0.0179738562091503,-0.02205882352941175,-0.012254901960784301,-0.018790849673202648,-0.0147058823529412,0.005718954248366,0.0073529411764706,0.014705882352941152,-0.020424836601307193,0.0236928104575163,-0.1413398692810457,-0.06699346405228757,0.09150326797385619,-0.06290849673202614
-0.04901960784313719,-0.022058823529411797,-0.014705882352941124,-0.0032679738562091387,0.09477124183006536,0.03349673202614378,0.3578431372549019,-0.019607843137254888,-0.03594771241830058,-0.02777777777777768,-0.017156862745097978,-0.015522875816993409,-0.044934640522875824,0.010620915032679756,-0.0024509803921567985,-0.004084967320261368,-0.009803921568627527,-0.014705882352941235,-0.03349673202614373,-0.012254901960784326,-0.023692810457516367,-0.012254901960784326,-0.01715686274509809,-0.02614379084967322,-0.013888888888888895,-0.0065359477124183885,-0.0032679738562091942,-0.017973856209150374,0.009803921568627416,-0.01879084967320266,-0.02532679738562088,-0.002450980392156882,0.002450980392156882,-0.007352941176470534,-0.035947712418300665,0.018790849673202603,0.002450980392156854,-0.013071895424836666,-0.0016339869281045416,0.031862745098039186,0.0024509803921569095,-0.004084967320261451,-0.00490196078431368,-0.03513071895424835,-0.0024509803921569095,-0.015522875816993492,-0.006535947712418305,-0.004084967320261396,-0.008169934640522902,0.03676470588235295,-0.018790849673202714,-0.02859477124183002,-0.055555555555555525,0.00653594771241825,0.002450980392156854,-0.019607843137254957,0.016339869281045694,-0.022875816993464054,-0.08415032679738564,-0.0245098039215686,-0.03349673202614375,0.023692810457516398,-0.013888888888888846,-0.0147058823529412,0.0024509803921567985,0.0220588235294118,-0.00490196078431375,-0.0351307189542483,0.0531045751633987,-0.1331699346405229,-0.06862745098039216,0.08006535947712409,0.061274509803921545
-0.042483660130718914,-0.04820261437908502,-0.014705882352941124,0.009803921568627472,0.084967320261438,0.020424836601307117,0.45424836601307184,-0.04575163398692805,-0.039215686274509776,-0.03758169934640515,-0.018790849673202548,-0.01388888888888884,-0.02696078431372556,0.01388888888888895,-0.007352941176470507,-0.015522875816993409,-0.01307189542483661,-0.019607843137254943,-0.030228758169934644,-0.020424836601307172,-0.02532679738562099,-0.015522875816993409,-0.015522875816993464,-0.022875816993464138,-0.008986928104575187,-0.01470588235294118,-0.0016339869281045694,-0.017973856209150374,0.0016339869281045138,-0.01388888888888884,-0.03022875816993459,-0.00735294117647059,0.0008169934640522847,-0.01388888888888884,-0.03758169934640526,0.007352941176470618,0.004084967320261451,0.0016339869281045416,0.0016339869281045694,0.031862745098039186,0.018790849673202603,-0.012254901960784242,-0.026143790849673193,-0.043300653594771255,0.036764705882352894,-0.026960784313725505,-0.0408496732026144,-0.005718954248365993,-0.024509803921568596,0.018790849673202548,-0.0008169934640523124,-0.01879084967320263,0.0016339869281045971,0.040849673202614345,0.04003267973856216,-0.032679738562091554,0.011437908496732,-0.022875816993464054,-0.10866013071895425,-0.035947712418300595,-0.036764705882352845,0.043300653594771296,0.01552287581699345,-0.0196078431372549,0.0008169934640522986,0.0220588235294118,-0.008169934640522847,-0.040032679738562095,0.07924836601307189,-0.125,-0.09477124183006536,0.07352941176470579,0.13480392156862747
-0.029411764705882304,-0.044934640522875824,-0.022875816993464027,0.01633986928104586,0.06862745098039219,-0.005718954248365993,0.6062091503267973,-0.04248366013071897,-0.039215686274509776,-0.03594771241830058,-0.028594771241830075,-0.020424836601307117,-0.0008169934640523402,0.008986928104575242,-0.017156862745098034,-0.022058823529411686,-0.01307189542483661,-0.03431372549019607,-0.025326797385620936,-0.025326797385620825,-0.022058823529411797,-0.022058823529411797,-0.01879084967320266,-0.014705882352941235,0.008986928104575187,-0.008169934640522958,0.0,-0.01307189542483661,-0.009803921568627472,-0.015522875816993464,-0.01225490196078427,-0.0106209150326797,-0.004084967320261423,-0.022058823529411742,-0.04575163398692805,-0.005718954248365993,0.004084967320261451,0.00653594771241825,0.0016339869281045694,0.031862745098039186,0.023692810457516394,-0.012254901960784242,-0.0392156862745098,-0.02696078431372556,0.071078431372549,-0.028594771241830103,-0.05065359477124179,-0.015522875816993492,-0.0326797385620915,0.020424836601307145,-0.018790849673202714,0.01879084967320266,0.034313725490196095,0.050653594771241844,0.05637254901960785,-0.04084967320261444,0.004901960784313694,-0.022875816993464054,-0.06454248366013075,-0.037581699346405206,-0.036764705882352845,0.012254901960784301,0.02532679738562095,-0.0147058823529412,-0.0008169934640522986,0.0416666666666667,0.014705882352941152,0.018790849673202603,0.0400326797385621,-0.08578431372549031,-0.09477124183006536,0.0702614379084967,0.11846405228758175
-0.019607843137254888,-0.0433006535947712,-0.022875816993464027,0.008169934640522958,0.06209150326797386,-0.010620915032679812,0.7908496732026145,-0.039215686274509776,-0.040849673202614345,-0.03758169934640515,-0.03186274509803916,-0.022058823529411742,0.022058823529411742,0.007352941176470618,-0.026960784313725394,-0.020424836601307172,-0.014705882352941235,-0.04411764705882354,-0.02859477124183002,-0.028594771241830075,-0.01879084967320266,-0.02369281045751631,-0.01715686274509809,-0.008169934640522902,0.007352941176470618,-0.0016339869281045694,0.0032679738562091942,-0.0016339869281045694,-0.009803921568627472,-0.023692810457516367,-0.01225490196078427,-0.012254901960784298,-0.0008169934640523124,-0.017156862745098034,-0.04738562091503265,0.017156862745098006,-0.0008169934640522292,0.008169934640522847,-5.551115123125783e-17,0.0351307189542483,0.018790849673202603,-0.01388888888888884,-0.0326797385620915,-0.01388888888888895,0.0988562091503268,-0.012254901960784298,-0.037581699346405206,-0.028594771241830103,-0.03758169934640518,0.018790849673202548,-0.0612745098039216,0.07107843137254907,0.008169934640522902,0.022875816993464054,0.04166666666666666,-0.04084967320261444,0.008169934640522791,-0.013071895424836652,0.033496732026143755,-0.0196078431372548,-0.02369281045751625,-0.0318627450980391,0.008986928104575152,-0.008169934640522902,-0.013888888888888902,0.0400326797385621,0.00653594771241825,0.08578431372549021,-0.0220588235294117,0.013888888888888798,-0.04084967320261436,0.042483660130718894,0.056372549019607865
-0.016339869281045694,-0.0514705882352941,-0.019607843137254888,0.004901960784313764,0.065359477124183,-0.008986928104575242,0.8464052287581699,-0.052287581699346386,-0.04738562091503262,-0.021241830065359457,-0.023692810457516367,-0.025326797385620825,0.018790849673202548,0.008986928104575242,-0.03349673202614378,-0.02369281045751631,-0.021241830065359513,-0.04411764705882354,-0.03349673202614373,-0.02696078431372545,-0.023692810457516367,-0.015522875816993409,-0.01388888888888895,-0.0032679738562091942,0.0024509803921569095,-0.009803921568627472,0.0,-0.006535947712418277,-0.009803921568627472,-0.023692810457516367,-0.008986928104575187,-0.013888888888888895,0.002450980392156882,0.000816993464052368,-0.04248366013071897,0.03513071895424841,-0.012254901960784326,-0.004901960784313764,-0.0016339869281045416,0.0416666666666666,0.013888888888888895,-0.02696078431372545,-0.0016339869281045971,-0.00898692810457516,0.10049019607843139,-0.00735294117647059,0.006535947712418305,-0.03839869281045749,-0.03594771241830069,0.015522875816993437,-0.11029411764705893,0.10212418300653596,0.004901960784313791,0.017973856209150346,0.023692810457516353,-0.04575163398692815,0.0,0.014705882352941145,0.06127450980392145,0.008169934640522899,-0.02696078431372545,-0.04820261437908491,-0.012254901960784347,-0.017973856209150305,-0.0351307189542484,0.013888888888888899,-0.011437908496732048,0.0825163398692811,-0.044934640522875796,0.04656862745098028,-0.009803921568627458,0.029411764705882297,0.04820261437908496
-0.01307189542483661,-0.040032679738562116,-0.019607843137254888,-0.009803921568627416,0.07679738562091509,-0.012254901960784381,0.8366013071895425,-0.05065359477124182,-0.0539215686274509,-0.017973856209150263,-0.022058823529411686,-0.02369281045751631,0.01225490196078427,-0.004084967320261368,-0.02859477124183002,-0.026960784313725394,-0.027777777777777846,-0.02450980392156865,-0.03676470588235292,-0.022058823529411742,-0.020424836601307284,-0.012254901960784326,-0.022058823529411742,-0.008169934640522902,-0.0106209150326797,-0.009803921568627472,0.0,-0.01307189542483661,-0.011437908496732097,-0.020424836601307172,-0.005718954248365993,-0.015522875816993409,-0.0057189542483660205,0.007352941176470645,-0.04248366013071897,0.031862745098039214,-0.005718954248365937,-0.006535947712418361,-0.004901960784313736,0.03022875816993459,0.015522875816993492,-0.03839869281045746,0.037581699346405206,-0.012254901960784353,0.0841503267973856,-0.010620915032679812,0.042483660130719,-0.049836601307189504,-0.029411764705882387,0.01388888888888884,-0.1397058823529413,0.09395424836601307,0.042483660130719,0.01960784313725486,0.004084967320261451,-0.04901960784313726,-0.024509803921568707,0.03921568627450975,0.00081699346405225,0.0277777777777778,-0.02696078431372545,-0.04820261437908491,-0.03186274509803925,-0.027777777777777804,-0.0416666666666667,-0.017156862745098,-0.003267973856209149,0.05637254901960791,0.000816993464052302,-0.0187908496732027,-0.022875816993464054,0.009803921568627402,0.03186274509803927
-0.011437908496731986,-0.0433006535947712,-0.02777777777777779,-0.01797385620915032,0.0980392156862746,0.002450980392156854,0.8872549019607843,-0.05882352941176466,-0.05882352941176472,-0.03267973856209144,-0.02532679738562088,-0.030228758169934533,0.008986928104575131,0.002450980392156854,-0.04166666666666663,-0.028594771241829964,-0.03431372549019612,-0.006535947712418333,-0.0433006535947712,-0.01388888888888884,-0.013888888888888895,-0.0106209150326797,-0.02696078431372556,-0.014705882352941235,-0.017156862745097978,-0.017973856209150374,-0.0016339869281045694,-0.009803921568627472,-0.01470588235294129,-0.007352941176470562,-0.008986928104575187,-0.020424836601307172,-0.012254901960784326,0.007352941176470645,-0.04738562091503265,0.02532679738562091,0.002450980392156854,-0.006535947712418361,-0.00816993464052293,0.0204248366013072,0.023692810457516394,-0.02369281045751634,0.0490196078431373,-0.004084967320261451,0.06944444444444439,-0.010620915032679812,0.0179738562091504,-0.0678104575163399,-0.0326797385620915,0.020424836601307145,-0.11356209150326801,0.06290849673202617,0.06862745098039219,-0.0016339869281045416,-0.0008169934640522292,-0.06699346405228755,-0.05392156862745101,0.02450980392156854,-0.04656862745098035,0.008169934640522899,-0.02042483660130715,-0.0383986928104574,-0.04820261437908485,-0.032679738562091505,-0.0400326797385621,-0.015522875816993499,0.03758169934640525,0.004084967320261507,0.0531045751633987,-0.079248366013072,-0.13235294117647056,0.017973856209150298,0.01388888888888895
-0.01307189542483661,-0.044934640522875824,-0.03594771241830064,-0.022875816993464027,0.1062091503267974,0.015522875816993409,0.9248366013071896,-0.0784313725490196,-0.06209150326797386,-0.04901960784313725,-0.036764705882352866,-0.030228758169934533,0.007352941176470562,0.008986928104575242,-0.04983660130718953,-0.0351307189542483,-0.027777777777777846,-0.009803921568627472,-0.04166666666666663,-0.01388888888888884,-0.01879084967320266,-0.012254901960784326,-0.022058823529411742,-0.021241830065359513,-0.0024509803921567985,-0.017973856209150374,-0.006535947712418277,-0.009803921568627472,-0.013071895424836666,-0.004084967320261479,-0.020424836601307172,-0.02532679738562088,-0.007352941176470534,0.005718954248366048,-0.04901960784313725,0.017156862745098006,-0.005718954248365937,-0.0016339869281045694,-0.009803921568627444,0.023692810457516283,0.012254901960784298,0.012254901960784353,0.0408496732026144,0.015522875816993437,0.0531045751633987,-0.008986928104575187,-0.021241830065359485,-0.11846405228758172,-0.0408496732026144,0.04003267973856203,-0.0612745098039216,0.033496732026143866,0.0751633986928105,-0.013071895424836638,0.013888888888888867,-0.11764705882352945,-0.09640522875817001,-0.013071895424836652,-0.02859477124183005,-0.045751633986928,-0.015522875816993449,-0.0318627450980391,-0.04820261437908485,-0.029411764705882304,-0.0400326797385621,-0.015522875816993499,0.06699346405228755,-0.017156862745097992,0.0759803921568627,-0.0808823529411765,-0.22712418300653586,0.055555555555555504,-0.00245098039215684
-0.008169934640522902,-0.04166666666666663,-0.0408496732026144,-0.02614379084967311,0.10457516339869288,0.017156862745097978,0.8643790849673203,-0.08660130718954245,-0.05882352941176472,-0.05882352941176466,-0.06781045751633985,-0.0351307189542483,-0.004084967320261423,0.010620915032679756,-0.03022875816993459,-0.0351307189542483,-0.021241830065359513,-0.013071895424836666,-0.04166666666666663,-0.018790849673202548,-0.015522875816993464,-0.017156862745097978,-0.01715686274509809,-0.019607843137255,0.012254901960784326,-0.01470588235294118,-0.008169934640522902,-0.01470588235294118,-0.019607843137255,-0.007352941176470562,-0.020424836601307172,-0.03022875816993459,-0.0057189542483660205,0.004084967320261451,-0.05718954248366015,0.017156862745098006,0.0008169934640522569,-0.008169934640522875,-0.009803921568627444,0.03022875816993459,-0.0008169934640522014,0.03513071895424845,0.021241830065359513,0.017156862745098034,0.04820261437908491,-0.018790849673202686,-0.016339869281045694,-0.15604575163398698,-0.04248366013071889,0.06290849673202614,-0.005718954248366104,0.023692810457516367,0.0751633986928105,0.04901960784313725,0.012254901960784353,-0.12254901960784316,-0.084967320261438,-0.03594771241830065,0.01388888888888885,-0.076797385620915,-0.010620915032679649,-0.026960784313725502,-0.04983660130718945,-0.037581699346405206,-0.0416666666666667,-0.010620915032679697,0.07026143790849675,-0.015522875816993395,0.059640522875817004,-0.08415032679738571,-0.20751633986928097,0.1013071895424836,-0.01552287581699345
