ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-33,-36,-30,-2,-6,3.0,3,18.0,14.0,21.0
-29,-47,-21,-7,-12,,24,,,
-41,-57,-26,-17,-6,15.0,9,20.0,19.0,24.0
-29,-32,-21,-7,-12,10.0,22,27.0,23.0,30.0
-38,-46,-20,-13,-10,15.0,11,19.0,11.0,23.0
-29,-32,-22,-7,-10,,21,,,
-40,-47,-24,-15,-7,14.0,7,17.0,10.0,19.0
-28,-47,-20,-6,-10,,21,,,
-40,-43,-24,-20,-7,14.0,8,17.0,10.0,25.0
-32,-36,-30,-8,-11,,30,,,
-40,-68,-37,-13,-11,14.0,8,17.0,9.0,26.0
-31,-40,-20,-7,-10,,23,,,
-39,-69,-27,-20,-7,15.0,8,18.0,10.0,26.0
-31,-36,-22,-6,-10,,21,,,
-41,-45,-23,-16,-10,15.0,9,18.0,10.0,27.0
-32,-42,-22,-7,-12,,19,,,
-38,-41,-24,-12,-9,14.0,8,19.0,10.0,26.0
-30,-39,-22,-7,-10,11.0,20,72.0,53.0,86.0
-39,-60,-26,-16,-6,14.0,9,18.0,10.0,19.0
-32,-42,-21,-6,-11,,19,,,
-40,-62,-24,-12,-15,14.0,9,17.0,10.0,25.0
-30,-42,-21,-7,-10,,21,,,
-41,-50,-25,-14,-6,15.0,6,20.0,10.0,28.0
-33,-37,-22,-7,-10,12.0,20,71.0,62.0,82.0
-40,-42,-30,-15,-8,13.0,6,16.0,10.0,26.0
-33,-37,-29,-7,-11,11.0,30,73.0,66.0,79.0
-40,-42,-37,-4,-7,5.0,3,18.0,11.0,25.0
-29,-31,-26,-7,-11,13.0,9,74.0,71.0,82.0
-20,-25,-16,-2,-7,5.0,2,23.0,18.0,31.0
-32,-40,-31,-7,-11,11.0,9,25.0,21.0,33.0
-27,-33,-21,-3,-10,8.0,3,39.0,36.0,45.0
-62,-65,-59,-3,-7,3.0,6,18.0,16.0,22.0
-39,-42,-32,-7,-11,13.0,11,26.0,21.0,31.0
-37,-40,-24,-3,-6,13.0,8,25.0,22.0,29.0
-34,-40,-30,-6,-8,12.0,21,73.0,72.0,79.0
-56,-59,-51,-4,-8,6.0,4,54.0,49.0,64.0
-39,-43,-36,-3,-7,8.0,5,29.0,24.0,34.0
-26,-29,-21,-9,-7,10.0,13,18.0,14.0,20.0
-38,-41,-35,-7,-9,12.0,9,45.0,40.0,49.0
-36,-38,-23,-14,-8,,9,,,
-28,-44,-19,-6,-11,,34,,,
-37,-48,-22,-14,-10,15.0,9,18.0,11.0,27.0
-31,-35,-29,-7,-10,12.0,24,38.0,33.0,42.0
-39,-47,-24,-8,-9,16.0,9,20.0,19.0,27.0
-29,-34,-24,-7,-10,,23,,,
-38,-40,-21,-10,-7,15.0,8,19.0,18.0,25.0
-28,-36,-20,-7,-13,,29,,,
-37,-39,-20,-19,-12,15.0,9,19.0,11.0,25.0
-31,-39,-19,-6,-10,,42,,,
-37,-57,-22,-12,-9,16.0,8,22.0,21.0,27.0
-30,-36,-17,-6,-11,,25,,,
-36,-65,-19,-12,-6,15.0,6,20.0,19.0,25.0
-30,-44,-19,-6,-10,,16,,,
-36,-64,-21,-11,-8,16.0,8,22.0,20.0,30.0
-32,-37,-19,-7,-11,,21,,,
-37,-43,-22,-17,-6,16.0,9,20.0,9.0,25.0
-29,-35,-21,-6,-10,12.0,15,21.0,16.0,27.0
-39,-42,-25,-14,-8,15.0,9,20.0,11.0,26.0
-30,-39,-21,-7,-10,11.0,9,35.0,30.0,39.0
-39,-53,-37,-7,-4,16.0,9,24.0,20.0,27.0
-31,-40,-21,-7,-11,,27,,,
-36,-39,-18,-5,-8,3.0,8,75.0,71.0,79.0
-58,-62,-54,-3,-5,7.0,4,17.0,14.0,27.0
-31,-35,-25,-7,-9,13.0,11,34.0,29.0,38.0
-35,-39,-30,-6,-7,8.0,6,17.0,13.0,20.0
-31,-37,-22,-7,-9,,25,,,
-39,-45,-22,-11,-12,15.0,7,18.0,10.0,25.0
-29,-44,-21,-6,-9,,24,,,
-39,-56,-20,-14,-11,16.0,9,22.0,20.0,27.0
-32,-38,-21,-7,-10,,22,,,
-41,-62,-21,-17,-11,15.0,8,19.0,11.0,27.0
-29,-35,-20,-7,-10,,17,,,
-39,-43,-20,-11,-6,16.0,7,21.0,12.0,26.0
