ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-41,-48,-38,-15,-9,15.0,65,89.0,64.0,91.0
-42,-47,-39,-15,-8,13.0,62,88.0,63.0,98.0
-41,-48,-39,-15,-9,14.0,64,91.0,85.0,96.0
-41,-49,-38,-15,-9,15.0,65,91.0,86.0,95.0
-41,-46,-39,-15,-9,11.0,65,89.0,85.0,90.0
-40,-41,-37,-15,-8,12.0,63,90.0,87.0,94.0
-41,-44,-39,-15,-9,14.0,64,87.0,84.0,90.0
-40,-43,-38,-16,-9,11.0,61,94.0,92.0,97.0
-42,-49,-38,-15,-9,14.0,64,86.0,79.0,90.0
-42,-46,-39,-15,-9,12.0,64,91.0,89.0,95.0
-42,-49,-39,-14,-9,10.0,65,24.0,19.0,28.0
-42,-46,-40,-15,-9,13.0,64,92.0,90.0,99.0
-40,-47,-37,-15,-9,12.0,62,92.0,87.0,97.0
-41,-49,-39,-15,-9,15.0,65,90.0,85.0,95.0
-42,-46,-40,-15,-8,13.0,67,93.0,88.0,98.0
-39,-42,-37,-15,-8,12.0,66,91.0,88.0,93.0
-41,-47,-38,-16,-9,12.0,65,91.0,86.0,96.0
-42,-49,-39,-15,-9,14.0,64,20.0,18.0,23.0
-41,-48,-38,-16,-3,10.0,65,97.0,91.0,101.0
-42,-50,-41,-15,-9,14.0,65,92.0,90.0,95.0
-42,-48,-38,-15,-8,12.0,65,95.0,92.0,97.0
-43,-48,-42,-16,-7,11.0,66,95.0,92.0,96.0
-40,-47,-38,-15,-8,13.0,62,95.0,92.0,97.0
-42,-46,-40,-15,-8,13.0,68,37.0,33.0,42.0
-43,-47,-40,-15,-8,12.0,64,89.0,67.0,93.0
-40,-42,-37,-16,-9,12.0,65,94.0,91.0,101.0
-42,-47,-40,-15,-9,13.0,62,96.0,94.0,99.0
-41,-48,-39,-16,-3,11.0,60,91.0,84.0,95.0
-42,-46,-40,-15,-2,13.0,64,93.0,89.0,94.0
-40,-49,-38,-16,-9,14.0,64,88.0,64.0,90.0
-41,-46,-39,-15,-9,12.0,64,93.0,89.0,95.0
-40,-48,-38,-15,-8,16.0,65,93.0,92.0,97.0
-40,-48,-37,-15,-3,16.0,65,92.0,86.0,96.0
-41,-48,-38,-15,-9,14.0,64,94.0,90.0,95.0
-41,-46,-37,-15,-8,12.0,63,93.0,89.0,99.0
-41,-47,-37,-16,-9,11.0,61,91.0,87.0,97.0
-41,-49,-38,-16,-3,13.0,65,87.0,65.0,90.0
-41,-45,-40,-15,-2,13.0,63,92.0,90.0,95.0
-41,-47,-37,-16,-9,12.0,66,91.0,88.0,92.0
-41,-46,-38,-15,-9,15.0,64,92.0,91.0,96.0
-41,-48,-38,-16,-9,10.0,65,90.0,85.0,95.0
-42,-46,-40,-15,-3,,64,,,
-42,-48,-37,-16,-8,11.0,61,25.0,20.0,30.0
-43,-48,-41,-15,-8,12.0,67,92.0,88.0,99.0
-42,-48,-38,-15,-8,14.0,65,90.0,88.0,93.0
-42,-49,-38,-15,-8,12.0,64,91.0,65.0,94.0
-40,-49,-38,-15,-8,16.0,65,92.0,65.0,107.0
-41,-48,-38,-15,-9,13.0,64,96.0,91.0,98.0
-40,-47,-37,-15,-8,20.0,65,97.0,92.0,106.0
-41,-49,-38,-16,-9,14.0,65,94.0,91.0,96.0
-41,-48,-38,-15,-9,16.0,65,90.0,66.0,93.0
-40,-45,-37,-15,-8,13.0,64,93.0,89.0,105.0
-40,-47,-38,-15,-8,14.0,66,94.0,66.0,100.0
-39,-47,-36,-15,-8,12.0,67,93.0,91.0,97.0
-39,-46,-36,-15,-9,12.0,66,91.0,66.0,92.0
-41,-49,-38,-16,-8,12.0,64,89.0,65.0,91.0
-41,-46,-37,-15,-9,13.0,64,90.0,89.0,95.0
-41,-49,-37,-15,-9,12.0,63,92.0,64.0,109.0
-39,-50,-35,-15,-9,13.0,65,93.0,89.0,104.0
-39,-47,-37,-15,-8,13.0,66,94.0,91.0,96.0
-35,-37,-33,-15,-8,16.0,65,34.0,27.0,38.0
-41,-45,-39,-15,-8,15.0,65,92.0,91.0,95.0
-42,-47,-38,-15,-8,13.0,66,91.0,88.0,93.0
-42,-47,-38,-15,-8,15.0,64,91.0,65.0,95.0
-42,-47,-38,-15,-8,13.0,66,97.0,94.0,103.0
-40,-48,-37,-15,-8,13.0,65,92.0,66.0,96.0
-39,-46,-36,-15,-8,13.0,67,93.0,87.0,99.0
-41,-48,-37,-15,-8,,65,,,
-39,-47,-36,-15,-8,12.0,65,94.0,88.0,98.0
-41,-46,-36,-15,-8,,66,,,
