ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-43,-45,-41,-5,-9,7.0,6,27.0,26.0,31.0
-44,-46,-43,-9,-6,12.0,7,25.0,21.0,31.0
-49,-53,-45,-9,-7,11.0,6,19.0,13.0,24.0
-47,-51,-44,-9,-12,9.0,6,39.0,36.0,41.0
-44,-47,-41,-10,-13,9.0,4,34.0,26.0,38.0
-45,-48,-43,-4,-6,6.0,4,30.0,25.0,32.0
-27,-33,-22,-2,-5,6.0,3,39.0,30.0,42.0
-50,-56,-49,-7,-10,19.0,8,21.0,8.0,23.0
-42,-48,-38,-4,-5,11.0,9,23.0,17.0,29.0
-46,-50,-44,-6,-7,5.0,9,30.0,28.0,32.0
-41,-43,-35,-7,-10,10.0,6,23.0,13.0,28.0
-45,-48,-42,-7,-4,19.0,8,35.0,31.0,39.0
-47,-50,-42,-5,-4,7.0,6,18.0,13.0,23.0
-47,-50,-46,-7,-10,16.0,8,28.0,24.0,33.0
-42,-45,-36,-6,-10,17.0,8,66.0,62.0,73.0
-49,-51,-47,-3,-4,9.0,7,18.0,15.0,20.0
-46,-49,-44,-7,-8,11.0,7,24.0,19.0,26.0
-51,-54,-48,-8,-11,14.0,7,29.0,25.0,34.0
-48,-49,-44,-7,-5,11.0,8,32.0,27.0,33.0
-48,-50,-45,-7,-11,11.0,7,28.0,24.0,35.0
-47,-49,-44,-8,-10,11.0,8,20.0,13.0,25.0
-46,-50,-43,-7,-11,19.0,7,28.0,24.0,34.0
-43,-48,-38,-6,-13,18.0,7,27.0,24.0,29.0
-40,-44,-37,-8,-11,19.0,8,21.0,13.0,24.0
-46,-48,-44,-7,-11,10.0,7,33.0,30.0,38.0
-45,-49,-41,-8,-11,16.0,8,20.0,17.0,24.0
-44,-49,-36,-7,-11,11.0,8,23.0,21.0,27.0
-52,-55,-50,-7,-9,11.0,8,32.0,27.0,38.0
-51,-56,-47,-6,-10,12.0,7,27.0,24.0,30.0
-47,-49,-46,-7,-12,17.0,8,25.0,21.0,33.0
-47,-49,-45,-8,-11,10.0,7,25.0,23.0,27.0
-42,-48,-38,-7,-10,12.0,8,28.0,24.0,31.0
-46,-49,-44,-9,-10,11.0,8,24.0,19.0,29.0
-43,-47,-40,-8,-11,10.0,7,23.0,19.0,27.0
-46,-52,-44,-7,-10,17.0,7,34.0,32.0,39.0
-51,-53,-48,-7,-13,11.0,8,40.0,36.0,44.0
-46,-49,-45,-8,-10,5.0,4,25.0,24.0,30.0
-50,-53,-48,-6,-9,17.0,8,23.0,21.0,27.0
-44,-49,-42,-7,-11,17.0,8,35.0,30.0,40.0
-38,-44,-35,-6,-4,12.0,8,36.0,34.0,40.0
-47,-51,-45,-7,-11,13.0,8,25.0,20.0,31.0
-46,-49,-44,-7,-11,16.0,7,27.0,25.0,31.0
-41,-45,-37,-6,-12,12.0,8,39.0,36.0,40.0
-48,-54,-46,-8,-11,11.0,7,25.0,22.0,28.0
-40,-42,-35,-8,-10,16.0,8,27.0,23.0,32.0
-43,-49,-41,-8,-10,11.0,7,28.0,24.0,34.0
-41,-44,-36,-7,-11,12.0,7,26.0,24.0,28.0
-40,-43,-36,-9,-12,11.0,7,23.0,18.0,28.0
-45,-53,-38,-7,-10,11.0,6,27.0,24.0,30.0
-43,-47,-40,-7,-10,11.0,7,31.0,29.0,33.0
-42,-46,-40,-8,-11,12.0,7,24.0,18.0,26.0
-52,-59,-45,-7,-10,16.0,7,34.0,32.0,38.0
-47,-52,-44,-9,-11,14.0,9,33.0,27.0,38.0
-45,-51,-43,-8,-11,10.0,7,39.0,34.0,42.0
-42,-45,-36,-8,-11,10.0,7,24.0,21.0,28.0
-43,-45,-40,-7,-11,17.0,7,29.0,25.0,30.0
-47,-56,-45,-7,-10,18.0,8,29.0,26.0,32.0
-40,-43,-36,-6,-10,15.0,7,26.0,23.0,28.0
-41,-49,-35,-6,-8,16.0,8,25.0,20.0,28.0
-55,-59,-51,-3,-4,6.0,3,27.0,24.0,29.0
-37,-39,-34,-6,-9,11.0,5,28.0,23.0,34.0
-49,-54,-46,-6,-3,13.0,8,23.0,17.0,27.0
-42,-49,-40,-6,-11,16.0,7,27.0,21.0,31.0
-47,-50,-45,-6,-9,14.0,9,23.0,20.0,24.0
-43,-48,-37,-8,-10,12.0,8,25.0,22.0,30.0
-45,-49,-44,-7,-5,10.0,7,20.0,13.0,25.0
-38,-41,-35,-6,-14,,8,,,
