0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
-0.012621359223301043,-0.0038834951456310773,0.002912621359223322,-0.005825242718446588,0.0029126213592232664,0.005825242718446588,-0.017475728155339765,-0.003883495145631133,-0.004854368932038888,-0.009708737864077666,0.005825242718446588,0.0009708737864077555,-0.01650485436893201,0.010679611650485477,0.006796116504854344,-0.012621359223300932,0.008737864077669855,0.010679611650485477,-0.006796116504854399,0.0,-0.0019417475728155664,-0.017475728155339876,0.0,0.005825242718446533,0.000970873786407811,0.005825242718446533,-0.001941747572815511,-0.004854368932038833,0.0,-0.008737864077669966,0.007766990291262155,0.0009708737864076999,-0.013592233009708687,0.002912621359223322,0.000970873786407811,-0.011650485436893177,0.010679611650485366,0.006796116504854344,-0.003883495145631022,0.005825242718446644,0.0,-0.010679611650485477
-0.01650485436893201,-0.005825242718446533,0.000970873786407811,-0.0038834951456310773,0.0009708737864077555,0.0,-0.011650485436893177,-0.003883495145631133,-0.0009708737864077555,-0.011650485436893177,0.00776699029126221,0.0029126213592232664,-0.012621359223300932,0.010679611650485477,0.004854368932038833,-0.008737864077669966,0.008737864077669855,0.006796116504854344,-0.002912621359223322,0.0,-0.005825242718446588,-0.019417475728155387,0.0,0.005825242718446533,0.000970873786407811,0.0019417475728153999,-0.005825242718446533,-0.004854368932038833,0.0,-0.012621359223300987,0.003883495145631133,-0.004854368932038944,-0.01747572815533971,-0.000970873786407811,0.000970873786407811,-0.011650485436893177,0.014563106796116387,0.008737864077669855,-0.003883495145631022,0.003883495145631022,0.003883495145631022,-0.010679611650485477
-0.01844660194174763,-0.0038834951456310773,-0.0029126213592232664,-0.005825242718446588,-0.0009708737864077555,0.0,-0.013592233009708743,-0.005825242718446644,-0.0009708737864077555,-0.011650485436893177,0.013592233009708743,0.006796116504854288,-0.014563106796116498,0.010679611650485477,0.008737864077669966,-0.010679611650485421,0.006796116504854344,0.0009708737864077555,-0.004854368932038833,0.0038834951456310773,-0.0038834951456310773,-0.015533980582524365,0.005825242718446644,0.007766990291262044,0.000970873786407811,0.007766990291262044,-0.001941747572815511,0.000970873786407811,0.005825242718446644,-0.010679611650485477,0.005825242718446644,-0.000970873786407811,-0.02135922330097073,-0.006796116504854344,-0.004854368932038833,-0.015533980582524198,0.008737864077669855,0.002912621359223322,-0.007766990291262155,0.005825242718446644,0.003883495145631022,-0.012621359223300987
-0.012621359223301043,-0.007766990291262155,0.000970873786407811,-0.001941747572815511,-0.002912621359223322,0.001941747572815511,-0.011650485436893177,-0.001941747572815622,-0.0009708737864077555,-0.009708737864077666,0.009708737864077721,0.004854368932038777,-0.012621359223300932,0.008737864077669966,0.010679611650485477,-0.010679611650485421,0.008737864077669855,-0.0029126213592232664,-0.002912621359223322,0.0,-5.551115123125783e-17,-0.019417475728155387,0.001941747572815511,0.0019417475728153999,0.002912621359223322,0.009708737864077555,0.0,-0.000970873786407811,0.001941747572815622,-0.010679611650485477,0.001941747572815622,0.002912621359223211,-0.013592233009708687,-0.002912621359223322,-0.0009708737864076999,-0.011650485436893177,0.012621359223300876,0.006796116504854344,-0.003883495145631022,0.001941747572815511,-0.003883495145631133,-0.006796116504854344
-0.01650485436893201,-0.0019417475728154554,-0.0029126213592232664,-0.009708737864077721,0.0009708737864077555,0.0,-0.015533980582524254,-0.005825242718446644,-0.0009708737864077555,-0.013592233009708798,0.013592233009708743,0.004854368932038777,-0.01844660194174763,0.010679611650485477,0.004854368932038833,-0.01844660194174763,0.006796116504854344,0.0029126213592232664,-0.006796116504854399,0.005825242718446588,-0.0038834951456310773,-0.021359223300970898,0.003883495145631022,0.003883495145631022,-0.004854368932038833,0.005825242718446533,-0.001941747572815511,-0.000970873786407811,0.005825242718446644,-0.010679611650485477,0.0,-0.002912621359223433,-0.013592233009708687,-0.004854368932038833,-0.002912621359223322,-0.011650485436893177,0.008737864077669855,0.008737864077669855,-0.005825242718446644,0.005825242718446644,0.001941747572815511,-0.008737864077669855
-0.014563106796116554,-0.0038834951456310773,-0.0009708737864076999,-0.007766990291262099,-0.0009708737864077555,-0.001941747572815511,-0.015533980582524254,-0.001941747572815622,-0.006796116504854455,-0.013592233009708798,0.00776699029126221,-0.002912621359223322,-0.01650485436893201,0.006796116504854455,0.006796116504854344,-0.016504854368932065,0.004854368932038833,0.0009708737864077555,-0.004854368932038833,0.001941747572815511,-0.0038834951456310773,-0.015533980582524365,0.0,0.011650485436893177,-0.002912621359223322,-1.1102230246251565e-16,0.001941747572815511,-0.000970873786407811,0.005825242718446644,-0.010679611650485477,0.007766990291262155,-0.000970873786407811,-0.013592233009708687,-0.002912621359223322,-0.004854368932038833,-0.011650485436893177,0.008737864077669855,0.006796116504854344,-0.007766990291262155,0.003883495145631022,0.003883495145631022,-0.008737864077669855
-0.014563106796116554,-0.005825242718446533,-0.0009708737864076999,-0.009708737864077721,-0.0009708737864077555,-0.005825242718446588,-0.011650485436893177,0.0019417475728154554,-0.0029126213592233774,-0.013592233009708798,0.00776699029126221,-0.000970873786407811,-0.010679611650485421,0.010679611650485477,0.004854368932038833,-0.012621359223300932,0.006796116504854344,-0.0029126213592232664,0.000970873786407811,0.001941747572815511,-0.005825242718446588,-0.017475728155339876,-0.001941747572815511,0.009708737864077555,0.002912621359223322,0.0019417475728153999,-0.003883495145631022,-0.002912621359223322,0.003883495145631133,-0.014563106796116498,0.005825242718446644,-0.004854368932038944,-0.015533980582524198,-0.000970873786407811,-0.0009708737864076999,-0.009708737864077555,0.012621359223300876,0.008737864077669855,-0.003883495145631022,0.001941747572815511,0.003883495145631022,-0.010679611650485477
-0.01650485436893201,-0.007766990291262155,-0.004854368932038777,-0.011650485436893177,0.0029126213592232664,-0.003883495145631022,-0.015533980582524254,-5.551115123125783e-17,-0.0029126213592233774,-0.015533980582524254,0.00776699029126221,0.004854368932038777,-0.012621359223300932,0.010679611650485477,0.0009708737864077555,-0.016504854368932065,-0.000970873786407811,-0.0029126213592232664,-0.002912621359223322,0.005825242718446588,-0.005825242718446588,-0.015533980582524365,0.003883495145631022,0.011650485436893177,-0.002912621359223322,0.003883495145631022,-0.003883495145631022,0.002912621359223322,0.005825242718446644,-0.012621359223300987,0.005825242718446644,-0.002912621359223433,-0.01941747572815522,-0.006796116504854344,-0.004854368932038833,-0.015533980582524198,0.012621359223300876,0.002912621359223322,-0.007766990291262155,0.007766990291262155,0.005825242718446533,-0.014563106796116498
-0.012621359223301043,-0.009708737864077666,0.002912621359223322,-0.007766990291262099,0.0029126213592232664,0.001941747572815511,-0.015533980582524254,-0.001941747572815622,-0.006796116504854455,-0.011650485436893177,0.00776699029126221,0.0029126213592232664,-0.012621359223300932,0.010679611650485477,0.004854368932038833,-0.014563106796116554,0.0009708737864076999,-0.010679611650485421,-0.002912621359223322,0.001941747572815511,-0.0038834951456310773,-0.021359223300970898,0.001941747572815511,0.009708737864077555,0.000970873786407811,0.003883495145631022,0.001941747572815511,0.000970873786407811,0.003883495145631133,-0.010679611650485477,0.001941747572815622,-0.000970873786407811,-0.01747572815533971,-0.002912621359223322,0.000970873786407811,-0.015533980582524198,0.012621359223300876,0.002912621359223322,-0.003883495145631022,0.003883495145631022,-0.001941747572815511,-0.004854368932038833
-0.014563106796116554,-0.0038834951456310773,-0.0009708737864076999,-0.007766990291262099,0.0029126213592232664,-0.001941747572815511,-0.015533980582524254,-0.003883495145631133,-0.0029126213592233774,-0.015533980582524254,0.013592233009708743,0.0029126213592232664,-0.01650485436893201,0.01456310679611661,0.0029126213592232664,-0.014563106796116554,0.006796116504854344,-0.010679611650485421,-0.004854368932038833,0.0038834951456310773,-0.007766990291262155,-0.023300970873786464,0.0,0.009708737864077555,-0.004854368932038833,0.005825242718446533,-0.003883495145631022,-0.000970873786407811,0.001941747572815622,-0.010679611650485477,0.0,-0.002912621359223433,-0.015533980582524198,0.000970873786407811,-0.002912621359223322,-0.011650485436893177,0.008737864077669855,0.008737864077669855,-0.005825242718446644,0.005825242718446644,0.0,-0.006796116504854344
