ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-79,-86,-72,-7,-17,28.0,59,98.0,77.0,114.0
-37,-49,-28,-7,-14,19.0,35,97.0,77.0,112.0
-81,-85,-74,-8,-37,28.0,57,97.0,75.0,116.0
-62,-68,-58,-7,-14,29.0,55,98.0,80.0,115.0
-67,-73,-64,-7,-36,21.0,58,97.0,71.0,116.0
-79,-83,-73,-7,-16,24.0,53,98.0,80.0,114.0
-84,-88,-80,-8,-14,22.0,47,97.0,76.0,112.0
-64,-69,-59,-7,-14,28.0,26,96.0,74.0,113.0
-80,-85,-74,-8,-15,21.0,34,97.0,75.0,112.0
-69,-74,-60,-7,-15,23.0,44,97.0,80.0,113.0
-65,-71,-60,-7,-37,27.0,48,96.0,72.0,113.0
-76,-81,-70,-7,-13,35.0,53,97.0,79.0,112.0
-83,-90,-75,-7,-14,24.0,21,98.0,81.0,113.0
-83,-87,-76,-8,-14,21.0,45,96.0,71.0,113.0
-67,-72,-63,-7,-13,23.0,59,98.0,77.0,114.0
-37,-48,-28,-7,-14,21.0,31,98.0,79.0,114.0
-75,-81,-70,-7,-13,31.0,24,97.0,69.0,116.0
-69,-74,-64,-7,-14,22.0,40,98.0,76.0,114.0
-76,-83,-71,-7,-13,22.0,57,98.0,81.0,112.0
-69,-73,-64,-7,-14,21.0,32,97.0,74.0,114.0
-83,-92,-78,-8,-14,20.0,54,98.0,75.0,114.0
-71,-77,-66,-7,-13,22.0,30,99.0,77.0,116.0
-66,-70,-61,-7,-13,17.0,43,98.0,74.0,117.0
-85,-90,-81,-7,-36,20.0,35,98.0,75.0,114.0
-85,-97,-79,-8,-14,25.0,26,97.0,77.0,113.0
-70,-77,-65,-7,-13,22.0,42,97.0,72.0,113.0
-72,-77,-67,-7,-13,22.0,54,98.0,79.0,113.0
-36,-52,-27,-7,-14,20.0,48,98.0,74.0,115.0
-36,-52,-28,-7,-13,22.0,38,98.0,76.0,116.0
-78,-85,-73,-7,-13,20.0,49,98.0,78.0,114.0
-73,-78,-69,-7,-14,25.0,51,97.0,76.0,116.0
-36,-48,-27,-7,-14,28.0,49,98.0,75.0,114.0
-65,-70,-62,-8,-36,23.0,49,99.0,78.0,114.0
-36,-48,-27,-7,-13,28.0,60,98.0,72.0,115.0
-75,-79,-67,-7,-12,27.0,44,98.0,77.0,115.0
-77,-86,-71,-7,-36,26.0,34,99.0,76.0,114.0
-61,-67,-58,-7,-36,26.0,57,97.0,74.0,117.0
-70,-75,-66,-7,-14,29.0,60,98.0,76.0,115.0
-70,-80,-68,-7,-13,23.0,52,99.0,78.0,114.0
-73,-79,-66,-7,-13,20.0,27,97.0,76.0,114.0
-80,-86,-70,-7,-13,22.0,40,98.0,76.0,114.0
-36,-47,-26,-7,-12,30.0,29,98.0,75.0,116.0
-64,-72,-59,-7,-12,,34,,,
