ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-42,-50,-35,-7,-3,6.0,4,32.0,29.0,36.0
-40,-43,-35,-10,-8,5.0,5,20.0,19.0,24.0
-38,-42,-34,-3,-6,5.0,4,43.0,38.0,50.0
-38,-44,-35,-8,-12,6.0,6,72.0,69.0,75.0
-40,-43,-38,-7,-11,7.0,8,23.0,21.0,27.0
-40,-44,-38,-6,-10,5.0,6,20.0,15.0,23.0
-31,-34,-27,-6,-4,4.0,3,54.0,51.0,56.0
-38,-41,-36,-5,-12,6.0,6,82.0,77.0,87.0
-34,-37,-28,-4,-12,6.0,6,24.0,21.0,26.0
-60,-63,-56,-11,-4,16.0,13,75.0,72.0,80.0
-33,-35,-30,-5,-8,6.0,5,34.0,29.0,40.0
-42,-49,-39,-7,-15,5.0,5,21.0,19.0,24.0
-35,-38,-31,-6,-11,7.0,5,20.0,18.0,24.0
-42,-45,-39,-8,-13,4.0,13,20.0,18.0,23.0
-20,-24,-17,-5,-10,2.0,13,39.0,33.0,43.0
-32,-36,-25,-4,-10,5.0,4,27.0,25.0,30.0
-46,-49,-44,-5,-9,5.0,5,75.0,73.0,82.0
-43,-48,-38,-6,-10,5.0,4,18.0,12.0,21.0
-39,-43,-34,-6,-5,8.0,6,62.0,58.0,65.0
-41,-47,-38,-4,-7,6.0,4,19.0,14.0,22.0
-40,-47,-30,-5,-11,5.0,14,38.0,35.0,42.0
-42,-45,-38,-3,-8,7.0,6,84.0,80.0,88.0
-37,-43,-33,-5,-11,6.0,5,22.0,19.0,26.0
-39,-43,-34,-7,-9,5.0,5,22.0,19.0,25.0
-51,-55,-48,-5,-8,15.0,10,73.0,65.0,74.0
-39,-41,-36,-6,-11,6.0,5,24.0,21.0,27.0
-23,-30,-21,-15,-7,6.0,20,57.0,55.0,61.0
-62,-65,-58,-2,-7,13.0,10,76.0,73.0,84.0
-40,-44,-37,-7,-10,6.0,5,29.0,28.0,33.0
-41,-44,-38,-6,-9,6.0,5,17.0,14.0,20.0
-34,-37,-31,-6,-10,6.0,5,23.0,19.0,27.0
-37,-46,-32,-6,-11,6.0,5,77.0,73.0,81.0
-35,-38,-29,-7,-12,6.0,5,76.0,73.0,81.0
-37,-43,-33,-6,-10,6.0,14,77.0,75.0,80.0
-53,-56,-49,-2,-9,8.0,4,20.0,17.0,23.0
-29,-32,-26,-5,-4,9.0,3,32.0,28.0,36.0
-41,-48,-39,-6,-10,5.0,5,29.0,23.0,31.0
-39,-41,-36,-8,-11,5.0,5,74.0,71.0,77.0
-41,-45,-32,-6,-11,5.0,5,26.0,22.0,27.0
-41,-45,-38,-7,-5,5.0,4,32.0,28.0,35.0
-33,-35,-30,-4,-8,4.0,3,76.0,73.0,82.0
-30,-33,-24,-7,-6,5.0,3,25.0,21.0,26.0
-36,-39,-29,-4,-9,5.0,5,33.0,31.0,37.0
-55,-64,-51,-2,-6,8.0,7,62.0,59.0,65.0
-42,-46,-40,-6,-7,5.0,4,41.0,37.0,49.0
-45,-48,-42,-3,-7,3.0,4,22.0,17.0,27.0
-29,-32,-27,-8,-5,6.0,4,32.0,29.0,35.0
-44,-48,-41,-5,-10,6.0,6,20.0,13.0,21.0
-49,-52,-47,-5,-9,6.0,5,25.0,24.0,29.0
-37,-43,-31,-6,-10,7.0,14,26.0,23.0,28.0
-41,-45,-37,-8,-13,5.0,5,18.0,13.0,20.0
-37,-42,-29,-6,-10,6.0,5,27.0,25.0,30.0
-38,-39,-35,-7,-12,8.0,6,41.0,35.0,43.0
-34,-37,-31,-5,-7,6.0,5,30.0,25.0,32.0
-35,-41,-31,-4,-8,7.0,9,43.0,41.0,45.0
-39,-42,-36,-7,-9,6.0,5,35.0,33.0,39.0
-29,-32,-26,-2,-8,8.0,6,93.0,88.0,97.0
-36,-39,-34,-6,-10,6.0,5,21.0,18.0,24.0
-39,-48,-34,-8,-12,5.0,5,25.0,21.0,27.0
-40,-47,-36,-4,-8,7.0,6,26.0,23.0,30.0
-33,-36,-29,-3,-6,4.0,3,41.0,39.0,44.0
-37,-41,-34,-5,-7,5.0,5,34.0,26.0,39.0
-44,-49,-41,-14,-7,8.0,5,31.0,29.0,37.0
-40,-42,-38,-8,-5,5.0,8,26.0,21.0,32.0
-40,-46,-37,-6,-12,6.0,5,27.0,21.0,30.0
-39,-43,-37,-6,-11,6.0,5,32.0,31.0,36.0
-40,-44,-32,-6,-8,7.0,15,74.0,71.0,79.0
-36,-39,-34,-4,-8,10.0,3,32.0,25.0,37.0
-32,-34,-28,-6,-10,5.0,5,23.0,17.0,27.0
-40,-43,-38,-6,-9,6.0,4,69.0,66.0,73.0
-61,-65,-58,-11,-8,,6,,,
