ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-30,-55,-24,-23,-10,20.0,16.0,79.0,57.0,104.0
-55,-60,-50,-20,-9,20.0,15.0,77.0,47.0,99.0
-58,-89,-36,-17,-27,8.0,8.0,77.0,64.0,97.0
-35,-42,-24,-18,-10,28.0,23.0,80.0,54.0,100.0
-32,-35,-25,-20,-10,18.0,34.0,77.0,66.0,111.0
-37,-47,-22,-20,-9,18.0,26.0,80.0,58.0,95.0
-57,-80,-41,-21,-25,9.0,33.0,79.0,71.0,99.0
-46,-54,-43,-18,-9,23.0,32.0,83.0,72.0,103.0
-54,-60,-51,-22,-10,33.0,25.0,79.0,66.0,98.0
-56,-62,-51,-24,-9,17.0,42.0,78.0,54.0,90.0
-63,-70,-58,-19,-10,17.0,23.0,79.0,59.0,98.0
-57,-60,-54,-24,-10,25.0,22.0,77.0,71.0,91.0
-72,-80,-59,-35,-30,21.0,26.0,77.0,69.0,95.0
-58,-62,-55,-23,-9,13.0,36.0,81.0,70.0,102.0
-60,-63,-56,-21,-10,19.0,33.0,78.0,73.0,97.0
-52,-59,-49,-27,-10,26.0,18.0,78.0,64.0,99.0
-51,-56,-47,-25,-8,20.0,18.0,78.0,50.0,100.0
-61,-66,-54,-20,-9,22.0,35.0,79.0,55.0,100.0
-34,-43,-24,-25,-9,17.0,21.0,131.0,116.0,151.0
-51,-87,-34,-28,-7,9.0,8.0,75.0,62.0,85.0
-60,-67,-55,-22,-9,19.0,15.0,83.0,57.0,109.0
-62,-66,-57,-26,-9,30.0,25.0,79.0,64.0,104.0
-66,-72,-60,-25,-10,26.0,30.0,78.0,53.0,98.0
-60,-64,-54,-22,-9,17.0,26.0,79.0,47.0,96.0
-68,-73,-62,-22,-9,19.0,24.0,79.0,74.0,94.0
-68,-89,-54,-28,-41,31.0,37.0,78.0,64.0,93.0
-58,-64,-54,-19,-9,29.0,35.0,82.0,75.0,102.0
-52,-64,-48,-19,-10,22.0,28.0,80.0,52.0,96.0
-47,-53,-45,-21,-9,24.0,35.0,80.0,62.0,100.0
-47,-53,-44,-23,-9,19.0,23.0,79.0,76.0,100.0
-61,-69,-55,-23,-9,21.0,40.0,78.0,69.0,84.0
-57,-61,-53,-26,-9,16.0,20.0,131.0,116.0,151.0
-51,-76,-34,-22,-27,9.0,26.0,78.0,52.0,94.0
-38,-44,-34,-19,-9,16.0,12.0,82.0,68.0,99.0
-61,-65,-57,-24,-9,20.0,44.0,81.0,76.0,97.0
-36,-52,-27,-19,-9,18.0,35.0,80.0,44.0,99.0
-64,-70,-57,-20,-8,21.0,26.0,79.0,68.0,104.0
-52,-64,-27,-21,-23,11.0,39.0,77.0,68.0,90.0
-62,-67,-56,-18,-9,17.0,38.0,82.0,65.0,101.0
-41,-68,-23,-3,-7,10.0,3.0,47.0,37.0,55.0
-48,-57,-46,-22,-10,29.0,20.0,80.0,73.0,99.0
-63,-67,-58,-18,-9,19.0,33.0,78.0,64.0,95.0
-68,-71,-53,-37,-29,25.0,34.0,80.0,64.0,99.0
-64,-68,-58,-25,-9,25.0,20.0,82.0,77.0,93.0
-31,-35,-24,-25,-9,25.0,22.0,79.0,69.0,96.0
-53,-58,-51,-25,-9,20.0,18.0,79.0,60.0,98.0
-70,-75,-65,-18,-9,18.0,29.0,79.0,50.0,99.0
-67,-75,-62,-20,-8,16.0,22.0,77.0,75.0,107.0
-64,-69,-59,-20,-8,19.0,15.0,79.0,60.0,97.0
-72,-92,-54,-26,-21,31.0,26.0,79.0,68.0,96.0
-57,-61,-54,-25,-8,27.0,22.0,82.0,58.0,102.0
-60,-66,-56,-23,-9,25.0,20.0,79.0,61.0,81.0
-63,-67,-58,-23,-9,21.0,27.0,80.0,56.0,102.0
-65,-70,-61,-24,-9,16.0,22.0,79.0,70.0,96.0
-70,-81,-54,-35,-28,29.0,24.0,78.0,68.0,95.0
-84,-107,-66,-2,-7,7.0,3.0,25.0,15.0,30.0
-36,-48,-24,-18,-8,31.0,23.0,82.0,70.0,103.0
-65,-68,-62,-22,-9,,,,,
