I01,I02,I03,I04,I05,I06,I07,I08,I09,I10
3.9705882352941178,2.3333333333333335,3.966378482228626,3.3794428434197887,-1.8914505283381364,1.7583333333333333,-0.19583333333333333,3.284109149277689,3.925196850393701,1.7755905511811023
3.954248366013072,2.3300653594771243,3.978866474543708,3.378482228626321,-1.8924111431316042,1.7708333333333333,-0.1875,3.2680577849117176,3.937007874015748,1.7716535433070866
3.934640522875817,2.2973856209150325,3.9702209414024976,3.3813640730067243,-1.8904899135446687,1.775,-0.20416666666666666,3.264847512038523,3.956692913385827,1.7716535433070866
3.950980392156863,2.281045751633987,3.9615754082612873,3.3813640730067243,-1.8876080691642652,1.7666666666666666,-0.2,3.264847512038523,3.984251968503937,1.7834645669291338
4.0130718954248366,2.2908496732026142,3.9327569644572526,3.3650336215177714,-1.8837656099903939,1.7875,-0.19166666666666668,3.258426966292135,4.0,1.7559055118110236
4.0359477124183005,2.303921568627451,3.94716618635927,3.3583093179634966,-1.888568683957733,1.8,-0.1875,3.245585874799358,3.9960629921259843,1.720472440944882
4.009803921568627,2.2973856209150325,4.003842459173871,3.362151777137368,-1.8914505283381364,1.7875,-0.17916666666666667,3.2423756019261636,3.956692913385827,1.68503937007874
3.934640522875817,2.2941176470588234,4.012487992315082,3.377521613832853,-1.888568683957733,1.7458333333333333,-0.1625,3.231139646869984,3.97244094488189,1.6771653543307086
3.947712418300654,2.284313725490196,3.9769452449567724,3.3698366954851107,-1.8895292987512007,1.7583333333333333,-0.19583333333333333,3.232744783306581,3.9921259842519685,1.688976377952756
3.9640522875816995,2.2483660130718954,3.9269932756964456,3.365994236311239,-1.8847262247838616,1.8,-0.20833333333333334,3.243980738362761,3.984251968503937,1.704724409448819
3.9019607843137254,2.2450980392156863,3.94716618635927,3.3679154658981747,-1.8914505283381364,1.825,-0.225,3.245585874799358,3.9803149606299213,1.688976377952756
3.8594771241830066,2.238562091503268,3.975024015369837,3.3592699327569644,-1.89433237271854,1.8291666666666666,-0.17916666666666667,3.232744783306581,4.0,1.6968503937007875
