ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-51,-52,-48,-46,-5,13.0,8,26.0,25.0,32.0
-39,-49,-35,-13,-12,9.0,6,60.0,52.0,64.0
-48,-52,-47,-21,-13,8.0,6,34.0,30.0,36.0
-51,-54,-47,-27,-6,12.0,8,23.0,17.0,32.0
-50,-52,-48,-9,-12,9.0,6,28.0,25.0,31.0
-41,-46,-36,-12,-11,9.0,6,25.0,20.0,28.0
-39,-52,-36,-17,-16,4.0,4,82.0,73.0,98.0
-48,-51,-46,-16,-11,9.0,6,48.0,47.0,55.0
-40,-44,-35,-16,-15,9.0,6,92.0,88.0,102.0
-54,-60,-52,-18,-16,4.0,5,29.0,23.0,31.0
-54,-59,-51,-10,-16,9.0,6,87.0,71.0,101.0
-40,-47,-37,-10,-13,8.0,6,92.0,73.0,96.0
-39,-60,-36,-22,-6,12.0,8,23.0,17.0,25.0
-37,-43,-33,-9,-13,8.0,6,46.0,40.0,47.0
-38,-47,-35,-9,-15,9.0,6,89.0,83.0,97.0
-45,-52,-44,-27,-5,12.0,8,23.0,18.0,26.0
-34,-42,-31,-9,-12,9.0,6,89.0,87.0,99.0
-49,-52,-47,-11,-19,9.0,6,58.0,51.0,62.0
-44,-48,-39,-24,-6,12.0,8,23.0,17.0,26.0
-44,-49,-42,-14,-12,8.0,5,37.0,33.0,43.0
-38,-44,-34,-10,-18,9.0,6,21.0,18.0,24.0
-41,-51,-38,-12,-15,4.0,14,82.0,77.0,93.0
-52,-56,-50,-8,-12,9.0,6,85.0,73.0,103.0
-41,-50,-35,-21,-12,9.0,6,33.0,27.0,38.0
-43,-53,-40,-24,-5,12.0,8,24.0,17.0,26.0
-52,-55,-50,-9,-16,9.0,6,47.0,44.0,53.0
-40,-52,-37,-10,-13,10.0,6,39.0,36.0,42.0
-46,-51,-36,-23,-5,12.0,8,23.0,18.0,26.0
-36,-43,-32,-18,-10,9.0,7,30.0,25.0,32.0
-41,-50,-34,-7,-10,9.0,6,51.0,49.0,54.0
-50,-59,-47,-17,-15,4.0,4,83.0,76.0,98.0
-34,-41,-32,-16,-13,9.0,6,28.0,25.0,32.0
-51,-52,-49,-15,-11,10.0,6,26.0,23.0,29.0
-48,-51,-40,-18,-5,12.0,8,23.0,17.0,27.0
-47,-49,-44,-19,-16,9.0,5,26.0,22.0,30.0
-46,-51,-45,-13,-31,9.0,5,37.0,31.0,40.0
-50,-52,-47,-36,-5,13.0,9,76.0,72.0,79.0
-35,-42,-32,-8,-16,9.0,6,87.0,79.0,98.0
-46,-52,-44,-14,-12,10.0,6,29.0,26.0,32.0
-51,-53,-45,-18,-5,13.0,8,22.0,16.0,25.0
-47,-50,-46,-19,-13,9.0,6,21.0,17.0,25.0
-46,-50,-45,-13,-16,9.0,6,34.0,32.0,37.0
-49,-54,-34,-22,-4,13.0,9,23.0,17.0,26.0
-37,-42,-31,-16,-11,9.0,6,90.0,82.0,96.0
-47,-51,-46,-13,-12,9.0,6,39.0,37.0,42.0
-52,-55,-48,-23,-5,13.0,8,24.0,17.0,26.0
-51,-53,-48,-8,-15,10.0,6,25.0,20.0,31.0
-40,-51,-36,-9,-12,9.0,6,38.0,34.0,41.0
-53,-55,-50,-12,-19,5.0,4,81.0,74.0,101.0
-35,-42,-31,-17,-14,9.0,6,50.0,44.0,58.0
-41,-45,-37,-10,-18,9.0,6,24.0,21.0,28.0
-45,-54,-44,-30,-5,12.0,8,23.0,16.0,26.0
-50,-52,-48,-13,-15,9.0,6,89.0,74.0,101.0
-40,-48,-36,-10,-14,10.0,6,47.0,43.0,52.0
-38,-52,-35,-12,-15,4.0,4,28.0,23.0,31.0
-47,-50,-46,-13,-11,10.0,6,26.0,21.0,27.0
-39,-44,-35,-13,-11,10.0,6,46.0,42.0,51.0
-53,-56,-51,-22,-14,5.0,4,83.0,75.0,97.0
-34,-42,-31,-15,-13,9.0,6,26.0,22.0,31.0
-39,-50,-36,-11,-14,9.0,6,36.0,30.0,42.0
-44,-50,-42,-15,-19,5.0,4,83.0,79.0,98.0
-51,-54,-49,-8,-10,9.0,6,60.0,58.0,65.0
-39,-44,-35,-9,-12,10.0,6,44.0,41.0,50.0
-40,-52,-36,-17,-14,5.0,4,29.0,24.0,32.0
-50,-52,-47,-12,-10,,6,,,
