ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-41,-46,-21,-8,-13,12,17,62,40,79
-48,-54,-44,-2,-4,8,7,18,15,23
-46,-49,-40,-11,-4,3,12,58,56,63
-42,-49,-39,-9,-13,11,16,61,55,81
-47,-54,-27,-6,-11,21,14,66,45,89
-37,-39,-34,-9,-17,13,12,63,48,74
-41,-47,-40,-8,-13,12,12,58,55,64
-32,-37,-28,-9,-12,7,13,25,23,29
-31,-34,-23,-7,-11,8,12,31,26,36
-39,-43,-29,-7,-13,12,21,65,61,77
-40,-46,-34,-8,-12,10,17,63,60,66
-35,-38,-29,-9,-15,12,19,58,52,66
-40,-48,-37,-9,-14,17,22,63,61,77
-40,-48,-37,-9,-16,10,24,61,56,67
-36,-38,-27,-8,-13,10,18,60,48,63
-40,-45,-38,-8,-13,14,22,63,59,73
-43,-47,-39,-8,-15,12,23,60,54,65
-35,-37,-28,-7,-11,15,13,31,28,36
-31,-33,-27,-7,-11,10,21,63,56,70
-53,-60,-46,-12,-18,4,14,65,51,88
-33,-36,-30,-8,-13,16,14,65,62,85
-40,-44,-37,-9,-14,11,17,60,56,78
-37,-38,-29,-8,-16,11,20,60,54,64
-36,-38,-33,-9,-16,14,23,60,43,77
-36,-38,-26,-9,-14,17,26,60,36,68
-47,-71,-39,-10,-14,4,14,66,53,92
-35,-37,-27,-8,-14,18,25,64,48,76
-41,-46,-34,-9,-15,15,20,60,50,81
-42,-46,-38,-10,-14,12,28,61,55,74
-41,-47,-28,-9,-15,13,19,60,57,63
-36,-39,-31,-9,-15,11,24,61,55,74
-36,-38,-29,-9,-15,18,27,62,57,73
-41,-46,-37,-9,-13,11,20,61,50,80
-35,-38,-30,-9,-16,10,14,62,52,78
-40,-43,-37,-7,-13,11,17,63,41,69
-35,-36,-30,-9,-13,11,20,63,49,71
-41,-43,-38,-8,-14,10,16,61,40,80
-40,-44,-37,-8,-15,12,17,61,56,69
-37,-39,-35,-8,-13,12,9,64,62,80
-41,-45,-36,-8,-17,15,26,59,52,63
-37,-40,-27,-10,-13,13,12,62,54,68
-39,-45,-26,-9,-14,13,20,60,50,63
-48,-58,-44,-9,-7,4,14,64,58,68
-41,-46,-39,-9,-15,2,12,66,62,73
-35,-37,-28,-7,-14,11,15,62,60,67
-35,-37,-22,-6,-16,12,27,61,54,78
-37,-39,-32,-9,-13,9,14,61,53,68
-35,-38,-30,-8,-13,2,14,56,54,59
-34,-36,-32,-12,-15,15,14,59,56,62
-42,-44,-40,-10,-13,15,12,58,57,62
-36,-38,-29,-9,-16,11,20,62,57,72
-40,-45,-24,-8,-15,10,32,62,45,76
-54,-72,-40,-12,-17,5,15,66,43,100
-36,-38,-27,-10,-13,19,15,64,59,68
-36,-39,-28,-8,-14,14,20,61,40,75
-45,-48,-43,-8,-16,11,10,60,56,66
-33,-36,-26,-8,-12,12,10,61,57,65
-35,-37,-32,-7,-10,10,10,63,58,67
-43,-46,-41,-2,-3,11,11,59,54,62
-36,-38,-31,-7,-17,8,12,62,60,64
-39,-43,-37,-8,-12,14,19,59,52,63
-36,-38,-28,-8,-15,12,17,62,54,74
-36,-38,-23,-7,-14,14,25,61,46,78
-35,-38,-28,-8,-13,15,20,61,45,82
-55,-71,-33,-9,-13,5,14,66,49,94
-35,-37,-29,-9,-15,11,26,64,41,80
-35,-37,-28,-8,-14,11,16,61,44,82
-36,-38,-29,-8,-16,10,21,62,45,76
-42,-48,-39,-9,-13,13,17,62,41,77
-36,-38,-28,-7,-12,11,20,62,47,79
-37,-39,-28,-8,-13,13,17,61,48,77
-36,-38,-28,-9,-15,11,20,62,54,79
-37,-38,-33,-8,-13,19,14,62,53,71
-40,-48,-28,-8,-13,22,20,62,53,81
-36,-38,-32,-8,-13,16,19,62,41,80
-36,-38,-32,-7,-14,11,19,63,37,78
-36,-38,-32,-7,-13,10,26,62,55,79
-41,-48,-38,-8,-13,15,22,62,53,77
-36,-39,-29,-8,-14,13,20,62,45,82
-36,-38,-27,-9,-15,14,18,62,40,78
-38,-40,-30,-8,-14,13,22,63,61,78
-36,-38,-28,-8,-12,13,20,63,58,80
