ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-31,-35,-21,-11,-10,5.0,29.0,44.0,40.0,46.0
-29,-33,-25,-7,-10,4.0,17.0,20.0,17.0,23.0
-30,-34,-25,-7,-11,5.0,21.0,24.0,20.0,27.0
-41,-45,-38,-6,-11,9.0,15.0,75.0,70.0,77.0
-31,-38,-23,-8,-11,5.0,29.0,35.0,29.0,41.0
-31,-37,-25,-7,-11,18.0,36.0,18.0,14.0,21.0
-31,-36,-28,-15,-11,7.0,23.0,33.0,28.0,34.0
-29,-38,-24,-6,-10,5.0,19.0,23.0,21.0,26.0
-32,-37,-22,-10,-16,5.0,11.0,20.0,17.0,25.0
-30,-42,-24,-11,-16,5.0,18.0,22.0,18.0,26.0
-30,-33,-25,-7,-10,4.0,28.0,33.0,31.0,37.0
-29,-37,-25,-10,-16,18.0,32.0,71.0,68.0,76.0
-28,-33,-26,-6,-10,4.0,13.0,57.0,53.0,63.0
-45,-47,-43,-5,-8,8.0,11.0,72.0,68.0,75.0
-28,-30,-25,-13,-10,7.0,19.0,32.0,28.0,36.0
-41,-46,-37,-11,-9,7.0,17.0,41.0,37.0,46.0
-30,-33,-23,-7,-10,5.0,19.0,22.0,18.0,23.0
-30,-37,-25,-7,-10,6.0,25.0,33.0,28.0,36.0
-30,-33,-25,-8,-14,5.0,13.0,21.0,19.0,26.0
-38,-40,-37,-15,-9,6.0,35.0,26.0,23.0,32.0
-32,-37,-30,-6,-10,6.0,20.0,66.0,55.0,68.0
-29,-32,-25,-7,-12,5.0,18.0,22.0,17.0,31.0
-32,-36,-30,-6,-11,14.0,28.0,22.0,19.0,26.0
-29,-32,-24,-7,-16,6.0,16.0,32.0,27.0,37.0
-38,-41,-35,-6,-10,6.0,16.0,34.0,31.0,36.0
-29,-34,-24,-7,-12,5.0,28.0,28.0,22.0,33.0
-33,-36,-30,-6,-16,5.0,31.0,48.0,45.0,51.0
-45,-48,-42,-8,-11,7.0,7.0,75.0,70.0,82.0
-37,-39,-30,-8,-12,7.0,11.0,73.0,71.0,77.0
-35,-37,-29,-6,-14,9.0,15.0,21.0,19.0,26.0
-29,-31,-21,-10,-16,6.0,19.0,27.0,25.0,33.0
-30,-37,-25,-12,-11,6.0,18.0,21.0,17.0,26.0
-31,-33,-28,-5,-8,6.0,4.0,47.0,44.0,50.0
-30,-37,-23,-7,-11,7.0,19.0,21.0,18.0,23.0
-32,-35,-30,-9,-12,5.0,15.0,20.0,16.0,24.0
-36,-39,-33,-6,-8,10.0,36.0,74.0,72.0,79.0
-39,-42,-37,-7,-11,5.0,20.0,28.0,23.0,30.0
-34,-36,-31,-9,-8,6.0,18.0,73.0,71.0,75.0
-29,-35,-25,-5,-8,9.0,14.0,71.0,69.0,74.0
-40,-46,-39,-8,-11,6.0,23.0,74.0,71.0,77.0
-29,-32,-23,-6,-10,7.0,17.0,35.0,32.0,40.0
-28,-37,-22,-6,-10,9.0,19.0,73.0,68.0,80.0
-40,-43,-34,-7,-14,6.0,19.0,71.0,67.0,73.0
-29,-32,-25,-8,-11,7.0,17.0,73.0,69.0,77.0
-26,-30,-21,-6,-11,10.0,10.0,24.0,22.0,28.0
-41,-45,-38,-6,-11,5.0,5.0,43.0,40.0,45.0
-23,-25,-20,-5,-7,4.0,10.0,23.0,20.0,29.0
-43,-46,-38,-6,-9,6.0,18.0,35.0,32.0,39.0
-35,-38,-34,-8,-12,6.0,17.0,24.0,19.0,29.0
-39,-43,-37,-6,-10,18.0,27.0,77.0,77.0,80.0
-30,-35,-21,-7,-11,7.0,17.0,27.0,23.0,28.0
-30,-34,-22,-6,-8,7.0,10.0,78.0,74.0,82.0
-28,-32,-20,-6,-10,10.0,15.0,17.0,14.0,22.0
-30,-31,-24,-7,-11,6.0,17.0,22.0,17.0,26.0
-29,-31,-24,-12,-10,6.0,15.0,73.0,58.0,78.0
-29,-34,-24,-6,-13,6.0,17.0,74.0,68.0,83.0
-41,-44,-38,-11,-8,12.0,25.0,32.0,30.0,37.0
-35,-40,-34,-6,-9,7.0,12.0,67.0,59.0,70.0
-36,-39,-34,-6,-10,10.0,16.0,70.0,64.0,75.0
-29,-37,-20,-12,-9,7.0,34.0,29.0,25.0,33.0
-29,-32,-15,-14,-9,6.0,45.0,29.0,25.0,34.0
-39,-41,-36,-11,-9,6.0,15.0,26.0,24.0,30.0
-28,-36,-25,-5,-7,7.0,17.0,30.0,27.0,35.0
-38,-41,-35,-8,-11,7.0,19.0,30.0,27.0,35.0
-42,-45,-39,-10,-15,11.0,10.0,72.0,69.0,76.0
-42,-45,-40,-6,-11,,,,,
-74,-76,-63,-8,-14,6.0,21.0,88.0,84.0,93.0
-32,-36,-31,-15,-10,6.0,22.0,79.0,77.0,84.0
-32,-34,-28,-10,-4,7.0,6.0,66.0,63.0,68.0
-30,-37,-25,-6,-10,5.0,18.0,75.0,72.0,77.0
