ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-35,-39,-33,-7,-11,7,13,63,54,69
-30,-37,-25,-6,-11,9,19,60,58,63
-51,-61,-45,-6,-10,12,20,22,19,26
-31,-35,-26,-7,-11,7,16,64,62,73
-33,-37,-26,-8,-12,9,14,21,20,24
-36,-41,-34,-7,-10,8,23,62,56,64
-34,-37,-32,-6,-10,10,18,63,62,67
-33,-38,-22,-8,-12,6,14,63,58,69
-47,-51,-30,-7,-11,14,12,25,21,31
-33,-39,-21,-7,-12,6,27,64,61,76
-33,-39,-26,-8,-11,6,17,61,56,64
-34,-40,-20,-8,-12,7,11,63,58,75
-35,-39,-33,-7,-11,7,11,62,58,66
-34,-37,-30,-7,-11,7,23,65,62,70
-52,-56,-48,-7,-4,4,2,45,40,49
-32,-41,-30,-7,-12,8,11,35,32,39
-33,-36,-31,-8,-11,7,13,64,63,68
-34,-39,-20,-7,-12,6,19,61,58,63
-32,-38,-27,-7,-13,8,17,64,59,65
-29,-31,-25,-8,-12,7,20,63,62,73
-31,-39,-25,-7,-11,7,18,65,61,74
-29,-31,-25,-7,-12,6,16,64,60,65
-34,-38,-32,-8,-12,7,21,64,58,75
-33,-37,-31,-6,-12,8,22,65,62,78
-33,-37,-32,-7,-12,7,17,65,61,67
-33,-38,-25,-8,-11,6,27,65,62,68
-33,-36,-31,-8,-11,7,10,65,62,69
-70,-73,-66,-3,-7,18,6,59,47,78
-32,-36,-17,-7,-13,8,17,65,59,70
-35,-41,-32,-8,-12,9,17,63,59,75
-31,-36,-25,-7,-12,6,19,63,60,67
-31,-38,-23,-7,-11,7,24,64,60,69
-40,-44,-35,-3,-7,9,6,56,50,72
-46,-60,-31,-8,-12,6,15,19,15,25
-33,-38,-26,-7,-13,6,27,62,50,64
-33,-38,-25,-7,-11,6,18,62,58,63
-30,-32,-25,-7,-11,7,16,63,61,70
-33,-37,-25,-7,-13,6,17,63,59,69
-48,-55,-40,-6,-10,7,20,57,55,61
-34,-40,-32,-6,-12,9,21,62,55,65
-32,-38,-27,-7,-11,6,19,64,59,72
-30,-39,-26,-7,-12,8,18,62,56,68
-30,-35,-26,-8,-13,8,7,65,62,68
-33,-37,-31,-7,-11,9,15,62,59,80
-44,-54,-26,-4,-9,12,4,49,39,52
-52,-63,-49,-8,-11,8,22,32,29,36
-29,-31,-23,-7,-10,7,10,67,63,73
-33,-37,-26,-7,-12,7,15,63,57,70
-31,-37,-26,-6,-10,12,20,64,60,74
-31,-36,-26,-7,-10,8,13,63,61,69
-29,-32,-22,-7,-10,9,15,64,61,72
-56,-62,-53,-8,-11,6,27,23,22,27
-35,-40,-32,-8,-10,14,12,64,61,67
-33,-37,-32,-8,-11,15,10,61,59,63
-33,-37,-30,-7,-11,10,23,63,61,67
-34,-38,-33,-7,-13,9,8,62,60,65
-36,-38,-34,-7,-12,7,19,63,58,64
-33,-36,-30,-8,-10,8,11,62,60,70
-44,-47,-37,-3,-9,8,4,55,49,60
-29,-32,-19,-7,-11,9,23,65,62,70
-31,-36,-23,-7,-11,6,15,64,52,71
-33,-37,-31,-8,-11,8,12,63,57,66
-31,-39,-29,-7,-10,7,25,62,56,64
-35,-39,-31,-7,-12,8,15,61,54,64
-29,-32,-23,-8,-12,7,18,61,53,79
-49,-57,-31,-4,-8,7,5,56,49,67
-34,-38,-32,-7,-11,13,23,64,57,74
-34,-39,-31,-7,-11,7,19,62,57,66
-33,-38,-32,-6,-9,8,13,63,57,70
-34,-39,-32,-7,-10,8,12,61,57,68
-31,-36,-21,-6,-10,6,9,63,57,65
-28,-31,-24,-6,-10,9,17,64,60,65
-32,-35,-29,-7,-9,7,14,63,57,71
-32,-41,-26,-7,-10,10,7,62,58,64
-32,-37,-30,-8,-11,7,11,64,63,75
-32,-36,-31,-8,-11,9,7,65,60,71
-29,-35,-24,-6,-9,7,10,64,60,75
-28,-30,-23,-7,-13,7,9,61,59,64
-31,-38,-28,-6,-10,12,22,63,59,68
-32,-38,-23,-7,-11,9,13,63,59,71
-35,-38,-32,-7,-10,7,13,62,56,66
-33,-37,-30,-6,-12,8,13,62,57,68
-33,-37,-30,-6,-10,12,16,63,55,72
-33,-37,-30,-7,-11,8,16,66,63,74
-31,-35,-20,-7,-13,7,13,64,59,71
-28,-31,-24,-8,-11,8,19,64,55,74
-32,-36,-29,-7,-11,8,28,62,56,67
