0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86
-0.037581699346405095,0.0,0.037581699346405095,-0.0032679738562086946,0.037581699346405095,-0.03267973856209139,0.034313725490195957,-0.062091503267973636,0.0,0.02941176470588225,0.0016339869281050134,0.011437908496731986,-0.0718954248366015,0.0032679738562091387,-0.026143790849673554,0.0032679738562091387,-0.009803921568627416,-0.02450980392156854,-0.02287581699346397,-0.004901960784313708,0.008169934640523291,0.022875816993464415,-0.0424836601307188,0.006535947712418277,0.035947712418300526,0.039215686274509665,0.06862745098039191,0.031045751633987262,0.008169934640522847,0.047385620915032955,-0.02450980392156854,0.0,-0.004901960784313708,0.05718954248366037,-0.013071895424836555,-0.02614379084967311,-0.014705882352941568,0.014705882352941568,0.047385620915032955,-0.006535947712418277,-0.06862745098039191,0.052287581699346664,-0.062091503267973636,-0.05392156862745123,-0.031045751633986818,-0.006535947712418277,0.013071895424836555,0.0,0.014705882352941124,-0.006535947712418277,-0.004901960784313708,0.009803921568627416,-0.02941176470588225,0.06535947712418322,0.016339869281045694,-0.035947712418300526,0.02614379084967311,0.05555555555555536,-0.0718954248366015,-0.06372549019607865,-0.02450980392156854,-0.014705882352941568,-0.039215686274509665,0.026143790849673554,0.0343137254901964,-0.004901960784313708,-0.009803921568627416,0.05392156862745079,-0.06372549019607865,0.009803921568627416,-0.016339869281045694,0.017973856209150263,-0.02777777777777768,0.037581699346405095,-0.004901960784313708,0.006535947712418277,-0.0016339869281045694,-0.0016339869281045694,-0.031045751633986818,-0.02777777777777768,0.014705882352941124,-0.016339869281045694,-0.016339869281045694,-0.10294117647058787,-0.02941176470588225,-0.034313725490195957,0.0
-0.06045751633986951,-0.006535947712418277,0.027777777777778123,-0.039215686274509665,0.05392156862745123,-0.019607843137254832,0.060457516339869066,-0.08169934640522847,-0.02287581699346397,0.009803921568627416,0.02450980392156943,0.008169934640523291,-0.052287581699346664,0.02287581699346397,-0.019607843137254832,-0.019607843137254832,-0.05882352941176494,-0.0212418300653594,-0.02287581699346397,-0.014705882352941124,-0.014705882352941124,-0.013071895424836555,-0.045751633986928386,-0.02614379084967311,0.026143790849673554,0.016339869281045694,0.02287581699346397,0.10947712418300659,-0.01143790849673243,0.014705882352941568,0.0016339869281045694,0.0,0.031045751633986818,0.0343137254901964,-4.440892098500626e-16,-0.049019607843137525,-0.047385620915032955,-0.017973856209150263,0.06372549019607865,0.0065359477124187215,-0.05882352941176494,0.05882352941176494,0.03267973856209183,-0.031045751633986818,-0.05718954248365948,-0.022875816993464415,0.035947712418300526,-0.026143790849673554,-0.004901960784313708,-0.03267973856209139,-0.011437908496731986,0.016339869281045694,-0.0424836601307188,0.07189542483660105,0.045751633986928386,-0.07189542483660105,0.03267973856209094,0.06535947712418277,-0.0718954248366015,-0.08333333333333348,-0.0212418300653594,-0.014705882352941568,-0.039215686274509665,-0.035947712418300526,0.011437908496731986,-0.011437908496731541,-0.02287581699346397,0.031045751633986818,-0.008169934640522847,0.019607843137254832,-0.12418300653594772,0.02450980392156854,-0.034313725490195957,0.017973856209150263,0.0016339869281045694,0.04901960784313708,0.024509803921568984,0.031045751633987262,-0.05718954248366037,-0.02777777777777768,0.014705882352941124,-0.04901960784313708,-0.009803921568627416,-0.060457516339869066,-0.019607843137254832,-0.037581699346405095,0.05228758169934622
-0.0767973856209152,0.02614379084967311,0.047385620915032955,-0.0424836601307188,0.0898692810457522,-0.06862745098039191,0.031045751633986818,-0.07843137254901933,-0.006535947712418277,0.013071895424836555,-0.008169934640522403,0.04411764705882426,-0.062091503267973636,0.013071895424836555,0.04248366013071925,-0.03267973856209139,-0.013071895424836555,-0.004901960784313708,0.003267973856209583,0.031045751633986818,-0.08660130718954262,-0.016339869281045694,-0.0424836601307188,-0.03267973856209094,-0.013071895424836555,0.016339869281045694,-0.03267973856209139,0.11601307189542531,-0.0637254901960791,-0.040849673202614234,0.014705882352941124,-0.0065359477124187215,0.0212418300653594,0.03758169934640554,-4.440892098500626e-16,-0.022875816993464415,-0.008169934640522847,-0.017973856209150263,0.05065359477124165,-0.006535947712418277,-0.0065359477124187215,0.06862745098039236,0.04575163398692883,-0.037581699346405095,-0.05065359477124165,0.013071895424836555,0.08169934640522891,-0.029411764705882693,-0.0343137254901964,-0.0849673202614376,0.10294117647058876,0.0588235294117645,-0.08169934640522847,0.07189542483660105,0.0,0.0424836601307188,0.03267973856209094,0.12418300653594727,-0.06535947712418322,-0.05718954248366037,-0.037581699346405095,0.0016339869281045694,0.003267973856209583,-0.09803921568627416,-0.011437908496731986,0.06699346405228779,-0.013071895424836555,0.031045751633986818,0.014705882352941124,-0.049019607843137525,-0.08823529411764719,0.04411764705882337,-0.05392156862745123,0.017973856209150263,-0.014705882352941124,0.02941176470588225,-0.014705882352941124,0.05392156862745123,-0.07352941176470607,0.017973856209150263,0.014705882352941124,-0.035947712418300526,0.01960784313725572,-0.0212418300653594,0.019607843137254832,-0.037581699346405095,0.013071895424836999
-0.07352941176470562,0.03267973856209139,0.07352941176470607,-0.019607843137254832,0.08006535947712434,-0.08169934640522891,0.008169934640523291,-0.04575163398692794,0.009803921568627416,-4.440892098500626e-16,-0.04411764705882337,0.031045751633987706,-0.05882352941176494,0.02941176470588225,0.049019607843137525,0.0032679738562091387,-0.039215686274509665,-0.008169934640522847,-0.0032679738562091387,0.037581699346405095,-0.1617647058823528,0.019607843137255276,-0.03594771241830097,0.0,-0.0718954248366015,0.049019607843137525,-0.0032679738562091387,0.08333333333333348,-0.057189542483660816,-0.037581699346405095,0.017973856209150263,-0.03267973856209183,-0.008169934640522847,0.031045751633987262,-0.026143790849673554,0.0032679738562091387,0.014705882352941568,-0.037581699346405095,0.07026143790849693,-0.016339869281045694,0.0,0.06862745098039236,0.019607843137255276,0.031045751633987262,-0.004901960784313708,0.03267973856209139,0.08823529411764719,0.0032679738562086946,-0.037581699346405095,-0.09803921568627416,0.1519607843137254,0.11764705882352944,-0.062091503267973636,0.039215686274509665,-0.019607843137254832,0.08823529411764719,0.03921568627451011,0.10457516339869244,-0.045751633986928386,-0.03758169934640554,-0.017973856209150263,0.004901960784313708,-0.07516339869281019,-0.009803921568627416,0.047385620915032955,0.011437908496731986,0.0,0.04411764705882337,0.04084967320261468,-0.07843137254901933,-0.0424836601307188,0.02777777777777768,-0.02450980392156854,-0.08006535947712434,-0.06372549019607865,0.035947712418300526,-0.0212418300653594,0.04084967320261468,-0.017973856209150263,0.004901960784313708,0.004901960784313708,-0.016339869281045694,-0.0032679738562086946,0.004901960784313708,0.06209150326797408,-0.04738562091503251,0.02614379084967311
-0.08660130718954262,0.03267973856209139,0.037581699346405095,0.016339869281045694,0.04411764705882382,-0.039215686274509665,0.040849673202614234,-0.07843137254901933,0.022875816993464415,0.006535947712417833,-0.031045751633986374,-0.04411764705882293,-0.07516339869281063,0.019607843137254832,0.003267973856209583,0.02287581699346397,-0.09150326797385633,0.05718954248365993,-0.05228758169934622,0.008169934640523291,-0.11928104575163401,0.019607843137255276,-0.07843137254901977,-0.009803921568626972,-0.035947712418300526,0.07843137254901977,0.02614379084967311,0.08333333333333348,-0.02450980392156943,-0.017973856209150263,0.011437908496731986,-0.016339869281046138,-0.02777777777777768,0.04084967320261468,-0.016339869281046138,0.006535947712418277,-0.004901960784313708,-0.021241830065358958,0.0767973856209152,0.0,0.006535947712418277,0.07189542483660194,0.02287581699346486,0.04738562091503251,-0.02450980392156854,0.013071895424836555,0.02941176470588225,0.009803921568627416,-0.047385620915032955,-0.04901960784313708,0.1519607843137254,0.10784313725490202,-0.02941176470588225,0.039215686274509665,0.02287581699346397,0.02614379084967311,0.04901960784313708,0.0849673202614376,-0.10457516339869288,-0.06372549019607865,0.017973856209150263,-0.01143790849673243,-0.006535947712418277,0.022875816993464415,0.06045751633986951,-0.06699346405228734,0.019607843137254832,0.07679738562091476,0.047385620915032955,-0.0849673202614385,-0.08169934640522891,0.008169934640522847,-0.04411764705882337,-0.08333333333333304,-0.0767973856209152,0.039215686274509665,0.04084967320261468,0.021241830065359846,0.05065359477124165,0.008169934640522847,-0.014705882352941124,0.013071895424836555,-0.02941176470588225,0.02450980392156854,0.07843137254901977,-0.08333333333333304,0.009803921568627416
-0.08006535947712434,0.006535947712418277,0.017973856209150263,-0.006535947712418277,0.031045751633986818,-0.0032679738562091387,0.040849673202614234,-0.117647058823529,0.019607843137255276,-0.013071895424836999,0.0016339869281050134,-0.07352941176470518,-0.10130718954248374,0.03267973856209139,0.04248366013071925,-0.006535947712418277,-0.05882352941176494,0.05718954248365993,-0.0588235294117645,0.031045751633986818,-0.08333333333333348,0.035947712418301414,-0.12091503267973902,-0.02614379084967311,-0.013071895424836555,0.0424836601307188,0.019607843137254832,0.12581699346405317,-0.01143790849673243,-0.008169934640522403,-0.0016339869281045694,-0.022875816993464415,0.014705882352941124,0.06045751633986951,-0.022875816993464415,-0.013071895424836999,-0.024509803921568984,-0.0016339869281045694,0.11601307189542442,0.016339869281045694,0.009803921568627416,0.03921568627451011,-0.019607843137254388,-0.0016339869281045694,-0.02777777777777768,0.006535947712418277,0.009803921568627416,0.03267973856209139,-0.04084967320261468,-0.02287581699346397,0.09967320261437917,0.07843137254901977,-0.02941176470588225,0.02941176470588225,-0.035947712418300526,-0.013071895424836555,0.03921568627451011,0.05555555555555536,-0.0849673202614385,-0.12581699346405228,0.014705882352941124,-0.027777777777778123,0.026143790849673554,-0.039215686274509665,0.04411764705882337,-0.08986928104575176,-0.016339869281045694,0.10294117647058787,0.014705882352941124,-0.09150326797385633,-0.07516339869281063,0.011437908496731986,-0.06699346405228779,-0.06372549019607865,-0.04411764705882382,0.0032679738562091387,0.050653594771242094,0.027777777777778123,0.05718954248365993,-0.008169934640522847,-0.011437908496731986,-0.035947712418300526,0.0065359477124187215,0.031045751633986818,0.06209150326797408,-0.05718954248365993,0.0424836601307188
-0.034313725490195957,0.0032679738562091387,0.04411764705882426,-0.006535947712418277,0.05392156862745123,0.0032679738562091387,0.0212418300653594,-0.13071895424836555,0.016339869281046138,-0.003267973856209583,0.01143790849673243,-0.027777777777777235,-0.0849673202614376,0.05228758169934622,0.11111111111111116,-0.019607843137254832,-0.02941176470588225,0.017973856209150263,-0.013071895424836555,0.008169934640523291,-0.047385620915032955,0.058823529411765385,-0.09477124183006591,-0.03921568627451011,-0.02287581699346397,0.0032679738562091387,0.006535947712418277,0.14869281045751714,0.024509803921567652,-0.05065359477124165,-0.004901960784313708,-0.052287581699346664,0.037581699346405095,0.07352941176470651,-0.03267973856209183,-0.013071895424836999,-0.0343137254901964,0.01143790849673243,0.10947712418300659,0.016339869281045694,-0.0555555555555558,0.026143790849673998,-0.1013071895424833,-0.0767973856209152,0.0016339869281045694,0.03267973856209139,0.02941176470588225,0.06862745098039191,-0.08660130718954262,-0.009803921568627416,0.04411764705882337,0.0555555555555558,-0.06535947712418277,0.02941176470588225,-0.0588235294117645,-0.0849673202614376,0.0032679738562086946,0.039215686274509665,-0.049019607843137525,-0.06045751633986951,-0.0212418300653594,-0.0343137254901964,4.440892098500626e-16,-0.05555555555555536,0.027777777777778567,-0.0637254901960782,0.03267973856209139,0.06699346405228734,0.014705882352941124,-0.01960784313725572,-0.0980392156862746,-0.02450980392156854,-0.040849673202614234,-0.05392156862745079,-0.050653594771242094,-0.02287581699346486,0.004901960784313708,0.014705882352941568,0.011437908496731986,-0.05392156862745079,0.004901960784313708,-0.04901960784313708,-0.013071895424836555,0.02450980392156854,0.09477124183006591,-0.031045751633986818,0.03594771241830097
-0.0016339869281045694,0.02614379084967311,0.05718954248366037,0.013071895424836555,0.05718954248366037,-0.006535947712417833,0.04411764705882337,-0.03267973856209094,0.03921568627451011,0.02287581699346397,0.031045751633987706,-0.008169934640522403,-0.0980392156862746,-0.013071895424836555,0.04248366013071925,-0.02287581699346397,-0.006535947712418277,0.0016339869281045694,-0.019607843137254832,-0.0016339869281045694,-0.0767973856209152,0.03267973856209183,-0.13725490196078471,-0.06535947712418277,-0.016339869281045694,-0.006535947712418277,0.0,0.132352941176471,0.004901960784313264,-0.0637254901960782,-0.0016339869281045694,-0.045751633986928386,0.031045751633986818,0.08006535947712434,-0.016339869281046138,-0.02614379084967311,-0.01143790849673243,0.021241830065359846,0.11274509803921573,0.0,-0.07843137254901977,0.0555555555555558,-0.08169934640522847,-0.08006535947712434,0.008169934640522847,0.035947712418300526,0.0,0.02614379084967311,-0.0898692810457522,-0.04575163398692794,0.060457516339869066,0.09150326797385633,-0.07516339869281019,-0.0032679738562091387,-0.016339869281045694,-0.06862745098039191,-0.02614379084967311,0.019607843137254388,-0.049019607843137525,-0.024509803921568984,-0.01470588235294068,-0.024509803921568984,0.05228758169934622,-0.02287581699346397,0.04411764705882337,-0.02777777777777768,0.02941176470588225,0.0212418300653594,0.031045751633987262,-0.013071895424836999,-0.03267973856209139,0.017973856209150263,-0.07352941176470562,-0.11274509803921617,-0.06699346405228779,0.02614379084967311,0.0212418300653594,0.011437908496731986,-0.011437908496731986,0.02777777777777768,0.04411764705882337,-0.02287581699346397,-0.02287581699346397,0.04411764705882382,0.04901960784313797,0.024509803921568984,0.0032679738562091387
-0.031045751633986818,0.02614379084967311,0.07026143790849693,0.0,0.02777777777777768,-0.009803921568627416,0.06699346405228734,-0.01307189542483611,0.052287581699346664,0.013071895424836555,0.014705882352942012,-0.021241830065358958,-0.12091503267973858,-0.035947712418300526,-0.03921568627450922,0.0065359477124187215,0.0032679738562091387,-0.008169934640522847,-0.05555555555555536,0.008169934640523291,-0.12254901960784315,0.003267973856209583,-0.10784313725490247,-0.055555555555554914,-0.05882352941176494,0.0,-0.02941176470588225,0.12908496732026187,-0.060457516339869954,-0.05392156862745079,0.008169934640522847,-0.029411764705882693,0.02450980392156854,0.08986928104575176,-0.022875816993464415,-0.019607843137255276,0.0212418300653594,0.02450980392156943,0.10294117647058876,-0.019607843137254832,-0.0718954248366015,0.09150326797385633,-0.03267973856209139,-0.060457516339869066,-0.017973856209150707,0.019607843137254832,0.009803921568627416,-0.016339869281046138,-0.060457516339869066,-0.1013071895424833,0.11601307189542487,0.1143790849673203,-0.07189542483660105,0.02287581699346397,-0.019607843137254832,-0.016339869281045694,-0.016339869281046138,0.03267973856209139,0.0032679738562091387,-0.07026143790849693,-0.004901960784313708,-0.027777777777778123,0.06535947712418322,-0.02287581699346397,0.04411764705882337,0.02450980392156854,-0.016339869281045694,0.0016339869281045694,0.024509803921568984,0.019607843137254832,-0.035947712418300526,0.04738562091503251,-0.0767973856209152,-0.08333333333333304,-0.06372549019607865,0.019607843137254832,0.0212418300653594,0.011437908496731986,-0.011437908496731986,0.03758169934640554,-0.01797385620914982,0.013071895424836555,-0.02287581699346397,0.017973856209150263,-0.03921568627450922,0.06045751633986951,0.013071895424836999
-0.05392156862745079,0.0,0.07026143790849693,-0.035947712418300526,0.004901960784313708,-0.013071895424836555,0.02777777777777768,-0.0588235294117645,0.045751633986928386,0.009803921568627416,0.031045751633987706,0.024509803921568984,-0.13725490196078471,0.039215686274509665,-0.013071895424836555,0.0065359477124187215,-0.013071895424836555,-0.05065359477124165,-0.04901960784313708,-0.04738562091503251,-0.10294117647058831,-0.013071895424836555,-0.07189542483660194,0.02287581699346397,-0.07516339869281063,0.009803921568627416,-0.0588235294117645,0.132352941176471,-0.0637254901960791,-0.031045751633986374,0.004901960784314152,-0.03594771241830097,0.011437908496731986,0.132352941176471,-0.049019607843137525,0.0,0.008169934640522403,-0.014705882352941124,0.08986928104575176,-0.02614379084967311,-0.09477124183006547,0.0555555555555558,-0.0849673202614376,-0.04411764705882382,-0.05718954248365948,0.006535947712418277,-0.02941176470588225,-0.016339869281046138,-0.11601307189542487,-0.11111111111111072,0.04411764705882337,0.18300653594771266,-0.039215686274509665,0.035947712418300526,-0.04901960784313708,-0.006535947712418277,0.01307189542483611,0.0849673202614376,0.03267973856209139,-0.0212418300653594,0.0016339869281045694,-0.03758169934640554,0.009803921568627416,0.009803921568627416,0.04084967320261468,0.07026143790849648,-0.035947712418300526,0.034313725490195957,0.021241830065359846,-0.01960784313725572,-0.1732026143790848,0.011437908496731986,-0.008169934640522847,0.031045751633986818,-0.05392156862745123,-0.02287581699346486,0.027777777777778123,0.004901960784313264,-0.07352941176470607,-0.040849673202614234,-0.04738562091503251,0.02287581699346397,-0.06535947712418277,0.011437908496731986,-0.016339869281045694,0.017973856209150707,-0.019607843137254832
