ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-35,-40,-26,-7,-10,10,4,53,52,57.0
-25,-29,-19,-2,-4,7,4,42,38,44.0
-36,-39,-27,-9,-13,7,4,54,49,61.0
-32,-35,-29,-7,-11,9,6,62,60,70.0
-36,-44,-26,-7,-11,11,6,56,51,86.0
-37,-44,-35,-8,-11,9,5,55,27,71.0
-35,-38,-27,-7,-10,12,6,56,52,70.0
-37,-40,-35,-8,-10,8,5,55,51,61.0
-42,-46,-40,-6,-7,9,6,54,35,76.0
-35,-44,-28,-7,-9,9,6,55,52,74.0
-34,-38,-26,-12,-9,9,6,55,50,71.0
-33,-36,-26,-7,-10,10,6,55,54,72.0
-34,-39,-26,-7,-9,10,6,55,51,57.0
-34,-41,-28,-13,-9,9,6,52,28,54.0
-35,-40,-31,-12,-9,11,6,54,49,58.0
-35,-40,-30,-13,-10,12,5,56,53,75.0
-32,-43,-26,-17,-11,8,5,55,39,76.0
-34,-38,-28,-8,-11,8,5,62,56,72.0
-34,-37,-29,-6,-7,11,6,50,45,52.0
-36,-40,-30,-8,-10,8,5,54,49,76.0
-36,-43,-32,-7,-12,12,6,54,48,55.0
-36,-45,-28,-7,-10,10,5,54,34,73.0
-34,-39,-27,-9,-12,9,6,55,34,57.0
-36,-40,-33,-14,-9,9,6,50,47,53.0
-39,-43,-37,-10,-14,10,6,54,34,58.0
-33,-41,-28,-9,-12,12,6,55,52,57.0
-34,-40,-26,-8,-11,11,5,58,55,65.0
-35,-37,-28,-7,-11,9,6,54,47,73.0
-35,-40,-26,-7,-8,9,6,59,56,71.0
-34,-39,-27,-11,-8,9,6,57,55,73.0
-34,-39,-27,-13,-11,10,5,55,40,56.0
-35,-40,-27,-7,-10,8,5,56,49,57.0
-32,-43,-23,-6,-9,9,5,60,54,67.0
-35,-42,-30,-7,-9,9,5,55,51,77.0
-36,-43,-25,-7,-9,10,6,54,41,76.0
-35,-39,-27,-9,-11,11,6,55,47,74.0
-35,-39,-26,-8,-10,8,5,56,34,72.0
-36,-44,-27,-7,-9,9,5,55,48,57.0
-34,-37,-28,-14,-10,10,5,54,53,70.0
-35,-39,-27,-7,-10,9,6,56,41,69.0
-34,-38,-23,-14,-10,9,6,53,46,55.0
-35,-39,-26,-7,-10,9,5,52,48,58.0
-36,-40,-26,-8,-10,8,5,55,51,73.0
-34,-37,-26,-8,-4,7,5,55,50,70.0
-34,-38,-28,-7,-10,8,5,54,41,77.0
-34,-44,-26,-7,-10,9,5,56,34,72.0
-34,-44,-26,-7,-10,11,5,54,42,77.0
-34,-37,-26,-10,-13,11,6,57,55,74.0
-61,-64,-45,-3,-5,4,4,56,51,62.0
-34,-38,-28,-7,-10,11,5,55,42,74.0
-35,-42,-24,-7,-21,9,5,56,54,77.0
-35,-39,-22,-8,-11,9,5,55,51,59.0
-35,-43,-26,-7,-9,9,6,55,50,58.0
-36,-40,-25,-13,-10,9,5,53,53,56.0
-35,-39,-28,-11,-16,12,5,55,50,74.0
-36,-39,-32,-6,-8,11,7,57,34,73.0
-30,-33,-23,-10,-12,9,5,55,51,76.0
-35,-42,-27,-13,-9,10,5,56,54,74.0
-35,-43,-26,-7,-16,9,5,56,34,59.0
-35,-42,-25,-9,-11,10,6,57,50,75.0
-35,-46,-27,-15,-10,10,6,55,36,77.0
-33,-39,-28,-7,-12,15,6,62,58,70.0
-33,-35,-29,-3,-5,6,3,38,34,44.0
-33,-38,-28,-7,-9,10,5,55,46,71.0
-35,-43,-26,-16,-13,11,5,55,30,70.0
-22,-27,-15,-3,-6,6,3,36,31,43.0
-33,-36,-28,-10,-7,15,5,50,43,53.0
-35,-39,-26,-11,-9,9,5,55,46,79.0
-33,-44,-27,-13,-9,10,5,55,53,80.0
-35,-42,-25,-7,-9,9,5,57,38,59.0
-34,-43,-26,-12,-9,10,6,56,32,77.0
-35,-44,-26,-7,-9,12,6,56,37,79.0
-36,-42,-20,-7,-9,10,6,57,49,71.0
-36,-42,-22,-7,-9,9,5,56,53,80.0
-33,-42,-27,-7,-9,10,5,56,52,76.0
-35,-44,-28,-7,-9,10,5,56,47,72.0
-36,-44,-28,-7,-8,11,6,42,38,46.0
-35,-39,-24,-11,-9,9,5,55,51,75.0
-35,-40,-28,-12,-9,9,5,56,54,76.0
-35,-39,-22,-7,-9,9,5,56,48,75.0
-35,-44,-26,-7,-9,11,6,56,38,80.0
-34,-42,-27,-7,-10,9,5,56,53,77.0
-35,-39,-27,-19,-9,10,5,56,55,72.0
-35,-38,-26,-12,-10,11,5,54,36,59.0
-35,-43,-27,-11,-8,10,6,55,38,73.0
-35,-39,-25,-14,-8,10,6,57,53,
