ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-34,-37,-31,-5,-9,9.0,7,68.0,66.0,84.0
-38,-42,-35,-6,-10,9.0,7,67.0,65.0,79.0
-38,-43,-35,-5,-10,14.0,7,68.0,63.0,71.0
-35,-42,-34,-5,-9,9.0,7,64.0,55.0,68.0
-38,-47,-34,-11,-9,7.0,16,70.0,69.0,89.0
-35,-40,-32,-9,-12,9.0,7,28.0,22.0,32.0
-31,-33,-24,-5,-13,7.0,6,40.0,37.0,43.0
-32,-35,-29,-7,-11,7.0,14,65.0,58.0,72.0
-34,-36,-31,-6,-15,12.0,8,65.0,62.0,68.0
-35,-39,-31,-5,-9,7.0,7,66.0,61.0,73.0
-40,-45,-30,-6,-10,7.0,6,67.0,63.0,72.0
-38,-42,-32,-8,-12,7.0,16,67.0,65.0,73.0
-49,-52,-46,-4,-7,10.0,7,67.0,65.0,71.0
-38,-45,-35,-6,-12,8.0,7,67.0,61.0,76.0
-34,-37,-24,-6,-10,13.0,7,66.0,55.0,75.0
-60,-63,-56,-3,-7,7.0,16,64.0,59.0,69.0
-40,-45,-34,-6,-11,8.0,7,17.0,14.0,20.0
-37,-43,-34,-5,-12,12.0,11,64.0,62.0,71.0
-42,-46,-37,-5,-9,9.0,8,26.0,22.0,31.0
-45,-63,-26,-12,-9,7.0,17,73.0,64.0,90.0
-33,-45,-29,-7,-11,10.0,7,22.0,19.0,26.0
-38,-43,-36,-6,-10,9.0,7,66.0,63.0,85.0
-35,-43,-34,-5,-11,9.0,7,67.0,55.0,81.0
-37,-45,-34,-6,-10,8.0,7,67.0,47.0,83.0
-37,-47,-33,-6,-11,13.0,7,59.0,53.0,64.0
-37,-43,-36,-6,-10,9.0,7,67.0,61.0,80.0
-38,-47,-34,-5,-9,8.0,7,66.0,51.0,82.0
-38,-44,-34,-6,-11,14.0,6,41.0,38.0,47.0
-42,-48,-35,-6,-10,8.0,7,68.0,65.0,73.0
-37,-46,-36,-6,-13,8.0,7,67.0,58.0,85.0
-37,-44,-35,-6,-11,8.0,7,66.0,56.0,70.0
-35,-50,-31,-11,-17,8.0,16,70.0,67.0,82.0
-63,-67,-52,-10,-8,10.0,7,65.0,45.0,79.0
-40,-48,-36,-6,-10,9.0,7,22.0,18.0,28.0
-38,-44,-35,-5,-10,9.0,7,67.0,63.0,71.0
-26,-33,-23,-5,-8,4.0,11,30.0,28.0,35.0
-35,-43,-31,-7,-12,11.0,8,25.0,22.0,29.0
-39,-41,-37,-7,-11,8.0,7,16.0,12.0,20.0
-43,-44,-35,-2,-6,7.0,5,86.0,81.0,91.0
-31,-37,-27,-9,-17,10.0,7,25.0,16.0,30.0
-35,-46,-22,-5,-9,5.0,3,66.0,61.0,72.0
-42,-45,-40,-5,-8,8.0,6,67.0,64.0,70.0
-34,-35,-29,-6,-10,11.0,9,59.0,55.0,61.0
-41,-44,-37,-6,-12,11.0,7,67.0,64.0,75.0
-37,-44,-34,-10,-13,8.0,7,67.0,63.0,70.0
-33,-37,-29,-5,-8,8.0,7,60.0,58.0,66.0
-42,-46,-39,-5,-10,10.0,7,30.0,27.0,33.0
-39,-42,-35,-7,-13,10.0,7,25.0,21.0,30.0
-32,-34,-25,-6,-9,8.0,6,17.0,13.0,21.0
-39,-42,-36,-10,-9,12.0,7,65.0,61.0,68.0
-69,-80,-64,-9,-4,5.0,3,39.0,38.0,43.0
-51,-54,-48,-6,-10,8.0,7,20.0,17.0,25.0
-38,-44,-36,-11,-7,9.0,7,23.0,20.0,26.0
-39,-42,-35,-6,-11,7.0,7,65.0,61.0,69.0
-32,-37,-22,-5,-9,9.0,7,21.0,16.0,24.0
-35,-40,-31,-6,-10,7.0,6,20.0,17.0,25.0
-32,-39,-23,-5,-8,8.0,12,68.0,60.0,74.0
-33,-37,-25,-5,-8,12.0,7,65.0,58.0,70.0
-38,-42,-35,-3,-8,9.0,7,63.0,61.0,67.0
-50,-53,-47,-10,-6,7.0,3,93.0,88.0,98.0
-33,-36,-30,-6,-10,7.0,13,16.0,12.0,19.0
-42,-46,-39,-5,-11,13.0,7,63.0,58.0,67.0
-37,-41,-34,-5,-9,8.0,6,61.0,56.0,64.0
-39,-46,-35,-7,-10,13.0,7,68.0,66.0,83.0
-39,-44,-37,-6,-14,9.0,7,28.0,20.0,32.0
-28,-32,-24,-6,-9,11.0,7,16.0,7.0,19.0
-36,-42,-34,-5,-10,11.0,7,67.0,52.0,82.0
-36,-40,-33,-8,-6,11.0,7,68.0,46.0,83.0
-37,-43,-33,-5,-9,10.0,7,68.0,52.0,84.0
-39,-43,-36,-5,-10,9.0,13,19.0,18.0,24.0
-37,-42,-34,-5,-8,9.0,7,25.0,21.0,29.0
-51,-54,-48,-2,-5,7.0,3,27.0,25.0,30.0
-19,-22,-16,-8,-11,7.0,6,71.0,69.0,74.0
-40,-45,-35,-6,-10,10.0,8,51.0,46.0,57.0
-33,-36,-30,-6,-11,9.0,7,68.0,66.0,75.0
-39,-46,-36,-5,-12,7.0,11,66.0,62.0,72.0
-35,-40,-30,-7,-10,8.0,6,69.0,66.0,82.0
-38,-43,-32,-5,-9,9.0,7,67.0,63.0,71.0
-36,-43,-33,-6,-10,8.0,6,68.0,63.0,77.0
-33,-37,-25,-11,-10,9.0,7,28.0,26.0,32.0
-36,-53,-34,-6,-9,,17,,,
