ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-91,-96,-84,-3,-12,12.0,4,57.0,49.0,62.0
-69,-72,-63,-12,-22,14.0,4,22.0,18.0,28.0
-74,-78,-66,-3,-12,6.0,7,29.0,24.0,38.0
-89,-94,-83,-8,-15,8.0,5,49.0,45.0,55.0
-64,-68,-59,-3,-16,12.0,8,64.0,54.0,77.0
-75,-80,-70,-12,-15,9.0,6,27.0,23.0,36.0
-73,-80,-65,-2,-5,10.0,4,27.0,17.0,33.0
-60,-72,-55,-6,-9,18.0,11,27.0,11.0,36.0
-80,-85,-75,-5,-18,14.0,5,24.0,19.0,30.0
-63,-67,-57,-5,-8,16.0,8,20.0,9.0,26.0
-79,-84,-73,-4,-8,9.0,4,28.0,19.0,31.0
-84,-89,-78,-4,-11,22.0,14,24.0,13.0,29.0
-77,-81,-72,-5,-8,15.0,3,72.0,70.0,82.0
-71,-76,-65,-7,-10,17.0,3,54.0,42.0,64.0
-85,-91,-79,-9,-13,14.0,5,20.0,7.0,28.0
-75,-83,-67,-3,-12,5.0,4,50.0,39.0,60.0
-78,-86,-73,-7,-12,13.0,8,32.0,26.0,37.0
-75,-79,-71,-3,-18,11.0,9,35.0,29.0,39.0
-81,-87,-78,-4,-12,15.0,3,56.0,49.0,67.0
-68,-72,-62,-5,-10,16.0,8,67.0,64.0,85.0
-85,-90,-80,-5,-14,9.0,3,42.0,31.0,53.0
-64,-69,-59,-2,-2,6.0,3,79.0,72.0,91.0
-76,-78,-70,-7,-13,14.0,6,66.0,62.0,69.0
-78,-86,-72,-2,-17,13.0,8,24.0,17.0,29.0
-54,-59,-48,-5,-9,16.0,8,70.0,58.0,79.0
-84,-87,-81,-2,-19,11.0,6,65.0,59.0,75.0
-69,-76,-63,-4,-6,8.0,4,16.0,4.0,25.0
-73,-80,-64,-8,-11,14.0,6,24.0,19.0,30.0
-69,-76,-62,-15,-10,11.0,6,64.0,58.0,80.0
-75,-80,-71,-8,-12,19.0,9,36.0,32.0,42.0
-86,-98,-78,-6,-9,9.0,2,29.0,22.0,34.0
-54,-56,-49,-7,-14,11.0,8,32.0,24.0,37.0
-68,-72,-62,-8,-17,9.0,6,21.0,14.0,27.0
-76,-81,-70,-8,-7,8.0,3,55.0,38.0,62.0
-69,-75,-58,-5,-11,16.0,3,64.0,57.0,72.0
-74,-82,-69,-8,-11,,10,,,
