ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-35,-40,-27,-8,-14,10,14,67,50,81
-34,-41,-28,-7,-13,11,20,67,60,79
-33,-39,-25,-6,-13,10,23,68,54,75
-34,-42,-28,-7,-12,11,17,68,65,80
-34,-42,-23,-6,-11,10,9,68,62,82
-35,-42,-27,-7,-13,13,10,68,52,81
-32,-42,-26,-6,-12,10,21,69,66,81
-33,-41,-24,-5,-11,10,8,69,53,83
-33,-40,-27,-7,-12,10,8,68,64,83
-33,-40,-28,-7,-12,10,14,24,22,28
-34,-41,-27,-6,-12,10,14,68,44,82
-34,-47,-24,-6,-12,12,10,68,52,80
-34,-41,-26,-6,-12,11,10,68,62,85
-34,-40,-28,-7,-12,10,26,68,58,83
-35,-40,-29,-7,-12,10,21,69,65,81
-33,-41,-27,-6,-11,10,9,68,62,83
-33,-40,-26,-7,-12,10,9,69,65,83
-34,-40,-26,-6,-12,11,23,68,60,77
-34,-40,-24,-6,-13,14,11,68,65,83
-34,-39,-28,-5,-12,10,9,68,58,79
-34,-41,-25,-6,-12,10,25,68,63,83
-35,-41,-27,-7,-12,9,35,68,61,82
-34,-40,-28,-6,-12,10,9,68,55,79
-34,-43,-27,-6,-12,11,20,68,66,83
-34,-40,-27,-6,-12,11,23,69,64,82
-34,-42,-28,-7,-13,9,27,68,62,82
-33,-49,-28,-7,-12,9,8,19,17,22
-33,-37,-25,-6,-13,11,10,69,47,85
-32,-42,-23,-6,-12,10,30,69,64,88
-35,-41,-32,-7,-12,11,9,69,66,81
-34,-41,-27,-6,-14,11,8,68,66,83
-33,-40,-27,-7,-12,9,13,68,58,80
-37,-41,-36,-7,-15,9,19,68,56,80
-34,-41,-28,-7,-13,10,8,68,50,83
-34,-40,-27,-6,-12,11,9,69,65,80
-34,-41,-28,-6,-12,10,8,69,50,80
-33,-41,-23,-6,-12,11,16,20,18,24
-33,-36,-27,-6,-11,10,9,20,17,23
-34,-41,-27,-7,-14,10,9,69,56,77
-34,-43,-23,-6,-11,10,8,69,62,81
-33,-40,-25,-8,-12,10,9,69,58,82
-33,-40,-27,-6,-12,11,9,69,60,81
-33,-37,-27,-6,-12,10,16,69,59,81
-31,-35,-26,-6,-11,13,11,69,63,80
-33,-40,-24,-6,-12,11,9,69,61,83
-34,-41,-27,-7,-13,9,16,68,59,80
-34,-40,-20,-6,-12,16,14,69,68,83
-33,-39,-26,-6,-11,10,13,68,53,85
-33,-41,-28,-8,-13,10,14,69,58,78
-34,-41,-27,-7,-12,11,15,68,61,82
-32,-37,-27,-6,-11,10,17,70,47,74
-34,-42,-28,-7,-11,11,9,69,58,80
-34,-41,-27,-6,-12,11,9,68,57,85
-32,-40,-26,-6,-12,12,9,69,46,70
-33,-39,-23,-6,-12,11,10,71,68,81
-33,-40,-27,-7,-12,10,21,69,63,87
-33,-41,-26,-7,-12,11,9,69,57,83
-33,-43,-21,-6,-12,15,12,68,64,81
-32,-36,-26,-7,-11,10,9,69,49,82
-33,-36,-27,-7,-12,10,28,69,59,83
-33,-36,-26,-6,-12,10,9,69,66,85
-35,-40,-26,-8,-13,11,22,68,65,77
-34,-40,-24,-7,-11,10,17,70,64,82
-32,-46,-26,-6,-11,10,33,69,56,81
-32,-40,-24,-5,-12,10,9,70,62,82
-32,-36,-26,-6,-12,11,36,70,61,71
-32,-39,-27,-7,-11,11,15,70,54,85
-33,-40,-27,-6,-11,12,9,70,65,86
-32,-40,-26,-6,-12,13,9,69,56,90
-34,-46,-25,-6,-12,11,9,70,66,82
-33,-40,-28,-7,-12,10,31,70,68,79
-34,-40,-24,-6,-11,11,8,69,59,89
