ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-31,-35,-27,-4,-6,8.0,7,30.0,25.0,35.0
-44,-47,-42,-10,-6,8.0,13,17.0,13.0,19.0
-48,-51,-43,-12,-8,3.0,2,26.0,21.0,28.0
-34,-38,-31,-5,-7,8.0,13,34.0,27.0,38.0
-30,-38,-27,-7,-9,8.0,8,20.0,12.0,24.0
-35,-39,-30,-5,-9,11.0,11,38.0,36.0,44.0
-49,-52,-46,-9,-8,5.0,3,30.0,26.0,36.0
-38,-43,-35,-2,-5,6.0,2,28.0,23.0,34.0
-44,-46,-42,-11,-7,5.0,8,45.0,42.0,49.0
-48,-50,-45,-6,-4,8.0,2,20.0,15.0,25.0
-45,-50,-43,-9,-7,9.0,7,43.0,37.0,47.0
-29,-32,-27,-8,-4,4.0,13,39.0,36.0,42.0
-41,-45,-38,-8,-13,5.0,4,16.0,12.0,18.0
-38,-42,-30,-11,-13,4.0,12,72.0,64.0,77.0
-65,-69,-61,-3,-7,8.0,7,21.0,16.0,25.0
-29,-33,-21,-10,-14,11.0,21,29.0,26.0,34.0
-33,-40,-30,-8,-10,5.0,10,24.0,20.0,28.0
-31,-35,-30,-11,-7,13.0,10,25.0,20.0,31.0
-43,-47,-33,-4,-9,5.0,4,21.0,18.0,23.0
-43,-44,-41,-7,-9,12.0,16,24.0,21.0,31.0
-40,-48,-34,-14,-9,12.0,8,78.0,74.0,99.0
-43,-45,-40,-13,-8,18.0,10,75.0,65.0,89.0
-32,-43,-21,-14,-11,5.0,3,32.0,26.0,37.0
-46,-50,-44,-19,-5,6.0,13,78.0,75.0,82.0
-30,-35,-19,-12,-6,8.0,6,17.0,13.0,19.0
-29,-33,-21,-9,-15,5.0,9,26.0,22.0,32.0
-43,-49,-38,-3,-8,6.0,5,17.0,12.0,25.0
-31,-35,-26,-7,-11,6.0,17,23.0,16.0,27.0
-39,-43,-36,-2,-3,4.0,8,74.0,66.0,80.0
-43,-45,-37,-13,-6,19.0,10,25.0,10.0,33.0
-31,-36,-23,-7,-11,9.0,20,32.0,28.0,38.0
-31,-35,-28,-8,-11,9.0,12,18.0,14.0,25.0
-31,-36,-27,-10,-11,9.0,17,22.0,18.0,25.0
-44,-48,-37,-9,-4,4.0,8,76.0,70.0,93.0
-44,-48,-40,-7,-10,10.0,6,82.0,78.0,85.0
-44,-46,-40,-15,-3,6.0,12,77.0,71.0,82.0
-27,-30,-21,-9,-11,8.0,6,25.0,21.0,28.0
-31,-35,-25,-8,-5,6.0,5,36.0,31.0,38.0
-31,-35,-21,-9,-12,8.0,25,94.0,91.0,96.0
-45,-48,-43,-2,-6,4.0,2,19.0,13.0,29.0
-37,-42,-21,-2,-4,7.0,3,21.0,18.0,24.0
-41,-44,-40,-8,-11,6.0,11,23.0,21.0,26.0
-30,-35,-26,-8,-11,7.0,12,20.0,14.0,25.0
-31,-38,-20,-8,-11,6.0,19,59.0,50.0,64.0
-31,-38,-28,-9,-13,5.0,18,58.0,54.0,63.0
-31,-35,-27,-8,-11,9.0,13,81.0,76.0,88.0
-41,-44,-40,-14,-18,4.0,8,77.0,75.0,93.0
-51,-54,-48,-2,-6,9.0,3,43.0,39.0,45.0
-28,-36,-19,-8,-11,12.0,8,20.0,17.0,22.0
-52,-55,-48,-7,-9,11.0,15,80.0,79.0,95.0
-37,-39,-31,-3,-3,6.0,4,26.0,22.0,31.0
-53,-58,-49,-11,-4,21.0,12,79.0,73.0,116.0
-48,-52,-46,-3,-5,6.0,2,33.0,28.0,38.0
-41,-46,-37,-4,-10,6.0,5,50.0,46.0,54.0
-35,-42,-30,-3,-9,7.0,3,37.0,33.0,41.0
-37,-41,-33,-8,-9,9.0,6,22.0,17.0,30.0
-36,-39,-33,-14,-7,11.0,8,70.0,64.0,75.0
-47,-50,-43,-10,-6,21.0,11,77.0,73.0,94.0
-51,-53,-36,-9,-9,3.0,11,16.0,11.0,19.0
-30,-33,-20,-9,-6,5.0,3,17.0,13.0,22.0
-59,-62,-54,-5,-7,16.0,8,73.0,67.0,79.0
-31,-34,-27,-9,-13,7.0,20,23.0,20.0,25.0
-28,-30,-21,-8,-11,10.0,15,19.0,16.0,24.0
-41,-45,-31,-12,-15,5.0,9,77.0,73.0,95.0
-30,-34,-18,-7,-12,11.0,31,26.0,22.0,30.0
-31,-40,-20,-8,-12,6.0,7,75.0,73.0,93.0
-31,-37,-27,-9,-18,9.0,20,31.0,29.0,34.0
-42,-45,-41,-11,-13,4.0,8,77.0,72.0,92.0
-31,-34,-25,-7,-9,11.0,9,19.0,18.0,23.0
-30,-34,-26,-14,-10,6.0,4,34.0,26.0,40.0
-30,-37,-20,-7,-11,6.0,16,23.0,17.0,34.0
-46,-49,-44,-10,-13,,8,,,
