ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-39,-53,-29,-10.0,-15,14.0,9.0,68,61,76
-58,-66,-50,-19.0,-9,2.0,12.0,72,47,91
-95,-126,-77,-24.0,-19,14.0,5.0,62,7,73
-61,-68,-56,-15.0,-19,14.0,5.0,69,67,75
-38,-52,-29,-10.0,-14,14.0,5.0,70,59,76
-40,-52,-29,-2.0,-19,14.0,9.0,70,48,76
-49,-52,-30,,-9,1.0,12.0,73,48,92
-96,-129,-78,-11.0,-16,13.0,8.0,56,43,66
-60,-68,-56,-8.0,-14,14.0,9.0,74,59,98
-61,-68,-58,-16.0,-21,14.0,5.0,75,64,95
-53,-66,-34,,-10,1.0,12.0,72,55,91
-96,-131,-78,-13.0,-23,14.0,4.0,77,73,94
-39,-55,-31,-15.0,-20,13.0,8.0,76,62,98
-39,-52,-29,-13.0,-38,14.0,5.0,75,68,78
-51,-58,-47,,-9,2.0,12.0,72,50,92
-58,-61,-46,-8.0,-20,14.0,5.0,62,56,68
-61,-66,-57,-16.0,-20,14.0,9.0,74,63,102
-37,-51,-28,-13.0,-23,15.0,9.0,71,60,76
-60,-80,-56,-17.0,-13,17.0,8.0,70,48,73
-62,-68,-54,-18.0,-22,15.0,9.0,66,57,73
-58,-71,-49,-14.0,-9,1.0,12.0,72,48,90
-95,-122,-77,-2.0,-19,14.0,4.0,67,61,73
-39,-58,-30,-16.0,-14,14.0,9.0,77,75,94
-38,-52,-29,-16.0,-18,14.0,5.0,77,68,95
-39,-54,-28,-9.0,-16,14.0,4.0,71,58,74
-41,-54,-30,-2.0,-17,14.0,9.0,75,55,96
-51,-54,-34,,-19,11.0,2.0,64,42,82
-98,-130,-81,-13.0,-21,15.0,5.0,68,61,72
-40,-56,-31,-19.0,-14,14.0,5.0,65,54,71
-40,-53,-29,-9.0,-15,15.0,5.0,70,60,99
-41,-52,-29,-11.0,-16,14.0,8.0,76,68,95
-60,-64,-56,-9.0,-20,14.0,8.0,77,60,97
-35,-50,-25,-14.0,-35,18.0,8.0,80,71,97
-61,-68,-54,-2.0,-38,14.0,4.0,77,61,92
-40,-53,-26,-2.0,-20,14.0,9.0,76,7,100
-51,-122,-29,,-18,11.0,,64,38,83
-94,-124,-76,-14.0,-26,14.0,9.0,67,62,75
-39,-54,-28,-25.0,-18,14.0,9.0,67,56,74
-40,-51,-30,-9.0,-24,14.0,8.0,67,54,70
-51,-53,-32,,-19,11.0,3.0,64,35,82
-97,-129,-80,-14.0,-17,15.0,4.0,61,48,72
-40,-52,-30,-19.0,-15,15.0,5.0,71,65,77
-39,-54,-28,-14.0,-36,14.0,5.0,68,47,77
-39,-53,-30,-12.0,-25,15.0,9.0,78,61,96
-47,-60,-44,-17.0,-8,1.0,12.0,72,51,90
-98,-132,-81,-10.0,-18,14.0,4.0,59,47,62
-56,-63,-55,-20.0,-24,14.0,4.0,71,62,74
-58,-62,-54,-18.0,-11,18.0,8.0,76,69,81
-38,-42,-14,-11.0,-34,,,49,29,70
-94,-126,-74,-9.0,-14,14.0,4.0,70,63,73
-41,-55,-30,-2.0,-16,14.0,4.0,73,58,98
-59,-69,-56,-13.0,-14,14.0,5.0,72,66,94
-62,-66,-56,-13.0,-18,17.0,8.0,74,65,98
-40,-52,-30,-17.0,-14,14.0,4.0,71,63,95
-40,-52,-29,-9.0,-15,14.0,8.0,76,35,101
-56,-62,-54,-19.0,-22,15.0,5.0,75,63,78
-57,-64,-53,-6.0,-37,18.0,2.0,80,71,101
-62,-65,-54,-3.0,-24,14.0,9.0,74,73,96
-61,-66,-56,-14.0,-24,15.0,9.0,74,64,97
-39,-55,-29,-15.0,-23,15.0,5.0,79,70,100
-59,-73,-55,-11.0,-39,15.0,9.0,78,36,101
-64,-68,-58,-12.0,-21,15.0,9.0,78,69,97
-38,-52,-27,-26.0,-19,15.0,4.0,78,67,96
-60,-63,-53,-9.0,-12,18.0,8.0,62,52,84
-59,-66,-56,-10.0,-13,15.0,4.0,76,72,99
-38,-54,-28,-11.0,-14,15.0,9.0,78,48,99
