ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-38,-41,-37,-2,-6,2.0,4,39.0,36.0,46.0
-24,-27,-19,-8,-6,3.0,17,19.0,17.0,20.0
-32,-36,-20,-20,-2,4.0,11,39.0,36.0,41.0
-27,-32,-20,-7,-6,5.0,35,37.0,35.0,39.0
-45,-50,-34,-20,-6,6.0,24,34.0,32.0,38.0
-23,-25,-20,-7,-5,6.0,5,33.0,29.0,37.0
-29,-31,-25,-5,-3,5.0,13,53.0,50.0,55.0
-34,-36,-27,-2,-4,5.0,4,36.0,33.0,40.0
-20,-21,-18,-3,-6,4.0,2,26.0,23.0,30.0
-25,-27,-23,-5,-8,1.0,18,36.0,33.0,37.0
-31,-32,-28,-14,-2,2.0,9,17.0,15.0,22.0
-25,-27,-24,-7,-6,4.0,10,18.0,17.0,21.0
-20,-22,-20,-4,-6,4.0,3,23.0,21.0,25.0
-24,-28,-21,-11,-6,4.0,4,19.0,14.0,25.0
-26,-28,-23,-7,-5,4.0,6,20.0,16.0,23.0
-27,-31,-19,-7,-6,4.0,12,17.0,16.0,19.0
-28,-30,-26,-13,-4,13.0,9,22.0,20.0,25.0
-27,-29,-21,-7,-5,4.0,15,35.0,32.0,37.0
-25,-27,-22,-12,-3,4.0,10,55.0,53.0,59.0
-25,-26,-18,-8,-5,5.0,9,23.0,20.0,24.0
-30,-33,-28,-6,-4,14.0,6,51.0,49.0,53.0
-26,-28,-20,-9,-5,6.0,4,49.0,45.0,51.0
-21,-25,-19,-18,-3,4.0,3,57.0,52.0,63.0
-30,-35,-26,-8,-5,6.0,16,18.0,16.0,21.0
-26,-29,-24,-2,-4,2.0,5,50.0,47.0,54.0
-25,-29,-20,-7,-3,5.0,3,22.0,21.0,25.0
-25,-27,-23,-19,-3,5.0,13,54.0,46.0,56.0
-29,-33,-27,-9,-5,4.0,12,42.0,40.0,44.0
-29,-34,-24,-2,-4,13.0,6,51.0,48.0,64.0
-21,-23,-18,-11,-3,5.0,4,19.0,13.0,21.0
-30,-34,-27,-3,-8,4.0,8,20.0,18.0,22.0
-35,-37,-34,-2,-3,3.0,6,29.0,26.0,32.0
-46,-48,-39,-7,-2,4.0,9,24.0,15.0,32.0
-36,-37,-21,-11,-2,2.0,10,19.0,9.0,22.0
-48,-49,-43,-2,-3,5.0,3,37.0,31.0,41.0
-29,-33,-26,-2,-3,4.0,7,54.0,47.0,72.0
-30,-31,-28,-13,-4,13.0,8,56.0,52.0,59.0
-30,-32,-28,-7,-4,5.0,8,57.0,55.0,65.0
-46,-47,-40,-12,-3,5.0,3,42.0,39.0,44.0
-50,-52,-43,-32,-7,4.0,8,55.0,54.0,59.0
-22,-27,-20,-7,-5,4.0,3,37.0,34.0,39.0
-20,-23,-18,-6,-3,4.0,3,19.0,17.0,22.0
-32,-35,-31,-17,-3,5.0,4,45.0,41.0,52.0
-22,-25,-20,-7,-6,4.0,22,25.0,22.0,28.0
-32,-37,-30,-14,-8,6.0,4,18.0,15.0,20.0
-23,-26,-20,-9,-7,4.0,20,31.0,30.0,33.0
-27,-31,-19,-8,-6,5.0,9,52.0,48.0,53.0
-20,-30,-18,-30,-7,5.0,11,17.0,11.0,19.0
-26,-29,-25,-8,-2,6.0,10,57.0,54.0,58.0
-26,-28,-19,-19,-2,4.0,3,28.0,25.0,31.0
-33,-37,-26,-8,-11,3.0,14,26.0,24.0,28.0
-22,-25,-16,-9,-5,6.0,3,26.0,24.0,29.0
-28,-30,-26,-17,-5,8.0,6,51.0,48.0,56.0
-28,-31,-26,-8,-5,5.0,3,40.0,36.0,44.0
-39,-42,-36,-19,-4,4.0,28,48.0,45.0,51.0
-30,-31,-28,-9,-4,4.0,3,30.0,27.0,33.0
-47,-49,-42,-10,-4,8.0,10,24.0,18.0,27.0
-30,-32,-27,-14,-9,4.0,3,20.0,16.0,23.0
-26,-32,-25,-2,-4,4.0,3,19.0,16.0,22.0
-37,-38,-33,-16,-5,4.0,55,32.0,29.0,33.0
-46,-47,-42,-29,-3,5.0,9,53.0,50.0,57.0
-40,-42,-34,-2,-4,6.0,3,32.0,30.0,34.0
-25,-27,-24,-2,-3,5.0,4,40.0,37.0,41.0
-31,-33,-28,-2,-4,4.0,3,24.0,21.0,26.0
-25,-31,-24,-5,-12,5.0,11,19.0,15.0,26.0
-22,-24,-17,-11,-2,5.0,11,22.0,21.0,25.0
-27,-28,-17,-8,-4,8.0,10,38.0,36.0,44.0
-48,-49,-33,-28,-10,6.0,9,18.0,14.0,21.0
-29,-32,-25,-7,-5,5.0,4,50.0,44.0,52.0
-24,-38,-23,-9,-6,4.0,5,20.0,19.0,23.0
-22,-25,-18,-10,-4,5.0,15,17.0,16.0,20.0
-29,-39,-14,-8,-6,4.0,23,37.0,34.0,38.0
-26,-28,-24,-8,-1,10.0,21,23.0,21.0,25.0
-37,-38,-35,-11,-4,2.0,16,24.0,19.0,37.0
-27,-30,-24,-8,-3,5.0,9,51.0,49.0,53.0
-26,-28,-17,-8,-5,5.0,4,21.0,19.0,22.0
-48,-50,-43,-30,-7,2.0,28,21.0,19.0,23.0
-27,-30,-25,-9,-7,4.0,2,27.0,25.0,31.0
-21,-22,-18,-6,-2,14.0,6,50.0,46.0,53.0
-24,-28,-20,-7,-5,4.0,29,41.0,38.0,43.0
-25,-27,-23,-4,-8,3.0,7,17.0,8.0,19.0
-23,-25,-20,-7,-5,5.0,9,17.0,16.0,20.0
-27,-28,-25,-46,-3,11.0,6,48.0,44.0,50.0
-23,-34,-22,-7,-5,4.0,19,28.0,26.0,31.0
-23,-36,-19,-8,-5,4.0,14,34.0,32.0,37.0
-27,-31,-25,-23,-6,9.0,12,48.0,42.0,50.0
-27,-29,-25,-12,-5,4.0,39,18.0,17.0,20.0
-26,-27,-25,-9,-5,5.0,3,45.0,40.0,46.0
-24,-26,-17,-5,-6,5.0,3,25.0,19.0,27.0
-28,-30,-25,-17,-5,4.0,8,18.0,13.0,19.0
-27,-41,-25,-7,-3,6.0,4,26.0,23.0,30.0
-28,-32,-26,-8,-7,5.0,3,18.0,16.0,22.0
-20,-22,-18,-3,-6,3.0,6,18.0,16.0,20.0
-21,-23,-20,-2,-4,11.0,7,55.0,53.0,57.0
-51,-53,-47,-20,-5,5.0,74,46.0,44.0,47.0
-26,-29,-24,-7,-2,,4,,,
-48,-49,-45,-2,-6,0.0,9,24.0,22.0,34.0
-39,-42,-37,-43,-3,6.0,14,50.0,49.0,53.0
