ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-55,-68,-51,-7,-14,12.0,19.0,72.0,50.0,92.0
-32,-48,-23,-7,-14,13.0,24.0,72.0,48.0,91.0
-62,-66,-56,-8,-15,12.0,21.0,71.0,51.0,90.0
-32,-47,-23,-7,-14,13.0,18.0,72.0,51.0,91.0
-33,-48,-22,-7,-14,14.0,22.0,73.0,53.0,92.0
-33,-49,-22,-7,-14,13.0,24.0,73.0,53.0,92.0
-34,-47,-23,-7,-14,13.0,24.0,73.0,48.0,92.0
-33,-48,-23,-7,-14,13.0,21.0,73.0,51.0,92.0
-32,-48,-23,-7,-14,13.0,22.0,72.0,51.0,92.0
-54,-61,-51,-7,-14,13.0,24.0,73.0,50.0,92.0
-61,-67,-54,-7,-14,13.0,23.0,73.0,49.0,93.0
-60,-71,-55,-7,-14,14.0,24.0,73.0,52.0,93.0
-62,-69,-59,-7,-14,12.0,18.0,72.0,50.0,93.0
-66,-71,-59,-7,-14,13.0,23.0,72.0,52.0,92.0
-33,-47,-23,-7,-14,,23.0,73.0,48.0,92.0
-32,-47,-23,-7,-14,13.0,21.0,72.0,49.0,91.0
-33,-48,-23,-7,-14,13.0,20.0,72.0,50.0,92.0
-32,-47,-23,-7,-13,13.0,19.0,72.0,50.0,91.0
-34,-49,-23,-8,-14,71.0,23.0,72.0,51.0,91.0
-34,-48,-23,-8,-14,13.0,17.0,72.0,51.0,92.0
-33,-48,-23,-7,-15,13.0,21.0,73.0,48.0,92.0
-33,-48,-23,-7,-13,13.0,9.0,73.0,51.0,93.0
-34,-48,-23,-7,-14,13.0,21.0,73.0,49.0,93.0
-34,-50,-23,-7,-14,13.0,23.0,73.0,48.0,93.0
-34,-48,-23,-7,-14,13.0,20.0,73.0,49.0,93.0
-34,-48,-23,-7,-13,13.0,9.0,73.0,48.0,93.0
-55,-65,-51,-7,-14,13.0,21.0,72.0,50.0,93.0
-33,-47,-23,-7,-14,14.0,19.0,73.0,51.0,93.0
-32,-47,-23,-7,-14,14.0,19.0,73.0,52.0,93.0
-33,-48,-23,-8,-14,13.0,21.0,72.0,53.0,93.0
-32,-48,-23,-7,-13,13.0,9.0,72.0,50.0,92.0
-33,-47,-22,-7,-14,13.0,21.0,73.0,49.0,92.0
-63,-73,-56,-7,-14,13.0,21.0,72.0,52.0,92.0
-33,-47,-22,-7,-13,14.0,19.0,74.0,52.0,93.0
-34,-48,-23,-8,-14,13.0,18.0,73.0,50.0,93.0
-33,-47,-24,-7,-14,13.0,24.0,72.0,50.0,92.0
-33,-48,-22,-7,-13,14.0,20.0,74.0,50.0,94.0
-33,-48,-22,-7,-13,13.0,21.0,74.0,52.0,93.0
-33,-48,-23,-7,-14,13.0,9.0,73.0,51.0,94.0
-65,-70,-56,-7,-13,13.0,9.0,73.0,53.0,92.0
-62,-69,-58,-7,-14,14.0,23.0,74.0,51.0,94.0
-32,-47,-23,-7,-13,14.0,18.0,74.0,49.0,93.0
-33,-47,-23,-7,-13,13.0,23.0,73.0,49.0,93.0
-31,-46,-22,-7,-13,14.0,24.0,73.0,53.0,92.0
-33,-48,-22,-7,-14,14.0,18.0,73.0,51.0,93.0
-63,-70,-55,-8,-13,13.0,22.0,73.0,52.0,92.0
-33,-47,-22,-7,-13,13.0,21.0,73.0,54.0,92.0
-32,-47,-22,-7,-13,13.0,9.0,73.0,51.0,93.0
-33,-48,-22,-7,-13,14.0,25.0,74.0,52.0,93.0
-32,-46,-23,-7,-13,14.0,19.0,73.0,50.0,94.0
-33,-47,-23,-8,-13,13.0,20.0,73.0,49.0,93.0
-32,-47,-23,-8,-13,13.0,20.0,72.0,53.0,92.0
-33,-47,-22,-7,-13,14.0,24.0,74.0,54.0,94.0
-33,-47,-22,-7,-13,,,,,
