ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-39,-43,-37,-2,-7,7.0,3,17.0,,21.0
-44,-47,-42,-5,-14,7.0,3,31.0,25.0,35.0
-45,-48,-44,-5,-11,7.0,3,27.0,24.0,29.0
-37,-43,-33,-7,-12,,3,,,
-37,-42,-32,-6,-13,6.0,3,24.0,20.0,29.0
-36,-40,-32,-4,-10,10.0,3,23.0,19.0,27.0
-36,-39,-32,-6,-11,6.0,3,23.0,19.0,29.0
-37,-43,-32,-7,-11,6.0,4,24.0,19.0,29.0
-37,-42,-32,-5,-13,6.0,3,30.0,26.0,35.0
-37,-41,-32,-4,-8,9.0,3,25.0,21.0,30.0
-37,-42,-32,-5,-13,6.0,3,19.0,15.0,24.0
-38,-42,-31,-9,-13,6.0,3,22.0,20.0,25.0
-37,-44,-32,-8,-11,6.0,3,28.0,24.0,34.0
-36,-38,-32,-5,-9,9.0,3,26.0,25.0,30.0
-36,-41,-31,-5,-12,7.0,3,27.0,21.0,31.0
-37,-41,-30,-8,-12,6.0,11,20.0,17.0,21.0
-36,-40,-30,-8,-12,5.0,3,22.0,17.0,27.0
-35,-38,-31,-4,-10,7.0,3,26.0,25.0,29.0
-40,-49,-38,-6,-11,6.0,3,18.0,8.0,24.0
-41,-46,-40,-8,-12,5.0,3,19.0,17.0,22.0
-40,-48,-37,-9,-13,6.0,3,18.0,15.0,20.0
-41,-47,-38,-5,-11,8.0,3,19.0,4.0,24.0
-42,-46,-39,-4,-12,7.0,4,18.0,17.0,21.0
-40,-47,-37,-6,-13,7.0,4,20.0,15.0,25.0
-40,-47,-37,-6,-13,7.0,3,21.0,20.0,25.0
-41,-49,-39,-4,-6,10.0,3,25.0,23.0,27.0
-42,-46,-37,-9,-12,6.0,3,19.0,16.0,26.0
-41,-47,-37,-8,-13,6.0,3,18.0,15.0,20.0
-42,-48,-38,-8,-11,6.0,3,26.0,24.0,28.0
-42,-46,-39,-5,-7,9.0,3,23.0,18.0,27.0
-33,-38,-28,-8,-15,17.0,6,27.0,24.0,29.0
-42,-50,-39,-8,-11,6.0,3,19.0,17.0,22.0
-42,-50,-39,-8,-11,6.0,3,31.0,28.0,33.0
-41,-45,-39,-4,-6,10.0,3,23.0,18.0,28.0
-36,-40,-28,-8,-11,6.0,12,22.0,18.0,27.0
-41,-44,-39,-8,-11,6.0,3,20.0,19.0,23.0
-41,-50,-40,-8,-11,5.0,3,24.0,22.0,27.0
-42,-46,-40,-5,-12,9.0,2,23.0,22.0,27.0
-37,-41,-30,-8,-7,8.0,3,19.0,17.0,21.0
-40,-43,-39,-8,-11,6.0,3,19.0,12.0,24.0
-37,-40,-30,-8,-12,7.0,3,25.0,22.0,26.0
-41,-49,-39,-8,-10,6.0,3,22.0,18.0,23.0
-41,-45,-39,-5,-6,9.0,2,22.0,18.0,27.0
-36,-40,-29,-8,-11,7.0,3,24.0,18.0,27.0
-40,-44,-39,-8,-13,6.0,3,18.0,10.0,24.0
-40,-43,-38,-8,-11,6.0,3,24.0,19.0,29.0
-36,-40,-29,-4,-6,9.0,3,20.0,17.0,22.0
-38,-42,-31,-9,-12,7.0,3,19.0,16.0,25.0
-37,-42,-30,-9,-12,7.0,11,23.0,17.0,26.0
-44,-51,-43,-8,-13,6.0,3,19.0,10.0,25.0
-37,-40,-32,-8,-11,6.0,3,20.0,18.0,22.0
-38,-42,-25,-5,-12,7.0,4,19.0,16.0,21.0
-36,-39,-32,-8,-11,6.0,3,22.0,18.0,28.0
-36,-42,-31,-7,-12,7.0,4,20.0,16.0,26.0
-37,-50,-29,-5,-11,10.0,3,20.0,18.0,22.0
-39,-43,-39,-8,-11,6.0,3,21.0,19.0,24.0
-44,-49,-43,-8,-13,6.0,3,21.0,20.0,24.0
-36,-40,-28,-8,-11,6.0,3,23.0,18.0,28.0
-36,-39,-28,-4,-11,7.0,3,25.0,23.0,28.0
-37,-50,-30,-4,-11,10.0,3,26.0,22.0,32.0
-37,-41,-30,-4,-11,8.0,4,26.0,22.0,31.0
-36,-39,-28,-8,-11,6.0,3,21.0,18.0,22.0
-36,-38,-31,-8,-11,6.0,3,27.0,24.0,29.0
-37,-45,-29,-5,-7,9.0,2,24.0,17.0,27.0
-39,-42,-26,-5,-12,7.0,3,19.0,16.0,20.0
-36,-40,-30,-8,-11,8.0,4,24.0,22.0,27.0
-38,-41,-36,-5,-12,9.0,3,21.0,16.0,26.0
-39,-43,-38,-4,-10,11.0,3,31.0,29.0,34.0
-39,-42,-38,-8,-10,,3,,,
