ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-37,-46,-24,-18,-6,34.0,24,80,61,99
-35,-56,-25,-20,-32,30.0,37,81,59,97
-35,-56,-25,-21,-32,29.0,36,81,62,98
-35,-57,-24,-20,-32,,26,80,60,99
-37,-57,-24,-18,-32,24.0,24,81,60,98
-34,-58,-24,-18,-31,35.0,29,82,62,99
-36,-56,-25,-22,-32,33.0,25,81,61,99
-35,-47,-25,-21,-32,31.0,20,80,52,99
-37,-57,-24,-21,-32,28.0,20,82,62,99
-34,-45,-24,-21,-31,34.0,24,82,61,98
-37,-46,-25,-21,-32,23.0,31,80,59,98
-38,-56,-24,-21,-7,28.0,25,79,57,99
-33,-45,-24,-18,-31,34.0,23,82,62,99
-37,-56,-24,-18,-31,30.0,22,82,62,99
-35,-45,-24,-18,-32,33.0,22,81,60,99
-37,-46,-25,-22,-33,30.0,24,126,113,136
-45,-73,-31,-21,-42,9.0,36,81,65,100
-35,-44,-23,-17,-31,33.0,44,86,64,106
-35,-57,-24,-18,-32,24.0,38,83,62,101
-36,-55,-24,-18,-31,32.0,38,81,60,101
-38,-60,-25,-18,-7,22.0,29,81,60,100
-36,-56,-22,-18,-31,30.0,23,82,62,99
-35,-57,-24,-18,-32,30.0,23,82,62,99
-37,-46,-22,-18,-32,30.0,23,81,60,100
-36,-55,-24,-22,-32,25.0,34,81,60,101
-34,-57,-23,-22,-31,30.0,24,83,63,99
-37,-57,-36,-21,-31,33.0,26,83,63,100
-36,-45,-24,-18,-31,30.0,27,81,59,100
-35,-46,-24,-21,-32,34.0,26,80,56,100
-33,-75,-24,-18,-31,33.0,23,82,63,100
-35,-58,-24,-18,-32,35.0,23,82,61,99
-36,-46,-24,-18,-31,36.0,28,80,59,99
-37,-56,-25,-22,-7,,24,79,56,99
-34,-57,-24,-17,-31,25.0,25,82,63,100
-69,-85,-64,-18,-31,31.0,24,82,63,99
-71,-82,-65,-21,-31,26.0,25,81,61,99
-37,-55,-23,-21,-31,32.0,21,80,59,99
-34,-57,-24,-21,-31,33.0,27,83,62,100
-33,-65,-24,-18,-30,25.0,34,83,62,100
-35,-55,-24,-18,-32,32.0,28,82,61,100
-35,-56,-25,-18,-32,33.0,23,80,57,99
-34,-56,-23,-18,-31,31.0,30,82,61,101
-34,-56,-24,-22,-31,30.0,40,82,62,100
-35,-44,-24,-21,-31,36.0,20,82,63,100
-37,-56,-22,-21,-31,32.0,25,81,57,100
-35,-57,-24,-21,-32,23.0,20,82,60,100
-35,-56,-24,-21,-31,26.0,21,83,64,99
-34,-44,-23,-18,-31,26.0,38,83,61,100
-38,-56,-24,-19,-32,,27,80,57,100
-38,-46,-35,-18,-31,30.0,23,83,61,99
-35,-56,-23,-18,-31,28.0,28,83,63,102
