ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-39.0,-44.0,-35.0,-8.0,-12.0,7.0,7,67.0,47.0,84.0
-70.0,-91.0,-69.0,-32.0,-9.0,,52,,,
-38.0,-42.0,-35.0,-8.0,-11.0,8.0,7,67.0,53.0,84.0
-64.0,-77.0,-61.0,-29.0,-9.0,9.0,53,79.0,59.0,89.0
-38.0,-43.0,-27.0,-8.0,-11.0,7.0,6,68.0,65.0,86.0
-66.0,-70.0,-48.0,-33.0,-8.0,,62,,,
-39.0,-43.0,-36.0,-8.0,-14.0,7.0,7,67.0,46.0,87.0
,,,-30.0,,,59,,,
-38.0,-43.0,-36.0,-8.0,-11.0,7.0,7,69.0,38.0,83.0
-44.0,-47.0,-42.0,-46.0,-9.0,,58,,,
-38.0,-43.0,-27.0,-7.0,-10.0,8.0,19,69.0,49.0,90.0
-73.0,-97.0,-51.0,-46.0,-9.0,,63,,,
-38.0,-43.0,-26.0,-8.0,-11.0,8.0,19,68.0,53.0,89.0
-39.0,-42.0,-38.0,-32.0,-9.0,,55,,,
-37.0,-44.0,-28.0,-8.0,-11.0,8.0,23,67.0,58.0,89.0
-31.0,-37.0,-29.0,-38.0,-8.0,,60,,,
-39.0,-43.0,-37.0,-8.0,-12.0,7.0,14,68.0,40.0,86.0
-41.0,-46.0,-29.0,-8.0,-12.0,7.0,7,67.0,36.0,83.0
-56.0,-88.0,-41.0,-31.0,-9.0,,53,,,
-39.0,-43.0,-34.0,-8.0,-13.0,8.0,8,22.0,18.0,25.0
-67.0,-71.0,-63.0,-32.0,-8.0,,59,,,
-38.0,-43.0,-35.0,-7.0,-11.0,8.0,7,69.0,67.0,93.0
-40.0,-43.0,-38.0,-48.0,-9.0,,61,,,
-38.0,-43.0,-27.0,-8.0,-11.0,7.0,7,69.0,48.0,89.0
-55.0,-57.0,-37.0,-31.0,-9.0,10.0,59,78.0,76.0,84.0
-32.0,-33.0,-23.0,-2.0,-5.0,5.0,4,25.0,21.0,27.0
-35.0,-42.0,-28.0,-8.0,-14.0,8.0,15,70.0,44.0,88.0
-65.0,-90.0,-64.0,-33.0,-8.0,9.0,61,38.0,34.0,56.0
-34.0,-36.0,-29.0,-28.0,-12.0,8.0,6,70.0,50.0,89.0
-40.0,-45.0,-37.0,-8.0,-10.0,8.0,7,68.0,50.0,87.0
-56.0,-74.0,-37.0,-27.0,-9.0,6.0,52,80.0,69.0,86.0
-39.0,-43.0,-36.0,-8.0,-15.0,7.0,27,67.0,57.0,72.0
-34.0,-37.0,-32.0,-31.0,-8.0,,61,,,
-39.0,-44.0,-28.0,-8.0,-11.0,7.0,7,67.0,51.0,69.0
-42.0,-46.0,-40.0,-8.0,-11.0,7.0,7,67.0,57.0,83.0
-54.0,-66.0,-39.0,-29.0,-9.0,6.0,55,78.0,68.0,87.0
-39.0,-42.0,-37.0,-63.0,-13.0,7.0,6,65.0,61.0,82.0
-43.0,-49.0,-42.0,-8.0,-11.0,8.0,7,66.0,62.0,87.0
-42.0,-47.0,-31.0,-8.0,-11.0,7.0,7,68.0,42.0,88.0
-55.0,-82.0,-35.0,-31.0,-9.0,,57,,,
-40.0,-46.0,-29.0,-8.0,-12.0,7.0,7,69.0,41.0,89.0
-70.0,-99.0,-50.0,-31.0,-8.0,,57,,,
-37.0,-39.0,-34.0,-8.0,-11.0,8.0,7,65.0,38.0,81.0
-39.0,-45.0,-28.0,-9.0,-12.0,7.0,17,68.0,64.0,85.0
-49.0,-54.0,-32.0,-6.0,-9.0,,54,,,
-52.0,-54.0,-43.0,-8.0,-11.0,8.0,7,65.0,53.0,84.0
-32.0,,-29.0,,-9.0,,7,,,
,,,,,,22,,,
-44.0,,-38.0,-38.0,-10.0,8.0,7,67.0,47.0,85.0
-39.0,-44.0,-27.0,-8.0,-10.0,7.0,38,66.0,59.0,83.0
-49.0,-52.0,-34.0,-6.0,-8.0,11.0,60,80.0,60.0,90.0
-39.0,-44.0,-25.0,-8.0,-13.0,7.0,16,68.0,61.0,88.0
-50.0,-53.0,-31.0,-7.0,-9.0,10.0,57,79.0,77.0,83.0
-37.0,-42.0,-26.0,-8.0,-10.0,7.0,7,67.0,65.0,70.0
-58.0,-82.0,-55.0,-6.0,-8.0,10.0,50,81.0,65.0,84.0
-38.0,-42.0,-36.0,-8.0,-11.0,8.0,38,68.0,66.0,92.0
-42.0,-45.0,-39.0,,-9.0,,61,,,
-40.0,-44.0,-28.0,-8.0,-10.0,7.0,7,67.0,44.0,69.0
-37.0,-38.0,-30.0,-30.0,-10.0,,7,,,
,,,,,,16,,,
,,,,,8.0,6,67.0,62.0,82.0
-44.0,-51.0,-33.0,-8.0,-10.0,8.0,22,65.0,60.0,89.0
-42.0,-46.0,-30.0,-7.0,-11.0,8.0,7,66.0,61.0,67.0
-50.0,-52.0,-36.0,-6.0,-9.0,9.0,56,79.0,66.0,87.0
-39.0,-41.0,-35.0,-8.0,-11.0,8.0,6,66.0,62.0,98.0
-36.0,-41.0,-26.0,-8.0,-12.0,7.0,6,69.0,51.0,82.0
-46.0,-70.0,-33.0,-5.0,-9.0,,28,,,
-44.0,-54.0,-39.0,-39.0,-10.0,9.0,7,69.0,64.0,76.0
-40.0,-44.0,-37.0,-8.0,-11.0,7.0,36,64.0,59.0,87.0
-52.0,-61.0,-29.0,-5.0,-9.0,11.0,58,81.0,62.0,84.0
-51.0,-57.0,-37.0,-8.0,-14.0,8.0,7,64.0,48.0,66.0
