ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-42,-50,-31,-6,-13,16,8,69,59,78
-42,-50,-31,-6,-13,17,8,74,60,97
-44,-55,-35,-4,-13,17,8,74,55,98
-42,-52,-33,-6,-13,16,7,66,51,96
-64,-68,-57,-5,-12,17,8,70,65,105
-43,-52,-33,-4,-13,17,8,74,64,97
-41,-49,-30,-6,-13,16,8,72,67,99
-42,-50,-31,-5,-13,17,8,71,60,103
-41,-51,-31,-6,-13,17,8,75,52,77
-64,-69,-58,-5,-13,18,9,74,41,114
-64,-69,-60,-5,-12,17,8,71,55,100
-42,-50,-31,-6,-13,16,8,70,56,98
-41,-52,-32,-5,-12,18,9,74,58,99
-64,-67,-57,-6,-13,16,8,74,68,99
-41,-51,-30,-6,-14,17,8,69,58,103
-40,-53,-30,-5,-12,18,9,75,61,102
-42,-52,-33,-5,-12,18,9,75,54,98
-42,-50,-31,-4,-12,18,9,76,64,94
-43,-51,-31,-5,-12,17,8,74,48,96
-44,-52,-32,-5,-12,17,9,75,49,96
-47,-57,-35,-6,-12,17,8,74,54,95
-50,-58,-38,-6,-13,15,7,75,65,99
-45,-53,-33,-5,-13,16,8,77,69,78
-43,-51,-32,-5,-13,17,8,75,47,98
-43,-52,-31,-6,-13,17,8,73,68,102
-41,-50,-30,-6,-12,16,8,67,63,82
-41,-49,-30,-6,-12,17,8,75,48,102
-40,-50,-31,-5,-12,17,8,75,56,100
-64,-75,-61,-5,-12,17,8,59,53,68
-41,-50,-30,-6,-13,16,8,70,56,107
-41,-51,-31,-6,-12,18,8,76,73,100
-41,-49,-31,-6,-13,18,8,74,59,108
-65,-69,-61,-5,-12,17,8,71,63,104
-67,-74,-56,-6,-12,17,8,72,67,104
-40,-48,-30,-5,-11,18,8,69,62,84
-41,-51,-32,-6,-13,16,8,71,56,97
-62,-68,-55,-6,-12,17,8,71,48,116
-65,-69,-56,-5,-12,17,8,70,46,105
-40,-48,-29,-5,-12,18,8,68,62,83
-40,-49,-30,-5,-12,19,9,76,69,109
-58,-62,-55,-5,-12,18,8,76,57,98
-41,-49,-30,-6,-13,17,7,38,8,49
-42,-51,-31,-6,-12,17,8,69,57,105
-60,-67,-56,-6,-12,18,8,77,64,96
-40,-51,-31,-6,-12,17,8,72,67,98
-41,-49,-30,-5,-12,17,8,66,52,86
-42,-50,-31,-5,-12,18,8,75,68,99
-41,-51,-32,-5,-12,18,8,76,66,101
-40,-51,-30,-6,-12,17,8,66,59,109
-40,-48,-28,-6,-12,17,8,70,67,83
-41,-49,-31,-4,-11,19,8,72,59,108
-42,-52,-32,-6,-12,17,8,73,70,96
