ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-53,-57,-50,-16,-30,11.0,5,76.0,52.0,96.0
-53,-60,-50,-10,-32,11.0,5,76.0,53.0,95.0
-33,-46,-22,-20,-13,11.0,6,77.0,54.0,95.0
-32,-46,-21,-10,-13,12.0,6,77.0,55.0,95.0
-70,-74,-65,-6,-32,12.0,6,77.0,55.0,95.0
-64,-69,-61,-13,-13,12.0,6,78.0,48.0,95.0
-66,-72,-58,-9,-29,12.0,5,77.0,51.0,94.0
-63,-67,-53,-7,-32,11.0,5,77.0,59.0,93.0
-33,-46,-22,-17,-13,12.0,5,77.0,49.0,95.0
-32,-45,-21,-19,-13,12.0,6,77.0,53.0,93.0
-70,-76,-56,-7,-29,12.0,6,77.0,56.0,94.0
-32,-46,-22,-23,-14,12.0,5,77.0,51.0,94.0
-54,-63,-49,-8,-32,12.0,6,77.0,54.0,95.0
-55,-66,-51,-16,-13,12.0,6,77.0,56.0,94.0
-32,-46,-20,-6,-13,12.0,6,78.0,51.0,95.0
-32,-45,-22,-12,-14,11.0,5,77.0,56.0,94.0
-56,-64,-52,-10,-13,12.0,6,77.0,55.0,94.0
-33,-45,-21,-10,-30,11.0,5,77.0,54.0,95.0
-65,-69,-59,-11,-31,12.0,6,77.0,52.0,95.0
-60,-64,-55,-17,-13,12.0,6,77.0,55.0,94.0
-33,-45,-21,-7,-33,12.0,6,77.0,54.0,94.0
-59,-66,-50,-12,-13,12.0,5,77.0,56.0,95.0
-33,-46,-21,-15,-30,12.0,5,77.0,54.0,94.0
-33,-46,-22,-10,-33,11.0,5,77.0,53.0,94.0
-32,-46,-21,-12,-32,12.0,6,78.0,53.0,95.0
-32,-46,-21,-13,-29,12.0,6,77.0,56.0,94.0
-60,-64,-56,-11,-32,11.0,5,77.0,55.0,94.0
-58,-65,-54,-16,-29,12.0,6,78.0,50.0,97.0
-59,-78,-55,-11,-29,12.0,5,78.0,53.0,95.0
-56,-59,-51,-7,-29,11.0,5,77.0,52.0,94.0
-55,-63,-51,-18,-14,12.0,5,78.0,51.0,96.0
-60,-73,-47,-37,-24,19.0,13,30.0,12.0,38.0
-32,-43,-21,-9,-14,12.0,6,79.0,48.0,96.0
-31,-45,-21,-13,-29,12.0,5,78.0,56.0,94.0
-51,-57,-47,-9,-31,12.0,6,78.0,54.0,96.0
-64,-68,-54,-9,-15,12.0,5,77.0,46.0,95.0
-64,-74,-59,-13,-28,11.0,67,84.0,72.0,97.0
-39,-49,-30,-17,-24,17.0,12,81.0,62.0,100.0
-50,-56,-46,-25,-18,16.0,11,80.0,61.0,100.0
-54,-62,-46,-34,-15,20.0,76,91.0,77.0,101.0
-54,-56,-50,-8,-13,12.0,5,73.0,54.0,90.0
-60,-63,-56,-10,-29,12.0,5,80.0,51.0,95.0
-70,-73,-64,-19,-29,12.0,6,77.0,58.0,95.0
-60,-66,-55,-8,-29,12.0,5,76.0,56.0,94.0
-30,-45,-21,-7,-30,12.0,6,80.0,70.0,91.0
-51,-62,-40,-2,-12,12.0,4,111.0,106.0,118.0
-33,-47,-21,-7,-17,11.0,5,76.0,55.0,93.0
-55,-61,-48,-12,-15,12.0,5,76.0,57.0,95.0
-65,-69,-59,-15,-29,11.0,5,76.0,56.0,95.0
-61,-66,-59,-14,-17,13.0,6,76.0,56.0,93.0
-56,-81,-40,-13,-15,16.0,10,74.0,55.0,96.0
-30,-45,-21,-8,-13,12.0,5,78.0,52.0,94.0
-31,-47,-22,-13,-31,12.0,5,75.0,54.0,92.0
-61,-67,-58,-7,-13,12.0,5,74.0,55.0,92.0
-51,-71,-50,-12,-17,12.0,5,75.0,49.0,92.0
-57,-69,-54,-15,-29,12.0,6,76.0,55.0,94.0
-57,-65,-49,-15,-29,12.0,5,77.0,52.0,95.0
-62,-75,-59,-12,-29,13.0,6,77.0,58.0,95.0
-66,-70,-51,-13,-29,,6,,,
