"Smoothed_data","First_derivative"
-0.00472321941654398,0.000365815586060628
-0.0043681147058585,0.000344393835310341
-0.0040344317459233,0.000322972084560054
-0.00372217053673839,0.000301550333809767
-0.00343133107830377,0.00028012858305948
-0.00316191337061943,0.000258706832309193
-0.00291391741368538,0.000237285081558906
-0.00268734320750162,0.000215863330808619
-0.00248219075206814,0.000194441580058332
-0.00229846004738495,0.000173019829308045
-0.00213615109345205,0.000151598078557758
-0.00199526389026944,0.000130176327807471
-0.00187579843783711,0.000108754577057184
-0.00177775473615507,8.73328263068973e-05
-0.00170113278522331,6.59110755566103e-05
-0.00164593258504185,4.44893248063234e-05
-0.00161215413561067,2.30675740560363e-05
-0.00159979743692977,1.64582330574933e-06
-0.00160886248899917,-1.97759274445377e-05
-0.00163934929181885,-4.11976781948247e-05
-0.00169125784538882,-6.26194289451117e-05
-0.00176458814970907,-8.40411796953986e-05
-0.00185934020477961,-0.000105462930445686
-0.00197551401060044,-0.000126884681195973
-0.00211310956717156,-0.00014830643194626
-0.00227212687449296,-0.000169728182696547
-0.00245256593256465,-0.000191149933446834
-0.00265442674138663,-0.000212571684197121
-0.00286214513863095,-0.00020286511029152
-0.00306015696196967,-0.000193158536385919
-0.00324846221140279,-0.000183451962480318
-0.00342706088693031,-0.000173745388574717
-0.00359595298855222,-0.000164038814669116
-0.00375513851626854,-0.000154332240763515
-0.00390461747007925,-0.000144625666857915
-0.00404438984998437,-0.000134919092952314
-0.00417445565598388,-0.000125212519046713
-0.00429481488807779,-0.000115505945141112
-0.0044054675462661,-0.000105799371235511
-0.00450641363054882,-9.60927973299101e-05
-0.00459765314092592,-8.63862234243092e-05
-0.00467918607739743,-7.66796495187084e-05
-0.00475101243996334,-6.69730756131075e-05
-0.00481313222862365,-5.72665017075066e-05
-0.00486554544337835,-4.75599278019057e-05
-0.00490825208422746,-3.78533538963048e-05
-0.00494125215117096,-2.8146779990704e-05
-0.00496454564420887,-1.84402060851031e-05
-0.00497813256334117,-8.73363217950221e-06
-0.00498201290856787,9.72941726098676e-07
-0.00497618667988897,1.06795156316995e-05
-0.00496065387730447,2.03860895373004e-05
-0.00493541450081437,3.00926634429013e-05
-0.00490046855041867,3.97992373485022e-05
-0.00485581602611737,4.9505811254103e-05
-0.00470793414062698,0.000246257959726665
-0.00436330010666404,0.000443010108199226
-0.00382191392422853,0.000639762256671788
-0.00308377559332046,0.000836514405144349
-0.00214888511393983,0.00103326655361691
-0.00101724248608664,0.00123001870208947
0.000311152290239113,0.00142677085056203
0.00183629921503743,0.0016235229990346
0.0035581982883083,0.00182027514750716
0.00547684951005174,0.00201702729597972
0.00759225288026774,0.00221377944445228
0.0099044083989563,0.00241053159292484
0.0124133160661174,0.0026072837413974
0.0151189758817511,0.00280403588986997
0.0180213878458574,0.00300078803834253
0.0211205519584362,0.00319754018681509
0.0242917822596507,0.00314492041561402
0.0274103927896642,0.00309230064441296
0.0304763835484766,0.0030396808732119
0.033489754536088,0.00298706110201083
0.0364505057524983,0.00293444133080977
0.0393586371977075,0.0028818215596087
0.0422141488717157,0.00282920178840764
0.0450170407745228,0.00277658201720657
0.0477673129061288,0.00272396224600551
0.0500098984508497,0.00176120884343613
0.0512897305930011,0.000798455440866752
0.0516068093325832,-0.000164297961702626
0.0509611346695959,-0.001127051364272
0.0493527066040392,-0.00208980476684138
0.0467815251359131,-0.00305255816941076
0.0432475902652176,-0.00401531157198014
0.0387509019919528,-0.00497806497454951
0.0332914603161186,-0.00594081837711889
0.0274637064264676,-0.00571468940218309
0.0218620815117524,-0.0054885604272473
0.016486585571973,-0.0052624314523115
0.0113372186071294,-0.0050363024773757
0.00641398061722162,-0.0048101735024399
0.00171687160224962,-0.0045840445275041
-0.00275410843778658,-0.0043579155525683
-0.00699895950288698,-0.00413178657763251
-0.0110176815930516,-0.00390565760269671
-0.0146160737837467,-0.00329112677869343
-0.0175999351504385,-0.00267659595469015
-0.019969265693127,-0.00206206513068687
-0.0217240654118122,-0.00144753430668359
-0.0228643343064941,-0.000833003482680315
-0.0233900723771728,-0.000218472658677036
-0.0233012796238482,0.000396058165326242
-0.0225979560465203,0.00101058898932952
-0.0212801016451892,0.0016251198133328
-0.0193477164198547,0.00223965063733608
-0.016800800370517,0.00285418146133936
-0.0155987820258742,-0.000450144772053712
-0.0177010899146244,-0.00375447100544678
-0.0231077240367678,-0.00705879723883984
-0.0278474906569411,0.00353605460153768
-0.0138018183575507,0.0245552899972432
0.0212630893375453,0.0455745253929488
0.0773472324283469,0.0665937607886543
0.154450610914854,0.0876129961843599
0.252573224797067,0.108632231580065
0.371715074074985,0.129651466975771
0.499637474295431,0.116402385902581
0.602561656367639,0.0894459782418336
0.678529430779099,0.0624895705810862
0.570242014802452,-0.196299662391889
0.389386031173432,-0.165412304866151
0.239417405070149,-0.134524947340414
0.120336136492604,-0.103637589814676
0.032142225440797,-0.0727502322889386
-0.0251643280852727,-0.041862874763201
-0.0515835240856049,-0.0109755172374634
-0.050058067596813,0.00617921678407832
-0.0444565661380938,0.0050237861333601
-0.0400104953300928,0.00386835548264187
-0.0367198551728101,0.00271292483192365
-0.0345846456662455,0.00155749418120542
-0.0336048668103992,0.000402063530487197
-0.0332034730196582,0.000400724050994819
-0.0328034187084096,0.000399384571502443
-0.0324047038766533,0.000398045092010066
-0.0320073285243895,0.000396705612517689
-0.031611292651618,0.000395366133025312
-0.0312165962583388,0.000394026653532934
-0.0308232393445521,0.000392687174040557
-0.0304312219102577,0.000391347694548181
-0.0300405439554557,0.000390008215055804
-0.0296512054801461,0.000388668735563426
-0.0292632064843289,0.000387329256071049
-0.028876546968004,0.000385989776578673
-0.0284912269311715,0.000384650297086296
-0.0281072463738314,0.000383310817593918
-0.0277246052959837,0.000381971338101541
-0.0273433036976283,0.000380631858609164
-0.0269633415787654,0.000379292379116787
-0.0265847189393948,0.00037795289962441
-0.0262074357795165,0.000376613420132033
-0.0258314920991307,0.000375273940639656
-0.0254568878982372,0.000373934461147279
-0.0250836231768361,0.000372594981654902
-0.0247116979349274,0.000371255502162525
-0.0243411121725111,0.000369916022670148
-0.0239718658895871,0.000368576543177771
-0.0236039590861555,0.000367237063685394
-0.0232373917622163,0.000365897584193017
-0.0229007234169242,0.000307439106391205
-0.0226225135494339,0.000248980628589394
-0.0224027621597454,0.000190522150787582
-0.0222414692478588,0.00013206367298577
-0.0221386348137739,7.36051951839585e-05
-0.0220942588574909,1.51467173821469e-05
-0.0221083413790096,-4.33117604196648e-05
-0.0221808823783302,-0.000101770238221476
-0.0223118818554526,-0.000160228716023288
-0.0225013398103768,-0.0002186871938251
-0.0225072328266764,0.000206901161225843
-0.0220875374879251,0.000632489516276786
-0.0212422537941228,0.00105807787132773
-0.0199713817452696,0.00148366622637867
-0.0182749213413655,0.00190925458142961
-0.0161528725824104,0.00233484293648056
-0.0136052354684044,0.0027604312915315
-0.0106320099993474,0.00318601964658244
-0.00723319617523947,0.00361160800163339
-0.00340879399608062,0.00403719635668433
0.000841196538129179,0.00446278471173527
0.00551677542738992,0.00488837306678621
