ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-44,-50,-41,-11,-15,12,7,21,18,25
-41,-45,-40,-16,-12,9,7,20,18,24
-40,-43,-37,-8,-13,12,8,25,20,30
-40,-42,-37,-26,-12,11,7,78,74,82
-43,-47,-42,-15,-12,12,11,27,24,29
-49,-54,-48,-8,-14,12,7,28,26,31
-42,-47,-39,-8,-14,12,7,28,25,30
-40,-46,-26,-10,-12,10,8,38,36,41
-43,-50,-40,-9,-11,11,7,27,22,28
-40,-44,-38,-8,-11,12,7,82,81,96
-40,-43,-37,-8,-11,12,7,24,23,28
-42,-46,-36,-12,-11,12,8,40,33,44
-40,-45,-37,-7,-10,12,8,24,23,28
-51,-52,-47,-11,-14,8,8,31,29,36
-40,-50,-37,-15,-13,12,7,82,78,85
-42,-52,-41,-20,-13,10,8,27,23,31
-49,-52,-46,-12,-14,11,8,17,14,22
-40,-49,-35,-13,-11,12,7,21,16,26
-44,-47,-42,-20,-13,11,7,17,15,21
-49,-55,-46,-16,-12,9,39,82,78,91
-41,-44,-38,-13,-11,10,7,18,11,22
-40,-42,-37,-17,-10,12,9,39,35,43
-40,-47,-37,-10,-13,15,29,42,38,43
-43,-48,-42,-10,-13,13,8,37,34,40
-43,-49,-41,-14,-11,12,8,24,20,31
-41,-44,-38,-8,-10,12,7,83,76,89
-40,-45,-36,-9,-12,12,9,16,15,19
-45,-48,-44,-8,-10,10,24,18,13,23
-40,-45,-35,-8,-10,13,8,18,8,24
-43,-46,-42,-8,-11,12,8,45,42,47
-42,-45,-40,-8,-12,11,44,24,19,31
-49,-52,-36,-12,-9,7,15,80,77,82
-57,-60,-55,-12,-15,11,7,79,74,89
-46,-49,-34,-14,-10,8,8,41,38,50
-50,-55,-44,-8,-15,12,7,22,18,27
-54,-55,-43,-11,-4,9,9,84,78,90
-50,-51,-47,-8,-11,12,7,46,43,50
-43,-46,-41,-22,-11,12,8,81,75,85
-41,-47,-37,-12,-10,12,7,21,19,27
-42,-45,-38,-8,-11,11,8,24,23,28
-50,-53,-49,-16,-12,11,9,28,24,33
-41,-49,-38,-8,-10,12,8,28,25,30
-43,-46,-38,-14,-12,12,7,25,21,31
-41,-51,-38,-17,-12,12,7,39,35,43
-41,-47,-37,-8,-11,12,7,25,22,26
-41,-43,-38,-8,-10,13,7,17,8,22
-41,-47,-38,-11,-16,11,7,29,24,34
-48,-53,-46,-9,-11,12,7,35,29,39
-42,-47,-41,-23,-12,13,9,17,9,18
-41,-47,-36,-22,-12,11,9,22,19,25
-49,-56,-47,-12,-10,12,8,28,24,31
-39,-41,-35,-10,-12,13,7,25,23,30
-44,-48,-42,-12,-14,13,7,22,20,28
-45,-49,-44,-9,-11,13,7,27,25,33
-43,-47,-41,-9,-10,12,6,25,18,29
-39,-43,-36,-13,-10,12,7,27,24,29
-42,-46,-40,-14,-12,14,7,28,26,30
-41,-46,-37,-8,-9,13,7,19,9,23
-50,-55,-48,-9,-12,10,6,22,19,25
-41,-45,-37,-15,-12,13,7,29,26,30
-40,-46,-37,-10,-12,12,8,24,19,29
-42,-45,-40,-9,-12,13,8,22,17,26
-47,-55,-46,-17,-12,11,9,82,78,88
