ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-39,-41,-33,-7,-9,3,2,47,45,51
-52,-54,-50,-6,-7,6,5,23,19,26
-39,-43,-36,-4,-6,4,3,42,34,47
-40,-43,-37,-5,-10,10,7,41,38,43
-35,-39,-30,-2,-2,8,2,28,25,30
-46,-49,-44,-8,-10,11,8,17,13,20
-30,-32,-28,-6,-8,3,8,46,44,51
-43,-45,-40,-3,-4,6,4,33,31,35
-33,-35,-30,-5,-3,3,1,30,27,32
-68,-76,-62,-5,-6,6,2,24,23,27
-40,-42,-38,-9,-6,14,9,52,49,55
-54,-59,-52,-2,-3,5,1,47,44,51
-44,-46,-41,-5,-8,10,7,56,52,58
-60,-66,-57,-7,-8,9,7,27,25,33
-36,-37,-32,-3,-4,3,2,18,17,22
-45,-47,-43,-4,-5,6,2,82,77,85
-45,-48,-42,-4,-5,4,1,26,24,29
-42,-44,-40,-5,-7,5,2,73,68,80
-39,-42,-36,-5,-6,11,6,26,22,28
-40,-44,-37,-5,-8,3,2,35,33,38
-46,-49,-44,-3,-5,6,1,50,47,51
-40,-43,-37,-3,-4,6,5,33,30,37
-30,-32,-27,-3,-5,8,3,32,26,38
-53,-54,-50,-2,-3,2,1,56,52,62
-52,-61,-47,-3,-5,3,1,19,15,22
-64,-66,-61,-6,-4,6,1,19,16,25
-62,-68,-55,-2,-2,5,2,30,26,39
-64,-70,-60,-4,-5,2,1,27,24,31
-39,-42,-37,-5,-14,3,6,31,27,35
-38,-40,-35,-8,-12,7,5,22,17,27
