ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-49,-52,-46,-12,-16,10,9,16,14,22
-46,-54,-43,-9,-13,11,9,64,56,77
-37,-43,-34,-10,-13,10,8,19,14,25
-40,-45,-34,-12,-10,10,9,68,58,75
-39,-43,-35,-13,-10,9,7,69,64,87
-44,-48,-41,-3,-11,4,9,38,36,45
-44,-50,-41,-12,-17,10,8,65,53,72
-41,-50,-37,-21,-11,11,9,70,67,78
-44,-48,-41,-9,-14,12,8,70,61,77
-37,-47,-36,-11,-16,11,9,69,64,84
-37,-41,-33,-23,-12,11,9,70,66,91
-37,-49,-33,-13,-12,10,8,65,56,69
-37,-42,-35,-10,-15,12,7,71,67,81
-48,-53,-45,-12,-17,9,9,20,15,25
-47,-51,-41,-9,-15,11,9,20,15,21
-70,-73,-68,-7,-6,8,6,39,34,41
-45,-49,-41,-18,-10,13,10,69,68,71
-36,-41,-32,-10,-16,11,9,74,71,89
-80,-84,-66,-4,-8,4,13,35,27,37
-37,-41,-31,-9,-13,11,9,74,72,87
-37,-42,-34,-19,-13,12,9,69,64,88
-37,-44,-34,-9,-12,11,9,70,64,78
-29,-33,-23,-12,-18,12,9,73,70,91
-35,-39,-22,-13,-11,11,8,70,63,89
-44,-49,-43,-11,-15,11,8,68,64,84
-34,-36,-31,-14,-12,12,8,68,59,86
-51,-54,-48,-19,-13,10,8,21,17,24
-59,-62,-55,-12,-19,10,8,69,65,85
-40,-47,-37,-18,-14,11,8,68,61,91
-37,-41,-33,-15,-12,12,9,69,68,85
-38,-49,-31,-20,-17,12,9,70,66,73
-38,-43,-36,-19,-12,12,9,67,59,84
-34,-36,-31,-23,-17,11,8,67,55,70
-40,-49,-37,-13,-9,11,9,67,62,69
-40,-44,-38,-14,-9,11,8,17,15,21
-37,-44,-35,-10,-14,12,8,66,62,70
-41,-48,-38,-14,-11,13,9,69,66,85
-38,-41,-35,-11,-14,11,8,71,69,90
-36,-39,-34,-16,-13,12,9,70,68,74
-66,-69,-62,-8,-4,6,4,32,29,34
-31,-34,-21,-9,-15,11,9,20,18,31
-38,-43,-30,-14,-18,11,8,68,62,69
-39,-47,-35,-24,-17,12,9,46,44,52
-40,-46,-37,-19,-13,11,9,64,60,66
-46,-52,-42,-11,-15,12,8,69,51,83
-39,-48,-35,-8,-13,11,7,68,57,81
-38,-46,-36,-10,-14,11,9,61,55,64
-44,-49,-41,-10,-14,11,8,69,62,81
-40,-44,-36,-17,-12,11,8,36,33,40
-39,-46,-38,-12,-11,11,10,67,63,72
-38,-44,-32,-19,-11,12,9,70,57,87
-32,-35,-27,-7,-13,12,8,70,65,84
-41,-49,-39,-10,-15,13,7,19,17,25
-39,-41,-35,-8,-13,12,9,68,64,90
-39,-47,-36,-21,-15,10,8,28,22,33
-38,-48,-36,-17,-10,9,8,66,64,73
-38,-42,-33,-17,-13,11,8,68,62,84
-46,-50,-43,-9,-12,12,9,65,55,86
-39,-44,-36,-12,-15,11,8,18,15,21
-42,-45,-39,-19,-15,14,10,16,11,21
-39,-44,-31,-23,-13,12,9,24,22,30
-37,-42,-33,-13,-12,12,9,68,65,73
-38,-42,-35,-10,-13,11,9,71,69,88
-35,-40,-30,-9,-12,12,9,64,60,69
-38,-41,-33,-16,-13,12,10,71,67,74
-34,-42,-31,-9,-16,11,9,75,71,87
-38,-42,-35,-10,-9,11,8,17,15,24
-33,-43,-21,-16,-14,11,8,20,18,25
-36,-40,-34,-8,-14,12,9,68,61,70
-38,-44,-35,-18,-11,12,8,48,43,50
-36,-46,-35,-19,-11,12,9,68,63,72
-37,-47,-35,-16,-15,11,8,68,66,73
-37,-41,-33,-20,-11,11,8,69,67,82
