0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
3.7320261437908497,3.7091503267973858,3.637254901960784,3.7058823529411766,3.669934640522876,3.686274509803922,3.764705882352941,3.689542483660131,3.627450980392157,3.4444444444444446,3.196078431372549,3.3594771241830066,3.450980392156863,3.418300653594771,3.3823529411764706,3.320261437908497,3.473856209150327,3.369281045751634,3.366013071895425,3.287581699346405,3.294117647058824,3.323529411764706,3.326797385620915,3.316993464052288,3.3006535947712417,3.2712418300653594,3.320261437908497,3.173202614379085,3.169934640522876,2.9901960784313726,2.915032679738562,2.84640522875817,2.977124183006536,2.88562091503268,2.8529411764705883,2.9901960784313726,2.908496732026144,2.8594771241830066,2.7973856209150325,2.839869281045752,2.820261437908497,2.9607843137254903,3.052287581699346,2.888888888888889,2.947712418300654,2.934640522875817,2.9411764705882355,3.081699346405229,3.026143790849673,3.176470588235294,3.003267973856209,3.0686274509803924,3.1405228758169934,3.150326797385621,3.1143790849673203,3.055555555555556,3.0392156862745097,3.1666666666666665,3.022875816993464,3.2091503267973858,3.104575163398693,3.0065359477124183,3.61437908496732,3.183006535947712,3.049019607843137,3.2320261437908497,3.4379084967320264,3.042483660130719,2.820261437908497,2.8594771241830066,3.0163398692810457,2.950980392156863,3.107843137254902,3.111111111111111,3.264705882352941,3.081699346405229,3.0915032679738563,3.088235294117647,3.150326797385621,3.19281045751634,3.147058823529412,3.045751633986928,2.9640522875816995,3.081699346405229,3.107843137254902,3.0588235294117645,2.973856209150327,3.088235294117647,3.1437908496732025,3.052287581699346,3.0
3.7450980392156863,3.7091503267973858,3.6666666666666665,3.702614379084968,3.7287581699346406,3.656862745098039,3.781045751633987,3.676470588235294,3.604575163398693,3.4705882352941178,3.2908496732026142,3.366013071895425,3.418300653594771,3.392156862745098,3.4444444444444446,3.303921568627451,3.4705882352941178,3.38562091503268,3.34640522875817,3.313725490196078,3.3366013071895426,3.3300653594771243,3.281045751633987,3.310457516339869,3.287581699346405,3.316993464052288,3.379084967320261,3.2549019607843137,3.169934640522876,3.0588235294117645,2.92156862745098,2.9248366013071894,2.9444444444444446,2.9052287581699345,2.9019607843137254,2.92156862745098,2.9248366013071894,2.9379084967320264,2.866013071895425,2.84640522875817,2.833333333333333,2.947712418300654,3.0163398692810457,2.856209150326797,2.957516339869281,2.9607843137254903,2.9836601307189543,3.104575163398693,3.0,3.071895424836601,3.07516339869281,3.049019607843137,3.15359477124183,3.065359477124183,3.1372549019607843,3.052287581699346,2.9607843137254903,3.026143790849673,3.0326797385620914,3.07843137254902,3.111111111111111,3.013071895424837,3.9705882352941178,3.176470588235294,3.049019607843137,3.2712418300653594,3.415032679738562,3.107843137254902,2.9019607843137254,2.833333333333333,3.0294117647058822,2.9379084967320264,3.088235294117647,3.1372549019607843,3.212418300653595,3.088235294117647,3.1437908496732025,3.111111111111111,3.15359477124183,3.1209150326797386,3.130718954248366,3.084967320261438,2.9411764705882355,2.9248366013071894,3.117647058823529,3.0686274509803924,2.9934640522875817,3.084967320261438,3.0326797385620914,2.9673202614379086,3.019607843137255
3.787581699346405,3.761437908496732,3.7058823529411766,3.656862745098039,3.656862745098039,3.611111111111111,3.738562091503268,3.5915032679738563,3.5359477124183005,3.4052287581699345,3.238562091503268,3.3594771241830066,3.411764705882353,3.418300653594771,3.5,3.356209150326797,3.415032679738562,3.369281045751634,3.320261437908497,3.326797385620915,3.333333333333333,3.320261437908497,3.218954248366013,3.3006535947712417,3.3006535947712417,3.349673202614379,3.4379084967320264,3.2745098039215685,3.15359477124183,3.052287581699346,2.92156862745098,2.8594771241830066,2.9934640522875817,2.88562091503268,2.957516339869281,2.911764705882353,2.908496732026144,2.908496732026144,2.8758169934640523,2.895424836601307,2.833333333333333,2.908496732026144,2.879084967320261,2.8823529411764706,2.954248366013072,2.950980392156863,3.019607843137255,3.081699346405229,3.003267973856209,2.9640522875816995,3.081699346405229,3.049019607843137,3.127450980392157,3.0980392156862746,3.127450980392157,3.013071895424837,2.9836601307189543,3.07843137254902,3.022875816993464,3.107843137254902,3.0980392156862746,3.013071895424837,4.045751633986928,3.124183006535948,3.173202614379085,3.2973856209150325,3.4052287581699345,3.013071895424837,2.8594771241830066,2.823529411764706,3.0980392156862746,3.0065359477124183,3.084967320261438,3.176470588235294,3.212418300653595,3.1405228758169934,3.215686274509804,3.1372549019607843,3.238562091503268,3.176470588235294,3.173202614379085,3.088235294117647,2.888888888888889,2.7908496732026142,3.130718954248366,3.07843137254902,3.0294117647058822,3.084967320261438,2.9901960784313726,3.094771241830065,2.9705882352941178
3.774509803921569,3.7777777777777777,3.683006535947712,3.686274509803922,3.6176470588235294,3.588235294117647,3.7058823529411766,3.555555555555556,3.5915032679738563,3.42156862745098,3.176470588235294,3.320261437908497,3.418300653594771,3.450980392156863,3.526143790849673,3.372549019607843,3.366013071895425,3.333333333333333,3.339869281045752,3.3594771241830066,3.316993464052288,3.303921568627451,3.2483660130718954,3.2973856209150325,3.2777777777777777,3.339869281045752,3.4379084967320264,3.2679738562091503,3.0915032679738563,3.052287581699346,2.931372549019608,2.7973856209150325,3.07516339869281,2.911764705882353,2.9836601307189543,2.8986928104575163,2.9019607843137254,2.879084967320261,2.7483660130718954,2.872549019607843,2.7973856209150325,2.908496732026144,2.957516339869281,2.9379084967320264,2.9673202614379086,2.980392156862745,2.9836601307189543,3.052287581699346,3.003267973856209,3.0065359477124183,3.055555555555556,2.9836601307189543,3.065359477124183,3.1666666666666665,2.915032679738562,3.026143790849673,2.9673202614379086,3.1143790849673203,3.0163398692810457,3.179738562091503,3.0359477124183005,3.0,3.803921568627451,3.084967320261438,3.2450980392156863,3.313725490196078,3.431372549019608,2.8758169934640523,2.843137254901961,2.764705882352941,3.0294117647058822,3.0326797385620914,3.07516339869281,3.1405228758169934,3.215686274509804,3.156862745098039,3.0294117647058822,3.1143790849673203,3.2973856209150325,3.218954248366013,3.264705882352941,3.160130718954248,2.895424836601307,2.915032679738562,3.124183006535948,2.9673202614379086,3.0098039215686274,3.065359477124183,3.0915032679738563,3.189542483660131,2.895424836601307
3.8006535947712417,3.764705882352941,3.6437908496732025,3.656862745098039,3.660130718954248,3.624183006535948,3.683006535947712,3.5163398692810457,3.601307189542484,3.4379084967320264,3.183006535947712,3.3006535947712417,3.418300653594771,3.372549019607843,3.408496732026144,3.4019607843137254,3.3758169934640523,3.339869281045752,3.3823529411764706,3.372549019607843,3.34640522875817,3.2973856209150325,3.323529411764706,3.2973856209150325,3.30718954248366,3.281045751633987,3.349673202614379,3.212418300653595,3.173202614379085,3.0392156862745097,2.954248366013072,2.8300653594771243,2.9869281045751634,2.866013071895425,2.9379084967320264,2.908496732026144,2.8986928104575163,2.895424836601307,2.715686274509804,2.8594771241830066,2.784313725490196,2.915032679738562,2.957516339869281,2.866013071895425,3.003267973856209,3.0098039215686274,2.9444444444444446,3.0098039215686274,2.9869281045751634,3.07843137254902,2.9934640522875817,2.957516339869281,3.07516339869281,3.179738562091503,3.003267973856209,3.104575163398693,2.9248366013071894,3.084967320261438,3.0,3.183006535947712,3.026143790849673,3.0,3.3986928104575163,3.0163398692810457,3.287581699346405,3.2777777777777777,3.415032679738562,3.088235294117647,2.88562091503268,2.735294117647059,3.003267973856209,2.934640522875817,3.104575163398693,3.111111111111111,3.2320261437908497,3.0392156862745097,2.9281045751633985,3.084967320261438,3.127450980392157,3.169934640522876,3.313725490196078,3.212418300653595,2.954248366013072,3.042483660130719,3.15359477124183,2.84640522875817,3.0326797385620914,3.065359477124183,3.071895424836601,3.183006535947712,2.954248366013072
3.830065359477124,3.787581699346405,3.656862745098039,3.669934640522876,3.676470588235294,3.6633986928104574,3.715686274509804,3.5915032679738563,3.630718954248366,3.395424836601307,3.196078431372549,3.30718954248366,3.434640522875817,3.388888888888889,3.411764705882353,3.418300653594771,3.388888888888889,3.366013071895425,3.3823529411764706,3.349673202614379,3.366013071895425,3.30718954248366,3.34640522875817,3.303921568627451,3.3594771241830066,3.281045751633987,3.34640522875817,3.189542483660131,3.264705882352941,2.9836601307189543,2.9248366013071894,2.839869281045752,2.88562091503268,2.7679738562091503,2.8529411764705883,2.947712418300654,2.92156862745098,2.813725490196078,2.803921568627451,2.866013071895425,2.816993464052288,2.820261437908497,2.80718954248366,2.872549019607843,2.9248366013071894,2.9869281045751634,3.003267973856209,3.07516339869281,3.022875816993464,3.1405228758169934,3.0163398692810457,3.07843137254902,3.124183006535948,3.189542483660131,3.0686274509803924,3.0915032679738563,3.0163398692810457,3.0620915032679736,3.0294117647058822,3.183006535947712,3.055555555555556,2.9640522875816995,3.333333333333333,3.088235294117647,3.235294117647059,3.3300653594771243,3.356209150326797,3.1209150326797386,2.915032679738562,2.794117647058824,3.013071895424837,2.892156862745098,3.071895424836601,3.052287581699346,3.251633986928105,2.954248366013072,3.052287581699346,3.101307189542484,3.127450980392157,3.2058823529411766,3.169934640522876,3.133986928104575,2.849673202614379,3.150326797385621,3.1633986928104574,2.869281045751634,3.1633986928104574,3.1209150326797386,2.9869281045751634,3.127450980392157,2.9640522875816995
3.774509803921569,3.77124183006536,3.69281045751634,3.686274509803922,3.686274509803922,3.6666666666666665,3.761437908496732,3.637254901960784,3.542483660130719,3.42156862745098,3.2287581699346406,3.316993464052288,3.496732026143791,3.372549019607843,3.454248366013072,3.366013071895425,3.392156862745098,3.388888888888889,3.3986928104575163,3.3006535947712417,3.323529411764706,3.333333333333333,3.349673202614379,3.313725490196078,3.4052287581699345,3.264705882352941,3.339869281045752,3.2026143790849675,3.313725490196078,3.013071895424837,2.888888888888889,2.88562091503268,2.950980392156863,2.843137254901961,2.7712418300653594,2.9640522875816995,2.872549019607843,2.784313725490196,2.787581699346405,2.849673202614379,2.895424836601307,2.80718954248366,2.810457516339869,2.915032679738562,2.973856209150327,2.954248366013072,3.084967320261438,3.084967320261438,3.0065359477124183,3.071895424836601,3.052287581699346,3.196078431372549,3.160130718954248,3.1143790849673203,3.019607843137255,2.9934640522875817,3.0098039215686274,3.0915032679738563,3.111111111111111,3.2091503267973858,3.026143790849673,2.908496732026144,3.2222222222222223,3.2549019607843137,3.156862745098039,3.2026143790849675,3.408496732026144,2.9379084967320264,2.813725490196078,2.7712418300653594,2.92156862745098,2.9281045751633985,3.026143790849673,3.055555555555556,3.2549019607843137,2.954248366013072,3.1209150326797386,3.127450980392157,3.1666666666666665,3.2679738562091503,3.081699346405229,3.049019607843137,2.9444444444444446,3.2320261437908497,3.094771241830065,2.957516339869281,3.147058823529412,3.117647058823529,3.0686274509803924,3.055555555555556,2.9379084967320264
3.748366013071896,3.781045751633987,3.660130718954248,3.679738562091503,3.715686274509804,3.676470588235294,3.7320261437908497,3.6633986928104574,3.4869281045751634,3.4052287581699345,3.218954248366013,3.3529411764705883,3.434640522875817,3.366013071895425,3.4607843137254903,3.3529411764705883,3.415032679738562,3.42156862745098,3.388888888888889,3.3300653594771243,3.2973856209150325,3.3529411764705883,3.313725490196078,3.316993464052288,3.316993464052288,3.284313725490196,3.2973856209150325,3.235294117647059,3.284313725490196,3.049019607843137,2.92156862745098,2.9052287581699345,2.9411764705882355,2.869281045751634,2.8529411764705883,2.866013071895425,2.833333333333333,2.9379084967320264,2.823529411764706,2.849673202614379,2.8823529411764706,2.8529411764705883,2.8594771241830066,2.849673202614379,3.0065359477124183,2.950980392156863,2.9869281045751634,3.019607843137255,3.003267973856209,3.0326797385620914,3.071895424836601,3.111111111111111,3.07843137254902,3.055555555555556,2.9705882352941178,3.0294117647058822,3.045751633986928,2.996732026143791,3.104575163398693,3.1633986928104574,3.022875816993464,2.954248366013072,3.07516339869281,3.2091503267973858,3.0620915032679736,3.2091503267973858,3.392156862745098,2.856209150326797,2.7287581699346406,2.7973856209150325,2.950980392156863,2.980392156862745,3.049019607843137,3.101307189542484,3.2777777777777777,3.1209150326797386,3.1209150326797386,3.101307189542484,3.1405228758169934,3.1993464052287583,2.9052287581699345,3.104575163398693,2.8006535947712417,3.1862745098039214,3.101307189542484,3.111111111111111,2.9901960784313726,3.065359477124183,3.0392156862745097,3.065359477124183,2.934640522875817
3.718954248366013,3.774509803921569,3.65359477124183,3.7320261437908497,3.715686274509804,3.660130718954248,3.702614379084968,3.601307189542484,3.57516339869281,3.454248366013072,3.196078431372549,3.343137254901961,3.3758169934640523,3.4052287581699345,3.457516339869281,3.388888888888889,3.434640522875817,3.4052287581699345,3.356209150326797,3.320261437908497,3.313725490196078,3.366013071895425,3.2745098039215685,3.303921568627451,3.2320261437908497,3.2712418300653594,3.310457516339869,3.2091503267973858,3.238562091503268,2.9901960784313726,2.9411764705882355,2.92156862745098,2.908496732026144,2.9248366013071894,2.8529411764705883,2.8529411764705883,2.9052287581699345,2.9411764705882355,2.8366013071895426,2.80718954248366,2.84640522875817,2.9379084967320264,2.895424836601307,2.820261437908497,2.996732026143791,2.9901960784313726,2.9379084967320264,2.973856209150327,2.9869281045751634,3.0,3.0392156862745097,3.049019607843137,2.977124183006536,3.107843137254902,2.9934640522875817,3.019607843137255,3.07843137254902,2.947712418300654,3.0359477124183005,3.1405228758169934,2.996732026143791,3.019607843137255,3.07843137254902,3.215686274509804,3.055555555555556,3.258169934640523,3.3823529411764706,2.947712418300654,2.758169934640523,2.8366013071895426,3.003267973856209,3.071895424836601,3.0980392156862746,3.160130718954248,3.212418300653595,3.0980392156862746,3.071895424836601,3.1862745098039214,3.1666666666666665,3.081699346405229,2.915032679738562,3.124183006535948,2.764705882352941,3.07843137254902,3.052287581699346,3.176470588235294,2.9379084967320264,3.0392156862745097,3.055555555555556,3.042483660130719,2.9019607843137254
3.7549019607843137,3.774509803921569,3.633986928104575,3.696078431372549,3.6209150326797386,3.676470588235294,3.679738562091503,3.584967320261438,3.69281045751634,3.418300653594771,3.241830065359477,3.294117647058824,3.3986928104575163,3.431372549019608,3.477124183006536,3.372549019607843,3.434640522875817,3.3594771241830066,3.349673202614379,3.287581699346405,3.2973856209150325,3.3366013071895426,3.2745098039215685,3.310457516339869,3.2320261437908497,3.30718954248366,3.349673202614379,3.2026143790849675,3.179738562091503,2.9444444444444446,2.954248366013072,2.950980392156863,2.9248366013071894,3.0392156862745097,2.908496732026144,2.8823529411764706,2.872549019607843,2.918300653594771,2.758169934640523,2.813725490196078,2.843137254901961,2.996732026143791,2.9640522875816995,2.88562091503268,3.003267973856209,3.003267973856209,2.895424836601307,2.973856209150327,2.9411764705882355,2.9901960784313726,3.022875816993464,3.084967320261438,3.045751633986928,3.101307189542484,3.0359477124183005,3.0392156862745097,3.0326797385620914,3.088235294117647,2.9901960784313726,3.212418300653595,3.0392156862745097,2.92156862745098,3.124183006535948,3.150326797385621,3.0588235294117645,3.2483660130718954,3.388888888888889,2.996732026143791,2.764705882352941,2.816993464052288,3.013071895424837,3.084967320261438,3.179738562091503,3.176470588235294,3.2026143790849675,3.133986928104575,3.0294117647058822,3.173202614379085,3.183006535947712,3.1209150326797386,3.081699346405229,3.0980392156862746,2.950980392156863,3.173202614379085,3.088235294117647,3.1666666666666665,3.0163398692810457,3.0980392156862746,3.07516339869281,2.9836601307189543,2.888888888888889
