ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-30,-33,-24,-7,-10,8,22,59,55,62
-32,-39,-29,-7,-11,7,20,58,57,67
-33,-36,-27,-8,-12,5,9,59,54,66
-29,-37,-24,-7,-12,8,17,60,58,67
-34,-39,-31,-9,-12,10,19,58,54,63
-33,-37,-29,-7,-13,8,14,60,55,67
-33,-39,-31,-8,-12,6,22,57,49,60
-32,-37,-23,-7,-11,12,17,56,49,62
-28,-31,-22,-6,-13,6,14,60,56,70
-34,-38,-32,-8,-11,8,19,56,47,60
-27,-28,-23,-9,-13,5,20,59,58,73
-29,-36,-23,-6,-12,9,14,59,54,71
-34,-37,-32,-7,-12,12,22,59,47,63
-33,-36,-30,-8,-14,8,21,60,54,67
-31,-48,-18,-8,-11,8,20,57,53,59
-28,-30,-22,-8,-13,6,13,57,47,61
-31,-37,-26,-8,-12,7,20,58,55,62
-32,-36,-30,-7,-13,7,12,60,51,69
-30,-36,-23,-7,-10,8,15,61,57,67
-31,-38,-22,-7,-13,7,16,58,57,68
-33,-37,-30,-7,-14,11,17,59,51,61
-28,-30,-23,-6,-13,8,20,59,56,61
-33,-37,-30,-8,-13,5,21,60,55,70
-32,-37,-19,-7,-10,12,18,60,59,68
-35,-37,-32,-8,-11,15,13,59,56,64
-30,-38,-23,-8,-15,6,9,63,59,69
-30,-36,-20,-7,-11,9,14,24,22,27
-31,-34,-29,-8,-11,11,9,58,56,61
-33,-37,-17,-7,-10,10,8,32,28,34
-29,-33,-24,-9,-13,11,10,61,59,68
-31,-33,-25,-8,-11,6,5,57,53,61
-32,-37,-29,-7,-10,11,8,59,55,71
-28,-32,-23,-8,-11,6,13,59,55,65
-31,-35,-29,-6,-9,8,11,55,50,57
-33,-37,-26,-7,-12,6,15,59,54,65
-33,-39,-28,-7,-12,7,15,60,57,69
-31,-33,-29,-7,-9,8,7,60,56,65
-37,-41,-35,-8,-12,7,21,60,56,63
-34,-39,-33,-7,-11,8,7,59,48,64
-28,-30,-23,-8,-17,7,6,60,59,72
-30,-31,-27,-7,-13,7,13,23,20,25
-30,-34,-28,-8,-11,7,6,58,54,63
-32,-36,-29,-6,-11,8,7,61,57,67
-29,-32,-21,-9,-12,8,12,59,58,64
-48,-51,-44,-2,-10,5,2,40,36,43
-32,-38,-29,-8,-10,7,17,60,55,68
-32,-39,-31,-8,-12,8,8,59,58,63
-37,-40,-35,-9,-12,7,10,61,58,72
-30,-39,-16,-8,-11,8,7,60,58,69
-30,-41,-23,-7,-12,9,13,61,57,70
-32,-37,-30,-6,-11,6,6,57,51,63
-28,-31,-25,-8,-12,7,6,61,59,68
-30,-38,-23,-7,-9,9,18,62,57,68
-29,-36,-23,-6,-11,7,19,34,32,38
-33,-37,-30,-8,-11,7,6,59,56,66
-31,-38,-28,-7,-13,8,7,59,57,64
-33,-36,-31,-6,-11,7,6,60,57,65
-32,-34,-30,-8,-12,7,6,57,54,59
-29,-35,-22,-7,-11,7,6,60,59,63
-31,-36,-29,-7,-10,10,10,59,57,60
-28,-35,-22,-7,-9,10,7,59,53,62
-27,-29,-22,-9,-11,8,5,63,60,68
-33,-35,-30,-2,-4,5,3,22,20,26
-32,-35,-28,-7,-10,8,13,60,57,65
-30,-34,-22,-8,-9,9,8,60,58,63
-30,-32,-27,-8,-10,6,4,58,56,63
-31,-35,-27,-7,-10,8,6,23,20,24
-26,-32,-23,-7,-11,7,6,59,54,66
-31,-34,-26,-7,-11,8,12,61,59,66
-32,-36,-29,-8,-11,13,12,62,56,68
-30,-34,-20,-9,-12,8,19,59,52,72
-31,-35,-27,-8,-16,7,17,61,55,67
-26,-28,-23,-9,-12,8,6,59,52,64
-29,-37,-20,-8,-13,8,12,60,56,72
-31,-34,-24,-9,-11,11,9,59,57,68
-33,-36,-30,-8,-13,8,6,56,54,59
-27,-30,-23,-8,-12,6,8,58,49,65
-29,-32,-25,-8,-12,7,11,57,53,62
-28,-30,-23,-7,-11,7,18,59,52,63
-30,-34,-24,-6,-10,8,5,57,54,59
-33,-35,-27,-9,-11,8,5,55,50,58
-31,-35,-29,-6,-8,6,6,59,54,63
-29,-32,-25,-7,-9,8,5,18,14,21
-31,-38,-29,-8,-11,7,17,60,56,66
-33,-39,-29,-7,-11,7,12,63,59,66
-26,-28,-22,-8,-9,6,11,55,48,59
-30,-33,-27,-7,-11,7,19,23,20,27
-44,-47,-42,-7,-10,7,10,23,19,26
-29,-31,-27,-7,-10,8,18,55,54,60
-29,-35,-22,-8,-11,10,8,58,53,76
-26,-28,-20,-8,-15,6,15,58,54,61
