ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-37,-53,-33,-5,-9,18.0,11,67,65,72
-38,-41,-34,-12,-5,4.0,5,48,45,52
-41,-43,-38,-7,-5,9.0,6,26,21,32
-30,-37,-24,-8,-11,6.0,4,28,26,33
-38,-42,-33,-6,-14,7.0,15,26,20,31
-48,-66,-44,-10,-5,11.0,9,16,14,22
-32,-36,-30,-7,-10,8.0,7,20,13,23
-28,-31,-25,-3,-7,5.0,16,53,48,56
-37,-40,-32,-3,-8,4.0,4,55,53,59
-39,-42,-36,-13,-8,10.0,5,48,44,50
-34,-38,-31,-16,-13,10.0,15,60,58,74
-33,-37,-30,-5,-8,9.0,5,36,31,46
-49,-51,-42,-14,-6,7.0,16,62,45,72
-37,-38,-33,-5,-9,10.0,8,19,15,23
-36,-45,-27,-5,-9,8.0,12,57,50,73
-36,-38,-30,-6,-12,7.0,12,57,46,68
-37,-47,-26,-5,-12,6.0,11,20,15,26
-34,-38,-28,-5,-10,9.0,7,70,69,76
-36,-40,-32,-7,-4,7.0,4,40,35,47
-53,-56,-48,-4,-8,6.0,4,40,34,44
-39,-41,-36,-6,-10,8.0,7,55,51,61
-35,-38,-31,-7,-11,8.0,6,49,45,52
-57,-60,-54,-4,-6,7.0,11,44,42,48
-46,-48,-42,-2,-9,7.0,4,55,50,60
-34,-40,-29,-21,-6,5.0,38,24,0,33
-56,-58,-52,-3,-7,5.0,4,44,42,49
-42,-46,-38,-2,-7,13.0,6,54,47,57
-23,-27,-19,-5,-8,13.0,8,60,57,66
-22,-25,-18,-5,-9,,8,18,14,23
-34,-37,-30,-7,-13,8.0,11,49,46,53
-38,-41,-36,-5,-9,12.0,8,53,48,56
-34,-38,-24,-3,-7,9.0,7,22,17,28
-50,-53,-46,-7,-11,7.0,12,36,34,40
-36,-40,-34,-6,-11,9.0,14,57,47,59
-33,-37,-26,-5,-10,8.0,7,59,57,65
-32,-34,-26,-5,-9,8.0,15,59,58,69
-38,-41,-29,-7,-3,16.0,11,60,56,62
-61,-65,-56,-7,-11,16.0,7,17,13,21
-32,-35,-27,-5,-10,14.0,27,59,52,70
-32,-36,-25,-6,-10,16.0,7,47,43,49
-36,-42,-26,-7,-12,8.0,5,60,56,61
-32,-34,-25,-6,-10,8.0,7,57,47,74
-47,-50,-43,-8,-10,8.0,7,57,43,69
-36,-42,-32,-5,-8,14.0,11,16,10,21
-35,-39,-30,-3,-7,12.0,30,37,31,39
-50,-54,-46,-5,-11,8.0,6,48,44,51
-29,-32,-26,-19,-8,9.0,16,58,56,66
-39,-44,-35,-5,-9,7.0,6,18,16,20
-38,-43,-28,-4,-6,7.0,19,21,19,24
-29,-33,-17,-2,-6,6.0,3,27,23,32
-33,-34,-30,-12,-9,8.0,17,32,30,37
-51,-55,-44,-4,-17,14.0,12,54,52,57
-31,-35,-27,-5,-11,9.0,8,62,60,71
-35,-38,-33,-6,-11,11.0,9,58,50,64
-37,-45,-31,-10,-14,8.0,16,62,55,65
-52,-55,-49,-4,-7,11.0,7,58,53,69
-32,-34,-29,-7,-10,8.0,7,26,21,27
-32,-34,-24,-5,-9,16.0,10,23,20,27
-35,-43,-32,-6,-14,8.0,13,60,54,72
-30,-33,-24,-5,-11,14.0,11,58,49,61
-33,-36,-26,-6,-9,12.0,10,59,49,66
-31,-35,-27,-6,-11,8.0,11,32,28,35
-33,-35,-31,-7,-3,5.0,5,48,44,53
-29,-32,-23,-11,-9,9.0,8,34,33,39
-39,-41,-34,-6,-4,11.0,8,48,44,54
-34,-37,-26,-5,-11,8.0,13,22,19,26
-23,-26,-19,-5,-7,10.0,7,47,43,51
-47,-52,-43,-6,-10,7.0,13,20,17,24
-31,-34,-24,-5,-10,9.0,18,52,48,55
-48,-53,-43,-4,-7,7.0,5,35,30,40
-35,-39,-27,-5,-15,8.0,12,61,53,70
-35,-46,-25,-6,-10,8.0,7,59,47,74
-66,-75,-53,-32,-4,9.0,28,49,44,54
-46,-50,-41,-5,-10,8.0,6,61,53,71
-46,-48,-43,-5,-10,10.0,8,27,24,32
-32,-35,-28,-27,-11,8.0,14,44,42,48
-62,-65,-59,-7,-10,7.0,5,36,32,38
-34,-37,-29,-4,-7,8.0,7,27,25,31
-40,-44,-28,-5,-9,9.0,8,20,14,26
-50,-61,-43,-23,-12,9.0,4,49,36,53
-39,-42,-36,-3,-7,12.0,8,52,50,57
-37,-41,-31,-10,-12,11.0,7,61,56,67
-29,-32,-16,-2,-7,5.0,3,33,29,35
-34,-36,-27,-8,-12,10.0,7,62,55,67
-39,-42,-32,-5,-11,10.0,8,18,15,21
-53,-59,-50,-8,-3,5.0,16,18,16,23
-63,-71,-59,-16,-5,6.0,3,28,25,33
-36,-47,-30,-7,-10,10.0,7,23,19,28
-34,-36,-29,-14,-11,10.0,8,21,17,25
-40,-54,-28,-6,-9,6.0,5,67,54,80
-37,-41,-34,-8,-12,11.0,8,61,58,64
-41,-46,-37,-5,-9,11.0,8,38,34,44
-39,-42,-35,-5,-8,7.0,6,42,38,44
