ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-33,-35,-31,-5,-9,10,16,18,15,21
-28,-30,-26,-10,-10,5,16,31,28,33
-22,-24,-20,-18,-8,5,23,38,36,40
-26,-28,-23,-21,-12,6,14,30,28,33
-24,-28,-22,-21,-9,6,16,37,32,40
-22,-25,-21,-31,-7,7,21,59,50,63
-26,-27,-23,-11,-9,6,20,53,51,55
-22,-26,-20,-7,-10,6,20,40,39,44
-19,-23,-18,-8,-11,10,14,34,33,36
-25,-29,-21,-8,-14,9,18,37,34,38
-31,-33,-27,-9,-8,7,15,59,57,62
-26,-28,-23,-6,-9,5,14,39,37,42
-32,-34,-30,-11,-7,9,14,27,24,30
-25,-27,-23,-10,-9,10,20,17,14,19
-30,-31,-27,-6,-10,4,24,17,15,19
-28,-33,-26,-12,-10,5,17,26,23,28
-24,-25,-21,-7,-11,13,23,37,35,39
-22,-24,-19,-10,-9,7,19,38,36,41
-19,-22,-17,-52,-9,9,13,16,15,19
-31,-33,-29,-7,-10,11,14,29,28,31
-26,-28,-24,-7,-10,4,15,36,33,38
-29,-30,-26,-14,-9,5,17,37,35,41
-32,-33,-30,-9,-8,10,19,29,27,31
-25,-27,-24,-12,-9,6,16,29,26,30
-26,-28,-24,-6,-11,15,21,28,27,30
-27,-29,-26,-19,-10,6,12,39,38,44
-29,-30,-27,-17,-9,6,13,28,22,30
-27,-28,-26,-6,-11,5,19,34,32,40
-26,-28,-23,-22,-10,10,15,28,26,30
-24,-26,-22,-8,-8,9,22,24,21,25
-19,-21,-17,-30,-7,6,11,34,30,37
-23,-24,-21,-10,-10,10,15,27,23,29
-27,-30,-25,-7,-10,9,23,40,38,45
-34,-36,-31,-22,-9,11,18,40,37,43
-28,-29,-26,-22,-8,11,22,28,26,31
-21,-22,-19,-17,-7,6,18,42,33,45
-26,-28,-24,-7,-10,6,17,57,55,59
-28,-30,-26,-8,-8,5,15,43,41,46
-23,-26,-22,-5,-7,8,12,22,20,24
-35,-37,-33,-6,-10,6,14,24,21,26
-30,-31,-29,-8,-7,6,17,30,27,32
-24,-26,-22,-10,-9,4,11,36,31,38
-22,-24,-20,-6,-9,10,16,29,25,33
-24,-27,-21,-19,-9,6,17,19,16,21
-24,-28,-22,-27,-10,13,17,39,35,43
-27,-29,-24,-5,-8,11,16,38,36,40
-25,-27,-23,-6,-10,5,13,37,34,38
-26,-28,-24,-10,-8,8,14,38,35,39
-25,-27,-22,-15,-9,11,15,37,36,44
-22,-23,-20,-18,-14,6,15,36,34,38
-31,-32,-29,-6,-10,11,22,19,17,21
-23,-25,-21,-12,-9,7,17,35,34,37
-41,-43,-38,-7,-11,9,13,27,24,29
-33,-36,-31,-18,-7,5,16,27,23,30
-28,-31,-25,-23,-10,11,15,16,14,19
-27,-29,-24,-7,-7,11,22,29,26,30
-24,-26,-22,-48,-8,7,21,37,35,39
-22,-25,-20,-5,-10,9,13,37,34,40
-32,-34,-31,-8,-7,6,19,38,34,42
-21,-23,-19,-16,-12,8,16,55,54,57
-28,-30,-26,-6,-5,5,14,41,39,45
-28,-31,-26,-11,-8,8,12,25,22,28
