ECG_P_Peaks,ECG_P_Onsets,ECG_P_Offsets,ECG_Q_Peaks,ECG_R_Onsets,ECG_R_Offsets,ECG_S_Peaks,ECG_T_Peaks,ECG_T_Onsets,ECG_T_Offsets
-35,-38,-33,-6,-10,6,5,21,19,23
-47,-49,-44,-6,-5,10,6,19,13,22
-52,-54,-49,-7,-10,10,9,66,64,69
-47,-49,-44,-7,-5,10,8,19,13,22
-47,-49,-44,-7,-5,9,8,20,18,22
-48,-50,-45,-8,-6,8,7,25,22,27
-38,-40,-35,-8,-7,8,7,19,17,21
-54,-56,-51,-8,-12,8,6,19,16,21
-38,-40,-35,-10,-13,8,7,21,16,26
-39,-41,-37,-6,-13,7,6,21,15,25
-34,-37,-32,-6,-9,11,6,67,61,71
-35,-37,-32,-5,-9,11,6,19,14,24
-42,-44,-40,-7,-11,9,6,21,17,22
-40,-42,-37,-5,-9,7,6,19,14,24
-39,-40,-37,-9,-13,9,6,25,21,30
-41,-44,-34,-6,-10,10,6,22,19,25
-41,-44,-39,-7,-10,9,5,18,14,23
-39,-41,-36,-6,-12,8,6,19,16,21
-46,-48,-43,-6,-10,10,6,66,64,70
-45,-52,-42,-10,-9,10,6,21,19,24
-46,-49,-39,-6,-10,10,6,20,18,23
-50,-52,-47,-8,-13,7,6,22,20,25
-46,-49,-42,-6,-10,6,5,18,14,20
-49,-52,-41,-9,-9,9,7,24,22,27
-46,-49,-44,-6,-9,10,6,22,19,26
-51,-53,-48,-6,-12,7,6,21,18,24
-37,-39,-34,-8,-11,10,5,18,14,20
-37,-39,-35,-8,-11,9,7,66,63,69
-46,-49,-44,-6,-10,10,6,20,18,23
-46,-48,-43,-6,-9,6,6,18,14,23
-46,-49,-44,-8,-11,9,8,20,17,22
-45,-47,-42,-6,-9,7,6,21,19,24
-38,-40,-35,-8,-11,9,7,18,12,22
-46,-47,-43,-6,-9,6,5,20,14,24
-42,-43,-39,-6,-10,10,9,18,13,23
-46,-49,-44,-6,-10,10,9,66,65,70
-45,-47,-42,-6,-8,7,6,22,20,24
-46,-48,-43,-6,-10,6,5,23,19,29
-46,-48,-43,-6,-5,6,6,27,24,29
-43,-45,-40,-8,-6,9,7,67,63,68
-43,-44,-40,-8,-11,9,6,20,17,22
-44,-47,-42,-6,-8,7,6,19,15,24
-46,-48,-43,-6,-9,11,6,21,19,24
-44,-46,-40,-5,-12,8,6,19,16,21
-47,-50,-45,-7,-11,9,7,18,12,22
-45,-48,-42,-6,-9,7,5,19,14,24
-42,-43,-38,-6,-9,11,6,23,19,29
-44,-46,-41,-7,-10,8,5,23,21,26
-45,-48,-43,-6,-9,7,6,20,15,23
-45,-52,-37,-7,-5,10,7,23,18,28
-45,-47,-42,-7,-12,10,8,26,22,30
-37,-38,-34,-7,-10,10,8,65,62,71
-44,-47,-41,-6,-10,10,7,18,14,20
-41,-43,-38,-7,-4,6,5,19,14,23
-37,-39,-35,-8,-11,10,5,17,13,18
-44,-49,-41,-10,-8,7,6,28,26,30
-44,-47,-42,-9,-14,9,7,21,17,28
-44,-47,-40,-6,-9,10,5,27,24,29
-44,-46,-41,-6,-8,8,6,21,15,26
-36,-39,-34,-7,-10,10,8,19,17,22
-47,-49,-44,-7,-9,10,7,68,64,69
-43,-46,-38,-6,-9,11,6,21,20,25
-45,-49,-38,-6,-9,11,6,25,19,30
-42,-43,-39,-6,-10,10,9,18,13,23
-45,-47,-37,-6,-9,8,6,21,20,25
-47,-50,-45,-8,-11,10,6,65,58,68
-44,-45,-41,-6,-11,8,6,21,16,26
-45,-47,-40,-9,-12,8,6,19,15,21
-42,-44,-38,-6,-10,10,6,26,23,28
-42,-43,-38,-6,-10,12,6,23,19,29
-43,-45,-39,-8,-11,9,7,22,18,28
-46,-49,-43,-7,-10,10,9,21,18,23
-42,-44,-38,-7,-10,10,7,19,18,23
-45,-48,-42,-6,-9,11,7,22,19,24
-48,-51,-45,-6,-12,8,6,26,22,31
-45,-48,-38,-6,-9,12,6,20,14,24
-46,-49,-43,-6,-9,11,7,24,20,29
-44,-46,-41,-7,-8,8,6,20,15,24
-45,-51,-41,-5,-13,12,6,67,61,73
-43,-43,-39,-8,-10,10,8,19,18,23
-47,-50,-45,-9,-11,10,6,18,16,22
-41,-43,-37,-6,-9,11,6,65,60,70
-45,-48,-38,-7,-10,11,6,19,14,23
-41,-42,-37,-6,-9,7,6,19,15,24
